Created,Caller,Noise Postode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
09/07/2022,LS19 ,LS19 6,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS19 ,LS19 6,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
09/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS13 ,LS13 2,SHOUTING,Out ofHours,Out ofHours
09/07/2022,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
09/07/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS17 ,LS17 8,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS27 ,LS27 0,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS17 ,LS17 7,SHOUTING,Out ofHours,Out ofHours
09/07/2022,LS5 ,LS5 3,DOG BARKING,Out ofHours,Out ofHours
09/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS17 ,LS17 8,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS6 ,LS6 1,OTHER,Out ofHours,Out ofHours
09/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
09/07/2022,LS17 ,LS17 8,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS25 ,LS25 7,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS28 ,LS28 9,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS12 ,LS12 4,SHOUTING,Out ofHours,Out ofHours
09/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS18 ,LS18 5,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
09/07/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS17 ,LS17 6,PARTY,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS2 ,LS2 7,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS11 ,LS11 7,ALARM,Out ofHours,Out ofHours
10/07/2022,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS25 ,LS25 4,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/07/2022,LS16 ,LS16 8,BUILDING SITE,Out ofHours,Out ofHours
10/07/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS13 ,LS13 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS17 ,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/07/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 6,DIY,Out ofHours,Out ofHours
10/07/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/07/2022,LS10 ,LS10 2,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS26 ,LS26 8,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS26 ,LS26 0,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS21 ,LS21 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
10/07/2022,LS8 ,LS8 2,DOG BARKING,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS12 ,LS12 4,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
10/07/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 2,MUSIC,Out ofHours,Out ofHours
10/07/2022,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
10/07/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS12 ,LS12 1,TV,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
11/07/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/07/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
11/07/2022,LS16 ,LS16 8,DIY,Out ofHours,Out ofHours
11/07/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
11/07/2022,WF10 ,WF10 2,DOG BARKING,Out ofHours,Out ofHours
11/07/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS11 ,LS11 6,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS8 ,LS8 2,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS13 ,LS13 2,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
11/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
11/07/2022,LS9 ,LS9 9,OTHER,Out ofHours,Out ofHours
11/07/2022,LS21 ,LS21 1,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS12 ,LS12 3,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
11/07/2022,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
11/07/2022,LS27 ,LS27 7,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
11/07/2022,LS21 ,LS21 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/07/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS8 ,LS8 2,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
12/07/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS11 ,LS11 6,SHOUTING,Out ofHours,Out ofHours
12/07/2022,LS21 ,LS21 1,SHOUTING,Out ofHours,Out ofHours
12/07/2022,LS16 ,LS16 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
12/07/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS27 ,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/07/2022,LS11 ,LS11 0,SHOUTING,Out ofHours,Out ofHours
12/07/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
12/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS16 ,LS16 5,OTHER,Out ofHours,Out ofHours
12/07/2022,LS27 ,LS27 8,PARTY,Out ofHours,Out ofHours
12/07/2022,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/07/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS11 ,LS11 0,SHOUTING,Out ofHours,Out ofHours
12/07/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
12/07/2022,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
12/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
13/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS11 ,LS11 6,SHOUTING,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS15 ,LS15 4,DIY,Out ofHours,Out ofHours
13/07/2022,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
13/07/2022,LS25 ,LS25 3,DOG BARKING,Out ofHours,Out ofHours
13/07/2022,LS17 ,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/07/2022,LS25 ,LS25 3,DOG BARKING,Out ofHours,Out ofHours
13/07/2022,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS25 ,LS25 3,DOG BARKING,Out ofHours,Out ofHours
13/07/2022,LS27 ,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/07/2022,LS17 ,LS17 8,SHOUTING,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/07/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS25 ,LS25 3,DOG BARKING,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS8 ,LS8 4,DOG BARKING,Out ofHours,Out ofHours
13/07/2022,LS25 ,LS25 3,DOG BARKING,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/07/2022,LS13 ,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
13/07/2022,LS8 ,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/07/2022,LS12 ,LS12 1,TV,Out ofHours,Out ofHours
14/07/2022,LS12 ,LS12 5,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS12 ,LS12 1,OTHER,Out ofHours,Out ofHours
14/07/2022,LS27 ,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/07/2022,LS27 ,LS27 8,PARTY,Out ofHours,Out ofHours
14/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
14/07/2022,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
14/07/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 4,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS6,LS61,PARTY,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/07/2022,LS5 ,LS5 3,PARTY,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/07/2022,LS11 ,LS11 0,DIY,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/07/2022,LS8 ,LS8 3,PARTY,Out ofHours,Out ofHours
14/07/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
14/07/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
15/07/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS12 ,LS12 3,SHOUTING,Out ofHours,Out ofHours
15/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
15/07/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
15/07/2022,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS3,LS31,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS3 ,LS3 1,DIY,Out ofHours,Out ofHours
15/07/2022,LS28 ,LS28 8,PARTY,Out ofHours,Out ofHours
15/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS10 ,LS10 4,DOG BARKING,Out ofHours,Out ofHours
15/07/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
15/07/2022,LS4 ,LS4 2,ALARM,Out ofHours,Out ofHours
15/07/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 7,PARTY,Out ofHours,Out ofHours
15/07/2022,LS28 ,LS28 2,PARTY,Out ofHours,Out ofHours
15/07/2022,LS13 ,LS13 2,PARTY,Out ofHours,Out ofHours
15/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS18 ,LS18 4,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS8 ,LS8 4,DOG BARKING,Out ofHours,Out ofHours
15/07/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
15/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS27 ,LS27 9,OTHER,Out ofHours,Out ofHours
16/07/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
16/07/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
16/07/2022,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS12 ,LS12 5,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS8 ,LS8 2,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS2 ,LS2 8,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS2 ,LS2 8,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS17 ,LS17 7,DOG BARKING,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
16/07/2022,LS17 ,LS17 7,DOG BARKING,Out ofHours,Out ofHours
16/07/2022,LS17 ,LS17 8,DOG BARKING,Out ofHours,Out ofHours
16/07/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,WF3 ,WF3 1,DOG BARKING,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,WF3 ,WF3 3,SHOUTING,Out ofHours,Out ofHours
16/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
16/07/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS10 ,LS10 2,PARTY,Out ofHours,Out ofHours
16/07/2022,WF3 ,WF3 1,DOG BARKING,Out ofHours,Out ofHours
16/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
16/07/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS11 ,LS11 7,PARTY,Out ofHours,Out ofHours
16/07/2022,LS17 ,LS17 7,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
16/07/2022,WF10 ,WF10 2,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS23 ,LS23 6,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS8 ,LS8 3,PARTY,Out ofHours,Out ofHours
16/07/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS26 ,LS26 0,SHOUTING,Out ofHours,Out ofHours
16/07/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS23 ,LS23 6,MUSIC,Out ofHours,Out ofHours
16/07/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS23 ,LS23 6,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
17/07/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS27 ,LS27 9,DOG BARKING,Out ofHours,Out ofHours
17/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS8 ,LS8 4,DOG BARKING,Out ofHours,Out ofHours
17/07/2022,LS15 ,LS15 5,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
17/07/2022,LS11 ,LS11 9,PARTY,Out ofHours,Out ofHours
17/07/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
17/07/2022,LS6 ,LS6 4,PARTY,Out ofHours,Out ofHours
17/07/2022,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
