Created,Caller,Noise Postode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
04/05/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
04/05/2022,LS14 ,LS14 6,ALARM,Out ofHours,Out ofHours
04/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 2,SHOUTING,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
04/05/2022,LS10 ,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 2,SHOUTING,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
04/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/05/2022,LS14 ,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
05/05/2022,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
05/05/2022,LS7 ,LS7 3,OTHER,Out ofHours,Out ofHours
05/05/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
05/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
05/05/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
05/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
05/05/2022,LS16 ,LS16 7,SHOUTING,Out ofHours,Out ofHours
05/05/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2022,LS4 ,LS4 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2022,LS10 ,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
05/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
06/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS19 ,LS19 7,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS17 ,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/05/2022,LS23 ,LS23 6,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/05/2022,LS8 ,LS8 2,SHOUTING,Out ofHours,Out ofHours
06/05/2022,LS18 ,LS18 4,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS12 ,LS12 3,DOG BARKING,Out ofHours,Out ofHours
06/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS9 ,LS9 7,OTHER,Out ofHours,Out ofHours
06/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS16 ,LS16 7,MUSIC,Out ofHours,Out ofHours
06/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
07/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,OTHER,Out ofHours,Out ofHours
07/05/2022,LS11 ,LS11 9,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS8 ,LS8 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS26 ,LS26 0,DOG BARKING,Out ofHours,Out ofHours
07/05/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
07/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS28 ,LS28 7,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
07/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS21 ,LS21 3,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS14 ,LS14 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
07/05/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
07/05/2022,LS18 ,LS18 4,SHOUTING,Out ofHours,Out ofHours
07/05/2022,LS12 ,LS12 3,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
07/05/2022,LS6 ,LS6 4,PARTY,Out ofHours,Out ofHours
08/05/2022,LS16 ,LS16 7,PARTY,Out ofHours,Out ofHours
08/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS1 ,LS1 2,MUSIC,Out ofHours,Out ofHours
08/05/2022,WF10 ,WF10 2,PARTY,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
08/05/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS7 ,LS7 3,DIY,Out ofHours,Out ofHours
08/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS10 ,LS10 4,PARTY,Out ofHours,Out ofHours
08/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
08/05/2022,LS7 ,LS7 3,OTHER,Out ofHours,Out ofHours
08/05/2022,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
09/05/2022,LS9 ,LS9 9,OTHER,Out ofHours,Out ofHours
09/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
09/05/2022,LS16 ,LS16 6,TV,Out ofHours,Out ofHours
09/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/05/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
09/05/2022,LS6 ,LS6 2,ALARM,Out ofHours,Out ofHours
09/05/2022,LS16 ,LS16 5,TV,Out ofHours,Out ofHours
09/05/2022,LS5 ,LS5 2,MUSIC,Out ofHours,Out ofHours
09/05/2022,LS6,LS61,MUSIC,Out ofHours,Out ofHours
09/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
10/05/2022,LS6,LS61,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS12 ,LS12 2,ALARM,Out ofHours,Out ofHours
10/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/05/2022,LS14 ,LS14 6,OTHER,Out ofHours,Out ofHours
10/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS10 ,LS10 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/05/2022,WF3 ,WF3 1,OTHER,Out ofHours,Out ofHours
10/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS8 ,LS8 4,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS26 ,LS26 8,MUSIC,Out ofHours,Out ofHours
10/05/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
10/05/2022,LS27 ,LS27 0,DOG BARKING,Out ofHours,Out ofHours
10/05/2022,LS8 ,LS8 4,PARTY,Out ofHours,Out ofHours
10/05/2022,LS2 ,LS2 9,PARTY,Out ofHours,Out ofHours
11/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
11/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
11/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/05/2022,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
12/05/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS28 ,LS28 6,TV,Out ofHours,Out ofHours
12/05/2022,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
12/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
12/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS11 ,LS11 0,DIY,Out ofHours,Out ofHours
12/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
12/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
12/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/05/2022,LS16 ,LS16 5,TV,Out ofHours,Out ofHours
12/05/2022,LS10 ,LS10 2,OTHER,Out ofHours,Out ofHours
13/05/2022,LS10 ,LS10 4,SHOUTING,Out ofHours,Out ofHours
13/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
13/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
13/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS13 ,LS13 1,SHOUTING,Out ofHours,Out ofHours
13/05/2022,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/05/2022,LS18 ,LS18 4,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS10 ,LS10 1,TV,Out ofHours,Out ofHours
13/05/2022,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
13/05/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
13/05/2022,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/05/2022,LS16 ,LS16 5,DIY,Out ofHours,Out ofHours
13/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
13/05/2022,LS13 ,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS27 ,LS27 9,PARTY,Out ofHours,Out ofHours
14/05/2022,LS8 ,LS8 3,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS26 ,LS26 0,DOG BARKING,Out ofHours,Out ofHours
14/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS16 ,LS16 5,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS27 ,LS27 7,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 4,OTHER,Out ofHours,Out ofHours
14/05/2022,LS27 ,LS27 7,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS26 ,LS26 6,TV,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/05/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS12 ,LS12 3,ALARM,Out ofHours,Out ofHours
14/05/2022,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 6,OTHER,Out ofHours,Out ofHours
14/05/2022,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 9,PARTY,Out ofHours,Out ofHours
14/05/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS12 ,LS12 2,PARTY,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS5 ,LS5 3,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 4,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS5 ,LS5 3,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS14 ,LS14 5,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS2 ,LS2 7,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS2 ,LS2 7,PARTY,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS6 ,LS6 4,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS18 ,LS18 5,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS21 ,LS21 3,OTHER,Out ofHours,Out ofHours
14/05/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 9,PARTY,Out ofHours,Out ofHours
14/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS17 ,LS17 8,SHOUTING,Out ofHours,Out ofHours
14/05/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS15 ,LS15 7,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS15 ,LS15 4,OTHER,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
14/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
15/05/2022,LS10 ,LS10 4,PARTY,Out ofHours,Out ofHours
15/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
15/05/2022,LS12 ,LS12 1,PARTY,Out ofHours,Out ofHours
15/05/2022,LS8 ,LS8 4,SHOUTING,Out ofHours,Out ofHours
15/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS26 ,LS26 8,DOG BARKING,Out ofHours,Out ofHours
15/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/05/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS26 ,LS26 0,DOG BARKING,Out ofHours,Out ofHours
15/05/2022,LS15 ,LS15 4,OTHER,Out ofHours,Out ofHours
15/05/2022,LS9 ,LS9 9,SHOUTING,Out ofHours,Out ofHours
15/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
15/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS10 ,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
15/05/2022,LS16 ,LS16 8,DOG BARKING,Out ofHours,Out ofHours
15/05/2022,LS16 ,LS16 8,DOG BARKING,Out ofHours,Out ofHours
15/05/2022,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
15/05/2022,LS16 ,LS16 8,DOG BARKING,Out ofHours,Out ofHours
15/05/2022,LS15 ,LS15 4,OTHER,Out ofHours,Out ofHours
15/05/2022,LS14 ,LS14 1,OTHER,Out ofHours,Out ofHours
16/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/05/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
16/05/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
16/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/05/2022,LS1 ,LS1 4,ALARM,Out ofHours,Out ofHours
16/05/2022,LS16 ,LS16 9,DOG BARKING,Out ofHours,Out ofHours
16/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
16/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
16/05/2022,LS7 ,LS7 2,DIY,Out ofHours,Out ofHours
16/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
16/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
16/05/2022,LS16 ,LS16 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/05/2022,LS12 ,LS12 3,DOG BARKING,Out ofHours,Out ofHours
16/05/2022,LS12 ,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/05/2022,LS14 ,LS14 1,DIY,Out ofHours,Out ofHours
16/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/05/2022,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
16/05/2022,LS15 ,LS15 7,BUILDING SITE,Out ofHours,Out ofHours
17/05/2022,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
17/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS17 ,LS17 8,SHOUTING,Out ofHours,Out ofHours
17/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS6 ,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/05/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
17/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
17/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
17/05/2022,LS15 ,LS15 7,DIY,Out ofHours,Out ofHours
17/05/2022,LS6,LS61,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS16 ,LS16 5,PARTY,Out ofHours,Out ofHours
17/05/2022,LS7 ,LS7 3,SHOUTING,Out ofHours,Out ofHours
17/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
17/05/2022,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
17/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
18/05/2022,LS8 ,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2022,LS26 ,LS26 6,TV,Out ofHours,Out ofHours
18/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
18/05/2022,LS19 ,LS19 7,BUILDING SITE,Out ofHours,Out ofHours
18/05/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
18/05/2022,LS16 ,LS16 9,DOG BARKING,Out ofHours,Out ofHours
18/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
18/05/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
18/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
18/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
18/05/2022,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
18/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
18/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
18/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
18/05/2022,LS8 ,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
18/05/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
