Created,Caller_Postcode,Noise type,Sr_Num,Enq_Type
11 November 2017,LS27 8,PARTY,OutofHours,OutofHours
11 November 2017,LS12 5,DOG BARKING,OutofHours,OutofHours
11 November 2017,LS26 9,MUSIC,OutofHours,OutofHours
11 November 2017,WF3 1,MUSIC,OutofHours,OutofHours
11 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11 November 2017,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11 November 2017,LS14 6,MUSIC,OutofHours,OutofHours
11 November 2017,LS25 7,MUSIC,OutofHours,OutofHours
11 November 2017,LS25 7,MUSIC,OutofHours,OutofHours
11 November 2017,WF10 2,OTHER,OutofHours,OutofHours
11 November 2017,LS13 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11 November 2017,LS7 4,MUSIC,OutofHours,OutofHours
11 November 2017,LS13 1,MUSIC,OutofHours,OutofHours
11 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
11 November 2017,LS25 7,MUSIC,OutofHours,OutofHours
11 November 2017,LS25 7,MUSIC,OutofHours,OutofHours
11 November 2017,LS14 6,MUSIC,OutofHours,OutofHours
11 November 2017,LS7 1,MUSIC,OutofHours,OutofHours
11 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
11 November 2017,LS11 9,MUSIC,OutofHours,OutofHours
11 November 2017,LS6 1,PARTY,OutofHours,OutofHours
11 November 2017,LS15 0,PARTY,OutofHours,OutofHours
11 November 2017,LS14 6,MUSIC,OutofHours,OutofHours
11 November 2017,LS21 1,ALARM,OutofHours,OutofHours
11 November 2017,LS6 1,PARTY,OutofHours,OutofHours
11 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
11 November 2017,LS14 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11 November 2017,LS12 5,DOG BARKING,OutofHours,OutofHours
12 November 2017,LS14 2,MUSIC,OutofHours,OutofHours
12 November 2017,LS12 5,DOG BARKING,OutofHours,OutofHours
12 November 2017,LS11 5,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS15 0,PARTY,OutofHours,OutofHours
12 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS9 7,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS11 7,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS7 4,PARTY,OutofHours,OutofHours
12 November 2017,LS14 6,PARTY,OutofHours,OutofHours
12 November 2017,LS10 3,PARTY,OutofHours,OutofHours
12 November 2017,LS6 2,PARTY,OutofHours,OutofHours
12 November 2017,LS17 6,MUSIC,OutofHours,OutofHours
12 November 2017,LS9 8,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS15 5,OTHER,OutofHours,OutofHours
12 November 2017,BD16 3,MUSIC,OutofHours,OutofHours
12 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS7 3,PARTY,OutofHours,OutofHours
12 November 2017,LS7 4,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,PARTY,OutofHours,OutofHours
12 November 2017,LS6 2,PARTY,OutofHours,OutofHours
12 November 2017,LS6 2,PARTY,OutofHours,OutofHours
12 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
12 November 2017,LS27 9,DOG BARKING,OutofHours,OutofHours
12 November 2017,LS21 1,ALARM,OutofHours,OutofHours
12 November 2017,LS19 7,DIY,OutofHours,OutofHours
12 November 2017,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
12 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
12 November 2017,LS6 2,PARTY,OutofHours,OutofHours
12 November 2017,LS25 7,TV,OutofHours,OutofHours
12 November 2017,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
12 November 2017,LS8 5,MUSIC,OutofHours,OutofHours
12 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
12 November 2017,LS17 8,TV,OutofHours,OutofHours
12 November 2017,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
12 November 2017,LS8 5,PARTY,OutofHours,OutofHours
12 November 2017,LS8 5,MUSIC,OutofHours,OutofHours
12 November 2017,LS8 5,MUSIC,OutofHours,OutofHours
12 November 2017,LS10 4,MUSIC,OutofHours,OutofHours
12 November 2017,LS25 7,MUSIC,OutofHours,OutofHours
12 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
12 November 2017,LS27 8,MUSIC,OutofHours,OutofHours
13 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
13 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
13 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
13 November 2017,LS17 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
13 November 2017,LS9 6,DOG BARKING,OutofHours,OutofHours
13 November 2017,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
13 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
13 November 2017,LS11 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
13 November 2017,LS10 4,SHOUTING,OutofHours,OutofHours
13 November 2017,LS9 8,MUSIC,OutofHours,OutofHours
13 November 2017,LS2 9,MUSIC,OutofHours,OutofHours
13 November 2017,LS19 7,SHOUTING,OutofHours,OutofHours
14 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
14 November 2017,LS11 7,MUSIC,OutofHours,OutofHours
14 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
14 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
14 November 2017,LS16 ,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
14 November 2017,LS7 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
14 November 2017,LS6 ,SHOUTING,OutofHours,OutofHours
14 November 2017,LS17 6,SHOUTING,OutofHours,OutofHours
14 November 2017,LS19 7,SHOUTING,OutofHours,OutofHours
14 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
14 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
14 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
15 November 2017,LS11 5,SHOUTING,OutofHours,OutofHours
15 November 2017,LS9 9,SHOUTING,OutofHours,OutofHours
15 November 2017,LS16 6,SHOUTING,OutofHours,OutofHours
15 November 2017,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
15 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
15 November 2017,LS14 6,OTHER,OutofHours,OutofHours
15 November 2017,LS12 1,MUSIC,OutofHours,OutofHours
15 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
15 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
16 November 2017,LS6 2,MUSIC,OutofHours,OutofHours
16 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS27 8,MUSIC,OutofHours,OutofHours
16 November 2017,LS9 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
16 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
16 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
16 November 2017,WF3 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
16 November 2017,LS4 2,OTHER,OutofHours,OutofHours
16 November 2017,LS7 4,ALARM,OutofHours,OutofHours
16 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
16 November 2017,LS12 1,MUSIC,OutofHours,OutofHours
16 November 2017,LS27 8,SHOUTING,OutofHours,OutofHours
16 November 2017,WF3 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
16 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS16 6,OTHER,OutofHours,OutofHours
16 November 2017,LS28 7,PARTY,OutofHours,OutofHours
16 November 2017,LS2 3,MUSIC,OutofHours,OutofHours
16 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
17 November 2017,LS12 2,MUSIC,OutofHours,OutofHours
17 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
17 November 2017,LS1 4,MUSIC,OutofHours,OutofHours
17 November 2017,LS9 6,SHOUTING,OutofHours,OutofHours
17 November 2017,LS11 6,MUSIC,OutofHours,OutofHours
17 November 2017,LS13 1,MUSIC,OutofHours,OutofHours
17 November 2017,LS6 1,OTHER,OutofHours,OutofHours
17 November 2017,LS9 9,DOG BARKING,OutofHours,OutofHours
17 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
17 November 2017,LS9 6,SHOUTING,OutofHours,OutofHours
17 November 2017,LS14 1,MUSIC,OutofHours,OutofHours
17 November 2017,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
17 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
17 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
17 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
17 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
17 November 2017,LS16 5,SHOUTING,OutofHours,OutofHours
17 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 3,PARTY,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS12 3,MUSIC,OutofHours,OutofHours
18 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
18 November 2017,LS12 3,MUSIC,OutofHours,OutofHours
18 November 2017,LS2 9,SHOUTING,OutofHours,OutofHours
18 November 2017,LS6 1,SHOUTING,OutofHours,OutofHours
18 November 2017,LS6 1,PARTY,OutofHours,OutofHours
18 November 2017,LS3 1,PARTY,OutofHours,OutofHours
18 November 2017,LS6 3,PARTY,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 3,PARTY,OutofHours,OutofHours
18 November 2017,LS6 1,PARTY,OutofHours,OutofHours
18 November 2017,WF3 1,PARTY,OutofHours,OutofHours
18 November 2017,LS2 9,PARTY,OutofHours,OutofHours
18 November 2017,LS6 1,SHOUTING,OutofHours,OutofHours
18 November 2017,LS6 3,PARTY,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS1 4,MUSIC,OutofHours,OutofHours
18 November 2017,LS16 7,SHOUTING,OutofHours,OutofHours
18 November 2017,LS12 3,MUSIC,OutofHours,OutofHours
18 November 2017,LS14 6,DOG BARKING,OutofHours,OutofHours
18 November 2017,LS7 4,TV,OutofHours,OutofHours
18 November 2017,LS13 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
18 November 2017,LS13 3,OTHER,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS1 6,MUSIC,OutofHours,OutofHours
18 November 2017,BD11 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS7 2,DIY,OutofHours,OutofHours
18 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
18 November 2017,BD11 1,MUSIC,OutofHours,OutofHours
18 November 2017,BD11 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
18 November 2017,LS12 5,MUSIC,OutofHours,OutofHours
18 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
18 November 2017,LS12 ,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
18 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS12 5,MUSIC,OutofHours,OutofHours
18 November 2017,LS4 2,SHOUTING,OutofHours,OutofHours
18 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
18 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
19 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
19 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
19 November 2017,LS6 2,MUSIC,OutofHours,OutofHours
19 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
19 November 2017,LS4 2,MUSIC,OutofHours,OutofHours
19 November 2017,LS26 0,MUSIC,OutofHours,OutofHours
19 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS9 7,SHOUTING,OutofHours,OutofHours
19 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
19 November 2017,LS12 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS2 7,DOG BARKING,OutofHours,OutofHours
19 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
19 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS13 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19 November 2017,LS13 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19 November 2017,LS10 1,MUSIC,OutofHours,OutofHours
19 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
19 November 2017,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
19 November 2017,LS13 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19 November 2017,LS12 5,MUSIC,OutofHours,OutofHours
19 November 2017,LS12 5,MUSIC,OutofHours,OutofHours
20 November 2017,LS12 4,MUSIC,OutofHours,OutofHours
20 November 2017,LS7 3,MUSIC,OutofHours,OutofHours
20 November 2017,LS19 7,TV,OutofHours,OutofHours
20 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
20 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
20 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
20 November 2017,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
20 November 2017,LS9 6,DOG BARKING,OutofHours,OutofHours
20 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
20 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
20 November 2017,LS12 2,DIY,OutofHours,OutofHours
20 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
20 November 2017,LS27 8,DIY,OutofHours,OutofHours
20 November 2017,LS7 3,OTHER,OutofHours,OutofHours
20 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
20 November 2017,LS16 6,MUSIC,OutofHours,OutofHours
20 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
20 November 2017,LS12 3,TV,OutofHours,OutofHours
21 November 2017,LS3 1,MUSIC,OutofHours,OutofHours
21 November 2017,LS10 4,MUSIC,OutofHours,OutofHours
21 November 2017,LS27 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
21 November 2017,LS12 4,MUSIC,OutofHours,OutofHours
21 November 2017,LS9 9,SHOUTING,OutofHours,OutofHours
21 November 2017,LS28 5,MUSIC,OutofHours,OutofHours
21 November 2017,LS13 2,SHOUTING,OutofHours,OutofHours
21 November 2017,LS13 2,MUSIC,OutofHours,OutofHours
21 November 2017,LS13 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
21 November 2017,LS13 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
21 November 2017,LS16 7,ALARM,OutofHours,OutofHours
21 November 2017,LS12 3,MUSIC,OutofHours,OutofHours
21 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
21 November 2017,LS16 6,MUSIC,OutofHours,OutofHours
21 November 2017,LS6 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
21 November 2017,LS1 4,MUSIC,OutofHours,OutofHours
21 November 2017,LS6 1,SHOUTING,OutofHours,OutofHours
21 November 2017,LS1 4,MUSIC,OutofHours,OutofHours
21 November 2017,LS2 9,SHOUTING,OutofHours,OutofHours
22 November 2017,LS11 8,OTHER,OutofHours,OutofHours
22 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
22 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
22 November 2017,LS6 2,SHOUTING,OutofHours,OutofHours
22 November 2017,LS13 2,SHOUTING,OutofHours,OutofHours
22 November 2017,LS18 5,ALARM,OutofHours,OutofHours
22 November 2017,LS8 3,DIY,OutofHours,OutofHours
22 November 2017,LS6 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
22 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
22 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
22 November 2017,LS6 1,PARTY,OutofHours,OutofHours
22 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
22 November 2017,WF3 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
23 November 2017,LS9 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
23 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
23 November 2017,LS4 2,PARTY,OutofHours,OutofHours
23 November 2017,LS3 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
23 November 2017,WF3 3,MUSIC,OutofHours,OutofHours
23 November 2017,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
23 November 2017,LS19 7,DOG BARKING,OutofHours,OutofHours
23 November 2017,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
23 November 2017,LS27 8,DOG BARKING,OutofHours,OutofHours
23 November 2017,LS19 7,DOG BARKING,OutofHours,OutofHours
23 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
23 November 2017,LS12 3,TV,OutofHours,OutofHours
23 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS23 6,MUSIC,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS12 3,TV,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS9 6,SHOUTING,OutofHours,OutofHours
24 November 2017,LS23 6,MUSIC,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
24 November 2017,LS16 5,MUSIC,OutofHours,OutofHours
24 November 2017,LS13 4,DOG BARKING,OutofHours,OutofHours
24 November 2017,LS14 1,SHOUTING,OutofHours,OutofHours
24 November 2017,LS6 1,TV,OutofHours,OutofHours
24 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
24 November 2017,LS18 4,MUSIC,OutofHours,OutofHours
24 November 2017,LS8 ,MUSIC,OutofHours,OutofHours
24 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS10 3,MUSIC,OutofHours,OutofHours
24 November 2017,LS9 7,MUSIC,OutofHours,OutofHours
24 November 2017,LS6 E,MUSIC,OutofHours,OutofHours
24 November 2017,LS19 7,MUSIC,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS7 1,DIY,OutofHours,OutofHours
24 November 2017,LS9 6,DOG BARKING,OutofHours,OutofHours
24 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
24 November 2017,LS12 4,MUSIC,OutofHours,OutofHours
25 November 2017,LS28 5,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS28 6,MUSIC,OutofHours,OutofHours
25 November 2017,LS11 9,BUILDING SITE,OutofHours,OutofHours
25 November 2017,LS6 2,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours,OutofHours
25 November 2017,LS6 1,PARTY,OutofHours,OutofHours
25 November 2017,LS3 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS11 6,MUSIC,OutofHours,OutofHours
25 November 2017,LS17 8,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 4,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
25 November 2017,LS27 9,MUSIC,OutofHours,OutofHours
25 November 2017,LS13 2,MUSIC,OutofHours,OutofHours
25 November 2017,LS3 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS20 8,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS7 3,SHOUTING,OutofHours,OutofHours
25 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 1,PARTY,OutofHours,OutofHours
25 November 2017,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
25 November 2017,LS6 1,PARTY,OutofHours,OutofHours
25 November 2017,LS8 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 3,PARTY,OutofHours,OutofHours
25 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
25 November 2017,LS14 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
25 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS16 5,MUSIC,OutofHours,OutofHours
25 November 2017,LS27 7,ALARM,OutofHours,OutofHours
25 November 2017,LS15 8,BUILDING SITE,OutofHours,OutofHours
25 November 2017,LS14 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS13 2,OTHER,OutofHours,OutofHours
25 November 2017,LS14 4,DOG BARKING,OutofHours,OutofHours
25 November 2017,LS21 2,MUSIC,OutofHours,OutofHours
25 November 2017,LS13 2,MUSIC,OutofHours,OutofHours
25 November 2017,LS12 3,MUSIC,OutofHours,OutofHours
25 November 2017,LS21 2,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
25 November 2017,LS2 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
25 November 2017,LS13 4,MUSIC,OutofHours,OutofHours
25 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
25 November 2017,LS25 3,MUSIC,OutofHours,OutofHours
25 November 2017,LS14 1,MUSIC,OutofHours,OutofHours
26 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
26 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
26 November 2017,LS11 6,MUSIC,OutofHours,OutofHours
26 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
26 November 2017,LS5 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS11 9,MUSIC,OutofHours,OutofHours
26 November 2017,LS8 5,MUSIC,OutofHours,OutofHours
26 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
26 November 2017,LS7 4,MUSIC,OutofHours,OutofHours
26 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS4 2,MUSIC,OutofHours,OutofHours
26 November 2017,LS9 9,SHOUTING,OutofHours,OutofHours
26 November 2017,LS16 6,SHOUTING,OutofHours,OutofHours
26 November 2017,LS4 2,PARTY,OutofHours,OutofHours
26 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS14 2,MUSIC,OutofHours,OutofHours
26 November 2017,LS14 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS6 1,DIY,OutofHours,OutofHours
26 November 2017,LS9 6,PARTY,OutofHours,OutofHours
26 November 2017,LS8 3,DIY,OutofHours,OutofHours
26 November 2017,LS14 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS14 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS13 2,MUSIC,OutofHours,OutofHours
26 November 2017,LS16 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS13 3,MUSIC,OutofHours,OutofHours
26 November 2017,LS8 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS6 4,MUSIC,OutofHours,OutofHours
26 November 2017,LS13 2,,OutofHours,OutofHours
26 November 2017,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS7 3,OTHER,OutofHours,OutofHours
26 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
26 November 2017,LS16 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26 November 2017,LS27 8,MUSIC,OutofHours,OutofHours
27 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
27 November 2017,LS13 2,MUSIC,OutofHours,OutofHours
27 November 2017,LS6 3,MUSIC,OutofHours,OutofHours
27 November 2017,LS4 2,PARTY,OutofHours,OutofHours
27 November 2017,LS13 4,DOG BARKING,OutofHours,OutofHours
27 November 2017,LS14 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
27 November 2017,LS27 8,MUSIC,OutofHours,OutofHours
27 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
27 November 2017,LS12 2,MUSIC,OutofHours,OutofHours
27 November 2017,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
27 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
27 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
27 November 2017,LS9 6,MUSIC,OutofHours,OutofHours
27 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
28 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
28 November 2017,LS16 ,DOG BARKING,OutofHours,OutofHours
28 November 2017,LS8 3,MUSIC,OutofHours,OutofHours
28 November 2017, ,MUSIC,OutofHours,OutofHours
28 November 2017,LS10 4,MUSIC,OutofHours,OutofHours
28 November 2017,LS8 1,TV,OutofHours,OutofHours
28 November 2017,LS3 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
28 November 2017,LS6 1,SHOUTING,OutofHours,OutofHours
28 November 2017,LS6 1,MUSIC,OutofHours,OutofHours
28 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
28 November 2017,LS6 4,OTHER,OutofHours,OutofHours
28 November 2017,LS12 1,DOG BARKING,OutofHours,OutofHours
28 November 2017,LS11 0,DIY,OutofHours,OutofHours
28 November 2017,LS7 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
