Created,Caller,Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq_Type
16/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
16/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
16/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
17/05/2020,LS8,LS8 5,PARTY,Out ofHours,Out ofHours
17/05/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
17/05/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
17/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS1,LS1 4,PARTY,Out ofHours,Out ofHours
17/05/2020,LS17,LS17 5,OTHER,Out ofHours,Out ofHours
17/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
17/05/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
17/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS25,LS25 1,OTHER,Out ofHours,Out ofHours
17/05/2020,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS14,LS14 1,DIY,Out ofHours,Out ofHours
17/05/2020,LS22,LS22 6,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS17,LS17 8,DIY,Out ofHours,Out ofHours
17/05/2020,LS15,LS15 8,SHOUTING,Out ofHours,Out ofHours
17/05/2020,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
17/05/2020,BD11,BD11 1,SHOUTING,Out ofHours,Out ofHours
17/05/2020,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/05/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS21,LS21 2,SHOUTING,Out ofHours,Out ofHours
17/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
17/05/2020,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
18/05/2020,LS28,LS28 8,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS16,LS16 5,OTHER,Out ofHours,Out ofHours
18/05/2020,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS14,LS14 5,OTHER,Out ofHours,Out ofHours
18/05/2020,LS8,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS14,LS14 1,SHOUTING,Out ofHours,Out ofHours
18/05/2020,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
18/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
18/05/2020,LS19,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
18/05/2020,LS9,LS9 6,TV,Out ofHours,Out ofHours
18/05/2020,LS13,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/05/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS14,LS14 5,TV,Out ofHours,Out ofHours
19/05/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/05/2020,LS17,LS17 6,TV,Out ofHours,Out ofHours
19/05/2020,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS9,LS9 6,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
19/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS13,LS13 R,OTHER,Out ofHours,Out ofHours
19/05/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/05/2020,LS12,LS12 3,SHOUTING,Out ofHours,Out ofHours
19/05/2020,LS18,LS18 4,DOG BARKING,Out ofHours,Out ofHours
19/05/2020,LS18,LS18 4,DOG BARKING,Out ofHours,Out ofHours
19/05/2020,LS5,LS5 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/05/2020,LS18,LS18 4,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS18,LS18 4,DOG BARKING,Out ofHours,Out ofHours
19/05/2020,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
19/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
19/05/2020,LS12,LS12 3,PARTY,Out ofHours,Out ofHours
19/05/2020,LS9,LS9 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
20/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
20/05/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS8,LS8 3,PARTY,Out ofHours,Out ofHours
20/05/2020,LS17,LS17 6,TV,Out ofHours,Out ofHours
20/05/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 5,PARTY,Out ofHours,Out ofHours
20/05/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 3,DOG BARKING,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 1,SHOUTING,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 2,OTHER,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 1,SHOUTING,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS11,LS11 5,ALARM,Out ofHours,Out ofHours
20/05/2020,LS18,LS18 4,DOG BARKING,Out ofHours,Out ofHours
20/05/2020,LS18,LS18 4,DOG BARKING,Out ofHours,Out ofHours
20/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
20/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
20/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
20/05/2020,WF3,WF3 2,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS22,LS22 7,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS8,LS8 3,OTHER,Out ofHours,Out ofHours
21/05/2020,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS26,LS26 0,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
21/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS10,LS10 3,ALARM,Out ofHours,Out ofHours
21/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS22,LS22 6,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS28,LS28 8,DOG BARKING,Out ofHours,Out ofHours
21/05/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
21/05/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS21,LS21 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/05/2020,LS10,LS10 1,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
21/05/2020,WF3,WF3 2,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
21/05/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/05/2020,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
21/05/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
21/05/2020,LS12,LS12 1,PARTY,Out ofHours,Out ofHours
21/05/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
21/05/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS14,LS14 1,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS8,LS8 4,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/05/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/05/2020,LS14,LS14 1,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS13,LS13 1,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS13,LS13 3,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS15,LS15 9,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS10,LS10 3,ALARM,Out ofHours,Out ofHours
22/05/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/05/2020,LS18,LS18 4,DOG BARKING,Out ofHours,Out ofHours
22/05/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS14,LS14 1,TV,Out ofHours,Out ofHours
22/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS17,LS17 6,PARTY,Out ofHours,Out ofHours
22/05/2020,LS14,LS14 1,SHOUTING,Out ofHours,Out ofHours
22/05/2020,LS1,LS1 5,PARTY,Out ofHours,Out ofHours
22/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
22/05/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
22/05/2020,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS8,LS8 3,SHOUTING,Out ofHours,Out ofHours
23/05/2020,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
23/05/2020,LS28,LS28 8,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS11,LS11 5,SHOUTING,Out ofHours,Out ofHours
23/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/05/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS22,LS22 6,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS28,LS28 8,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS7,LS7 1,SHOUTING,Out ofHours,Out ofHours
23/05/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/05/2020,LS14,LS14 I,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS14,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/05/2020,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
23/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
23/05/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS14,LS14 5,SHOUTING,Out ofHours,Out ofHours
23/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
23/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
24/05/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS3,LS3 1,SHOUTING,Out ofHours,Out ofHours
24/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
24/05/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2020,LS7,LS7 I,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2020,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS10,LS10 1,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS28,LS28 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS9,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS12,LS12 4,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
24/05/2020,LS17,LS17 8,PARTY,Out ofHours,Out ofHours
24/05/2020,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
24/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
24/05/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
24/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 9,PARTY,Out ofHours,Out ofHours
25/05/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS13,LS13 1,SHOUTING,Out ofHours,Out ofHours
25/05/2020,LS12,LS12 2,PARTY,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 0,PARTY,Out ofHours,Out ofHours
25/05/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS6,LS6 4,PARTY,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS10,LS10 3,DOG BARKING,Out ofHours,Out ofHours
25/05/2020,LS12,LS12 6,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS12,LS12 6,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 0,DOG BARKING,Out ofHours,Out ofHours
25/05/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS14,LS14 3,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS13,LS13 1,SHOUTING,Out ofHours,Out ofHours
25/05/2020,LS7,LS7 4,PARTY,Out ofHours,Out ofHours
25/05/2020,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 6,TV,Out ofHours,Out ofHours
25/05/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
25/05/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS16,LS16 7,SHOUTING,Out ofHours,Out ofHours
25/05/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/05/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS6,LS6 3,ALARM,Out ofHours,Out ofHours
25/05/2020,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
25/05/2020,LS17,LS17 3,TV,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
25/05/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
25/05/2020,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
25/05/2020,LS15,LS15 0,PARTY,Out ofHours,Out ofHours
26/05/2020,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS25,LS25 4,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS12,LS12 5,PARTY,Out ofHours,Out ofHours
26/05/2020,LS10,LS10 3,OTHER,Out ofHours,Out ofHours
26/05/2020,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
26/05/2020,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 I,SHOUTING,Out ofHours,Out ofHours
26/05/2020,LS25,LS25 1,PARTY,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
26/05/2020,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
26/05/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
26/05/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS13,LS13 4,DIY,Out ofHours,Out ofHours
26/05/2020,LS9,LS9 6,TV,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/05/2020,LS16,LS16 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS23,LS23 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 1,PARTY,Out ofHours,Out ofHours
26/05/2020,LS14,LS14 6,SHOUTING,Out ofHours,Out ofHours
26/05/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS27,LS27 9,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
26/05/2020,LS18,LS18 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
27/05/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/05/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS27,LS27 9,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS12,LS12 2,PARTY,Out ofHours,Out ofHours
27/05/2020,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
27/05/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/05/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS5,LS5 3,SHOUTING,Out ofHours,Out ofHours
27/05/2020,LS17,LS17 8,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
27/05/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
