Created,Caller Postcode,Accused Postcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
20/08/2024,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
20/08/2024,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
20/08/2024,LS9 ,LS9 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
20/08/2024,LS9 ,LS9 6,Party,Out ofHours,Out ofHours
20/08/2024,LS25 ,LS25 1,DIY,Out ofHours,Out ofHours
21/08/2024,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
21/08/2024,LS8 ,LS8,Loud Music,Out ofHours,Out ofHours
21/08/2024,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
21/08/2024,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
21/08/2024,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
21/08/2024,LS6 ,LS6 2,Alarm,Out ofHours,Out ofHours
21/08/2024,LS16 ,LS16 5,Please select,Out ofHours,Out ofHours
21/08/2024,LS9,LS9 7,Loud Music,Out ofHours,Out ofHours
21/08/2024,LS11 ,LS11,Dog Barking,Out ofHours,Out ofHours
21/08/2024,LS16,LS16,DIY,Out ofHours,Out ofHours
21/08/2024,LS16 ,LS16 6,TV,Out ofHours,Out ofHours
21/08/2024,LS9,LS9 6,Loud Music,Out ofHours,Out ofHours
22/08/2024,LS16,LS165,Loud Music,Out ofHours,Out ofHours
22/08/2024,LS6,LS6,Loud Music,Out ofHours,Out ofHours
22/08/2024,LS10 ,LS10 2,Loud Music,Out ofHours,Out ofHours
22/08/2024,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
22/08/2024,LS6 ,LS6 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
22/08/2024,LS6 ,LS6 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
22/08/2024,LS25 ,LS25 4,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS11 ,LS11,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS16 ,LS16 6,TV,Out ofHours,Out ofHours
23/08/2024,LS17 ,LS17 9,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS10 ,LS10 3,Dog Barking,Out ofHours,Out ofHours
23/08/2024,LS16 ,LS16 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
23/08/2024,LS26 ,LS28 8,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS13 ,LS13 1,Dog Barking,Out ofHours,Out ofHours
23/08/2024,LS27 ,LS27 8,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
23/08/2024,LS4 ,LS4 2,Party,Out ofHours,Out ofHours
23/08/2024,LS26 ,LS26 8,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS11 ,LS11 7,Loud Music,Out ofHours,Out ofHours
23/08/2024,LS8 ,LS8,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
24/08/2024,LS7 ,LS7,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS9 ,LS9 7,Shouting,Out ofHours,Out ofHours
24/08/2024,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
24/08/2024,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS1 ,LS1 5,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS19 ,LS19,Dog Barking,Out ofHours,Out ofHours
24/08/2024,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
24/08/2024,LS11 ,LS11,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS4 ,LS4,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
24/08/2024,WF3 ,WF3,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS19,LS19 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
24/08/2024,LS19 ,LS19 7,Dog Barking,Out ofHours,Out ofHours
24/08/2024,LS24 ,LS24 ,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS23 ,LS23 6,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS27 ,LS27 8,Shouting,Out ofHours,Out ofHours
24/08/2024,LS11 ,LS11,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS27 ,LS27 ,Loud Music,Out ofHours,Out ofHours
24/08/2024,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS10 ,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
25/08/2024,LS11 ,LS11 9,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS2 ,LS2 9,Shouting,Out ofHours,Out ofHours
25/08/2024,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS8 ,LS8 3,Shouting,Out ofHours,Out ofHours
25/08/2024,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS5 ,LS5 3,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS16 ,LS16,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS16 ,LS16,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS5 ,LS5 3,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS7 ,LS7 3,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS8 ,LS8 3,Shouting,Out ofHours,Out ofHours
25/08/2024,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS7 ,LS7,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS23 ,LS23,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS18 ,LS18 5,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS27 ,LS27,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS8 ,LS8 ,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS27 ,LS27,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS14 ,LS14,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS8 ,LS8 ,Loud Music,Out ofHours,Out ofHours
25/08/2024,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS13 ,LS13 2,Dog Barking,Out ofHours,Out ofHours
26/08/2024,LS11 ,LS11 6,Shouting,Out ofHours,Out ofHours
26/08/2024,LS7 ,LS7,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS6 ,LS6 3,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS14 ,LS14,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS11 ,LS11 9,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS8 ,LS8 ,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS8 ,LS7,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS6 ,LS6 1,TV,Out ofHours,Out ofHours
26/08/2024,LS8 ,LS8 2,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS27 ,LS27 9,Party,Out ofHours,Out ofHours
26/08/2024,LS7 ,LS7 2,DIY,Out ofHours,Out ofHours
26/08/2024,LS13 ,LS13 4,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS11 ,LS11 0,Building Site,Out ofHours,Out ofHours
26/08/2024,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS11,LS11 5,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS7 ,LS7 ,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS8 ,LS8 ,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS4,LS4,Party,Out ofHours,Out ofHours
26/08/2024,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS16,LS16,Please select,Out ofHours,Out ofHours
26/08/2024,LS7 ,LS7 ,Loud Music,Out ofHours,Out ofHours
26/08/2024,LS5 ,LS5 3,Party,Out ofHours,Out ofHours
26/08/2024,LS9,LS9 6,Party,Out ofHours,Out ofHours
27/08/2024,LS8 ,LS8 3,Shouting,Out ofHours,Out ofHours
27/08/2024,LS11 ,LS11,Loud Music,Out ofHours,Out ofHours
27/08/2024,LS10 ,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
27/08/2024,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
27/08/2024,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
27/08/2024,LS12 ,LS12 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
27/08/2024,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
27/08/2024,LS7 ,LS7 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
28/08/2024,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
28/08/2024,LS11 ,LS11 9,DIY,Out ofHours,Out ofHours
28/08/2024,LS17 ,LS17 5,Shouting,Out ofHours,Out ofHours
28/08/2024,LS27 ,LS27 0,TV,Out ofHours,Out ofHours
28/08/2024,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
28/08/2024,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
28/08/2024,LS10 ,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
28/08/2024,WF3 ,WF3 2,Dog Barking,Out ofHours,Out ofHours
28/08/2024,LS16 ,LS16,Party,Out ofHours,Out ofHours
28/08/2024,LS8 ,LS8 4,TV,Out ofHours,Out ofHours
28/08/2024,LS16 ,LS16 7,Loud Music,Out ofHours,Out ofHours
28/08/2024,LS8 ,LS8 3,Loud Music,Out ofHours,Out ofHours
29/08/2024,LS10 ,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
29/08/2024,LS13,LS131,Dog Barking,Out ofHours,Out ofHours
29/08/2024,LS12 ,LS12 4,TV,Out ofHours,Out ofHours
29/08/2024,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
29/08/2024,LS11,LS11 0,DIY,Out ofHours,Out ofHours
29/08/2024,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
29/08/2024,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
29/08/2024,LS9,LS9 9,Loud Music,Out ofHours,Out ofHours
29/08/2024,LS9,LS9 9,Shouting,Out ofHours,Out ofHours
29/08/2024,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
29/08/2024,LS7 ,LS7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30/08/2024,LS12 ,LS12 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30/08/2024,LS27 ,LS27 8,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS8,LS8,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS12,LS123,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30/08/2024,LS7 ,LS7 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30/08/2024,LS22 ,LS22 6,Dog Barking,Out ofHours,Out ofHours
30/08/2024,LS19 ,LS19 7,Dog Barking,Out ofHours,Out ofHours
30/08/2024,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS27 ,LS27 8,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS11 ,LS11 5,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS1 ,LS1,Alarm,Out ofHours,Out ofHours
30/08/2024,WF3 ,WF3,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS16 ,LS16 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30/08/2024,LS9 ,LS9 7,Shouting,Out ofHours,Out ofHours
30/08/2024,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS9 ,LS9 9,Loud Music,Out ofHours,Out ofHours
30/08/2024,LS9 ,LS9 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
31/08/2024,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS12 ,LS12 2,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS2 ,LS2 7,TV,Out ofHours,Out ofHours
31/08/2024,LS1 ,LS1,Alarm,Out ofHours,Out ofHours
31/08/2024,LS16 ,LS16 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
31/08/2024,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS13 ,LS13 4,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS20 ,LS20,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS16 ,LS16 ,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS16 ,LS16 6,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
31/08/2024,LS28 ,LS28 7,Loud Music,Out ofHours,Out ofHours
