Created,Caller Postcode,Accused,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
30/12/2023,LS7 ,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
30/12/2023,LS11 ,LS11 9,SHOUTING,Out ofHours,Out ofHours
30/12/2023,LS13 ,LS13 1,LOUD MUSIC,Out ofHours,Out ofHours
30/12/2023,LS10,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
30/12/2023,WF3,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/12/2023,LS8 ,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/12/2023,LS8 ,LS8 2,TV,Out ofHours,Out ofHours
30/12/2023,LS12 ,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/12/2023,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/12/2023,LS10 ,LS10 3,DIY,Out ofHours,Out ofHours
30/12/2023,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/12/2023,LS19 ,LS19 7,DOG BARKING,Out ofHours,Out ofHours
31/12/2023,LS10 ,LS10 3,DIY,Out ofHours,Out ofHours
31/12/2023,LS17 ,LS17 5,SHOUTING,Out ofHours,Out ofHours
31/12/2023,LS10 ,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
31/12/2023,LS9 ,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
31/12/2023,LS28 ,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
31/12/2023,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
01/01/2024,LS20,LS20 9,DOG BARKING,Out ofHours,Out ofHours
01/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
01/01/2024,LS12 ,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
01/01/2024,LS12 ,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
01/01/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
01/01/2024,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
01/01/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/01/2024,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/01/2024,LS12 ,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
01/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
02/01/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,LS7 ,LS7 3,SHOUTING,Out ofHours,Out ofHours
02/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
02/01/2024,LS11 ,LS11 ,DOG BARKING,Out ofHours,Out ofHours
02/01/2024,LS10 ,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,LS9 ,LS9 ,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,LS11 ,LS11 ,DOG BARKING,Out ofHours,Out ofHours
02/01/2024,LS8 ,LS8 ,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,BD4 ,BD4 8,DOG BARKING,Out ofHours,Out ofHours
02/01/2024,LS10 ,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,LS8 ,LS8 3,TV,Out ofHours,Out ofHours
02/01/2024,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
02/01/2024,LS4 ,LS4 2,TV,Out ofHours,Out ofHours
02/01/2024,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
02/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
02/01/2024,LS15 ,LS15 0,SHOUTING,Out ofHours,Out ofHours
02/01/2024,LS28,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
03/01/2024,LS12 ,LS12 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/01/2024,LS9 ,LS9 ,LOUD MUSIC,Out ofHours,Out ofHours
03/01/2024,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/01/2024,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
03/01/2024,LS9 ,LS9 6,DIY,Out ofHours,Out ofHours
03/01/2024,LS13 ,LS13 3,DOG BARKING,Out ofHours,Out ofHours
03/01/2024,LS9 ,LS9 ,SHOUTING,Out ofHours,Out ofHours
03/01/2024,LS10 ,LS10 4,SHOUTING,Out ofHours,Out ofHours
03/01/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
03/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
03/01/2024,LS11 ,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS7 ,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS10 ,LS10 4,DOG BARKING,Out ofHours,Out ofHours
04/01/2024,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
04/01/2024,LS9 ,LS9 6,DIY,Out ofHours,Out ofHours
04/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS21 ,LS21 ,BUILDING SITE,Out ofHours,Out ofHours
04/01/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS13 ,LS13 3,DOG BARKING,Out ofHours,Out ofHours
04/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS12 ,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS4 ,LS4 ,LOUD MUSIC,Out ofHours,Out ofHours
04/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS21 ,LS21 E,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
05/01/2024,LS1 ,LS1 4,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
05/01/2024,LS12 ,LS12 ,DOG BARKING,Out ofHours,Out ofHours
05/01/2024,LS9 ,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/01/2024,LS10 ,LS10 3,PARTY,Out ofHours,Out ofHours
05/01/2024,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/01/2024,LS12 ,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS13 ,LS13 3,DOG BARKING,Out ofHours,Out ofHours
05/01/2024,LS11 ,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/01/2024,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/01/2024,LS8 ,LS8 4,SHOUTING,Out ofHours,Out ofHours
05/01/2024,LS26 ,LS26 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/01/2024,LS12 ,LS12 ,DOG BARKING,Out ofHours,Out ofHours
05/01/2024,LS14 ,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS4 ,LS4 2,TV,Out ofHours,Out ofHours
05/01/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,BD11 ,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS11 ,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
05/01/2024,LS9 ,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS13 ,LS13 1,DOG BARKING,Out ofHours,Out ofHours
06/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
06/01/2024,LS13 ,LS13 1,PARTY,Out ofHours,Out ofHours
06/01/2024,LS8 ,LS8 2,DOG BARKING,Out ofHours,Out ofHours
06/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS14 ,LS14 1,SHOUTING,Out ofHours,Out ofHours
06/01/2024,LS13 ,LS13 4,SHOUTING,Out ofHours,Out ofHours
06/01/2024,LS10 ,LS10 1,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS21 ,LS21 ,DIY,Out ofHours,Out ofHours
06/01/2024,LS9 ,LS9 ,ALARM,Out ofHours,Out ofHours
06/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS9 ,LS9 ,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS14 ,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/01/2024,LS11 ,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS12 ,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/01/2024,LS17 ,LS17 7,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/01/2024,LS7 ,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS11 ,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS5 ,LS5 3,TV,Out ofHours,Out ofHours
06/01/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS12 ,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
06/01/2024,LS12 ,LS12 2,TV,Out ofHours,Out ofHours
06/01/2024,LS17 ,LS17 ,ALARM,Out ofHours,Out ofHours
06/01/2024,LS8 ,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS14 ,LS14 ,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS2 ,LS2 9,PARTY,Out ofHours,Out ofHours
07/01/2024,LS7 ,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
07/01/2024,LS8 ,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS7 ,LS7 3,ALARM,Out ofHours,Out ofHours
07/01/2024,LS11 ,LS11 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/01/2024,LS9 ,LS9 ,ALARM,Out ofHours,Out ofHours
07/01/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS16 ,LS16 ,DOG BARKING,Out ofHours,Out ofHours
07/01/2024,LS11 ,LS11 ,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS9 ,LS9 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/01/2024,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS8,LS8 2,DOG BARKING,Out ofHours,Out ofHours
07/01/2024,LS16 ,LS16 8,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
07/01/2024,LS9 ,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
08/01/2024,LS11 ,LS11 5,LOUD MUSIC,Out ofHours,Out ofHours
08/01/2024,WF3,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/01/2024,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
08/01/2024,LS5 ,LS5 3,TV,Out ofHours,Out ofHours
08/01/2024,LS10,LS10 3,SHOUTING,Out ofHours,Out ofHours
08/01/2024,LS8,LS8 ,DOG BARKING,Out ofHours,Out ofHours
08/01/2024,LS8 ,LS8 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/01/2024,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
08/01/2024,LS13 ,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
09/01/2024,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
09/01/2024,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
09/01/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
09/01/2024,LS5 ,LS5 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/01/2024,LS10 ,LS10 1,PARTY,Out ofHours,Out ofHours
09/01/2024,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/01/2024,LS9 ,LS9 7,TV,Out ofHours,Out ofHours
09/01/2024,LS9 ,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
09/01/2024,LS14 ,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/01/2024,LS16 ,LS16 5,SHOUTING,Out ofHours,Out ofHours
09/01/2024,WF3 ,WF3 1,DOG BARKING,Out ofHours,Out ofHours
09/01/2024,LS19 ,LS19 7,DOG BARKING,Out ofHours,Out ofHours
09/01/2024,LS8 ,LS8 2,TV,Out ofHours,Out ofHours
09/01/2024,LS4 ,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
09/01/2024,WF3 ,WF3 1,DOG BARKING,Out ofHours,Out ofHours
10/01/2024,LS6 ,LS6 ,SHOUTING,Out ofHours,Out ofHours
10/01/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS4 ,LS4 2,ALARM,Out ofHours,Out ofHours
10/01/2024,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/01/2024,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/01/2024,LS8 ,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS19 ,LS19 7,DOG BARKING,Out ofHours,Out ofHours
10/01/2024,BD11,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS16 ,LS16 8,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
10/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
10/01/2024,LS3 ,LS3 1,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS12 ,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
10/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS6 ,LS6 ,SHOUTING,Out ofHours,Out ofHours
11/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS7 ,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS12 ,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS8 ,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/01/2024,LS13 ,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS13 ,LS13 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/01/2024,LS11 ,LS11 9,DIY,Out ofHours,Out ofHours
11/01/2024,LS8 ,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS17 ,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS5 ,LS5 3,TV,Out ofHours,Out ofHours
11/01/2024,LS15 ,LS15 8,LOUD MUSIC,Out ofHours,Out ofHours
11/01/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS2 ,LS2 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/01/2024,LS17 ,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
12/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/01/2024,LS14 ,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS9 ,LS9 ,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS13 ,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS26 ,LS26 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/01/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,BD11 ,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS28 ,LS28 9,DOG BARKING,Out ofHours,Out ofHours
12/01/2024,LS25 ,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
12/01/2024,LS16 ,LS16 7,SHOUTING,Out ofHours,Out ofHours
13/01/2024,LS12 ,LS12 2,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS11 ,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/01/2024,LS6 ,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS13 ,LS13 1,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
13/01/2024,BD11 ,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS12 ,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/01/2024,WF10 ,WF10 ,DOG BARKING,Out ofHours,Out ofHours
13/01/2024,LS1 ,LS1 ,ALARM,Out ofHours,Out ofHours
13/01/2024,LS27 ,LS27 7,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,WF3 ,WF3 1,SHOUTING,Out ofHours,Out ofHours
13/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/01/2024,LS9 ,LS9 6,DOG BARKING,Out ofHours,Out ofHours
13/01/2024,LS12 ,LS12 ,SHOUTING,Out ofHours,Out ofHours
13/01/2024,WF3 ,WF3 1,SHOUTING,Out ofHours,Out ofHours
13/01/2024,LS15 ,LS15 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/01/2024,LS4 ,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS8 ,LS8 2,TV,Out ofHours,Out ofHours
13/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
13/01/2024,LS14 ,LS14 2,SHOUTING,Out ofHours,Out ofHours
13/01/2024,LS10 ,LS10 1,LOUD MUSIC,Out ofHours,Out ofHours
13/01/2024,LS10 ,LS10 1,PARTY,Out ofHours,Out ofHours
13/01/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
14/01/2024,LS12 ,LS12 6,TV,Out ofHours,Out ofHours
14/01/2024,LS15 ,LS15 0,SHOUTING,Out ofHours,Out ofHours
14/01/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
14/01/2024,LS14 ,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
14/01/2024,LS14 ,LS14 2,SHOUTING,Out ofHours,Out ofHours
14/01/2024,LS14 ,LS14 2,SHOUTING,Out ofHours,Out ofHours
14/01/2024,LS20 ,LS20 9,DOG BARKING,Out ofHours,Out ofHours
14/01/2024,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
14/01/2024,LS9 ,LS9 0,DIY,Out ofHours,Out ofHours
14/01/2024,LS8 ,LS8 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/01/2024,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/01/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
14/01/2024,LS10 ,LS10 4,SHOUTING,Out ofHours,Out ofHours
14/01/2024,LS10 ,LS10 4,SHOUTING,Out ofHours,Out ofHours
15/01/2024,LS12 ,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
15/01/2024,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
15/01/2024,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
15/01/2024,LS21 ,LS21 1,DIY,Out ofHours,Out ofHours
15/01/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
15/01/2024,LS12,LS12 3,SHOUTING,Out ofHours,Out ofHours
15/01/2024,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS16 ,LS16 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/01/2024,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS13 ,LS13 1,DOG BARKING,Out ofHours,Out ofHours
16/01/2024,LS7 ,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS19 ,LS19 7,DOG BARKING,Out ofHours,Out ofHours
16/01/2024,LS1 ,LS1 ,BUILDING SITE,Out ofHours,Out ofHours
16/01/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/01/2024,LS17 ,LS17 8,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS10 ,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS14 ,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/01/2024,LS8 ,LS8 2,ALARM,Out ofHours,Out ofHours
16/01/2024,LS7 ,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
16/01/2024,LS27 ,LS27 9,SHOUTING,Out ofHours,Out ofHours
17/01/2024,LS12 ,LS12 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/01/2024,LS13 ,LS13 2,SHOUTING,Out ofHours,Out ofHours
17/01/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
17/01/2024,LS16 ,LS16 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/01/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
17/01/2024,LS11 ,LS11 9,DOG BARKING,Out ofHours,Out ofHours
17/01/2024,LS19 ,LS19 7,DOG BARKING,Out ofHours,Out ofHours
17/01/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/01/2024,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/01/2024,LS23 ,LS23 6,DOG BARKING,Out ofHours,Out ofHours
17/01/2024,LS19 ,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
17/01/2024,LS19 ,LS19 7,DOG BARKING,Out ofHours,Out ofHours
17/01/2024,LS12 ,LS12 4,DOG BARKING,Out ofHours,Out ofHours
17/01/2024,LS16 ,LS16 8,LOUD MUSIC,Out ofHours,Out ofHours
17/01/2024,LS21 ,LS21 ,DIY,Out ofHours,Out ofHours
17/01/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
18/01/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
18/01/2024,LS16 ,LS16 8,LOUD MUSIC,Out ofHours,Out ofHours
18/01/2024,LS13 ,LS13 1,DOG BARKING,Out ofHours,Out ofHours
18/01/2024,LS11 ,LS11 0,TV,Out ofHours,Out ofHours
18/01/2024,LS12 ,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/01/2024,LS9 ,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
19/01/2024,LS8 ,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
19/01/2024,LS9 ,LS9 0,LOUD MUSIC,Out ofHours,Out ofHours
19/01/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
19/01/2024,LS16 ,LS16 8,LOUD MUSIC,Out ofHours,Out ofHours
19/01/2024,LS8 ,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
19/01/2024,LS1 ,LS1 ,BUILDING SITE,Out ofHours,Out ofHours
19/01/2024,LS8 ,LS8 2,DOG BARKING,Out ofHours,Out ofHours
19/01/2024,LS4 ,LS4 ,SHOUTING,Out ofHours,Out ofHours
19/01/2024,LS9 ,LS9 6,DOG BARKING,Out ofHours,Out ofHours
20/01/2024,LS18 ,LS18 5,LOUD MUSIC,Out ofHours,Out ofHours
20/01/2024,LS4 ,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
20/01/2024,LS6 ,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
20/01/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
20/01/2024,LS12 ,LS12 2,ALARM,Out ofHours,Out ofHours
20/01/2024,LS14 ,LS14 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/01/2024,LS14 ,LS14 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/01/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
