Created,Caller Postcode,Accused,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
22-Apr-24,LS14,LS14 6,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS9 ,LS9 9,Party,Out ofHours,Out ofHours
22-Apr-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS14,LS14 6,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
23-Apr-24,LS10 ,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
23-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
23-Apr-24,LS6 ,LS6 4,Dog Barking,Out ofHours,Out ofHours
23-Apr-24,LS19 ,LS19 7,Shouting,Out ofHours,Out ofHours
23-Apr-24,LS17 ,LS17 7,Dog Barking,Out ofHours,Out ofHours
23-Apr-24,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
23-Apr-24,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
23-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
23-Apr-24,LS11 ,LS11 0,Shouting,Out ofHours,Out ofHours
23-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
23-Apr-24,WF3 ,WF3 1,Dog Barking,Out ofHours,Out ofHours
23-Apr-24,LS1 ,LS1 4,DIY,Out ofHours,Out ofHours
23-Apr-24,LS11 ,LS11 0,Shouting,Out ofHours,Out ofHours
23-Apr-24,LS8 ,LS8 2,Shouting,Out ofHours,Out ofHours
23-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
23-Apr-24,LS13 ,LS13 3,Loud Music,Out ofHours,Out ofHours
23-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
24-Apr-24,LS14 ,LS14 1,Dog Barking,Out ofHours,Out ofHours
24-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
24-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
24-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
24-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
24-Apr-24,LS25 ,LS25,Loud Music,Out ofHours,Out ofHours
24-Apr-24,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
24-Apr-24,LS12 ,LS12 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
24-Apr-24,LS10 ,LS10 3,Party,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6 2,Party,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
24-Apr-24,LS28 ,LS28 8,Dog Barking,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
24-Apr-24,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6,Shouting,Out ofHours,Out ofHours
24-Apr-24,LS6 ,LS6 4,Dog Barking,Out ofHours,Out ofHours
25-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS11 ,LS11 8,Shouting,Out ofHours,Out ofHours
25-Apr-24,LS17 ,LS17 6,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS14 ,LS14 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
25-Apr-24,LS6 ,LS6 3,Party,Out ofHours,Out ofHours
25-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS27 ,LS27 9,Dog Barking,Out ofHours,Out ofHours
25-Apr-24,LS16 ,LS16 6,Shouting,Out ofHours,Out ofHours
25-Apr-24,LS17 ,LS17 7,Dog Barking,Out ofHours,Out ofHours
25-Apr-24,LS13 ,LS13 4,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS7 ,LS7 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
25-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
25-Apr-24,LS11 ,LS11,DIY,Out ofHours,Out ofHours
25-Apr-24,LS5 ,LS5 3,TV,Out ofHours,Out ofHours
25-Apr-24,LS2 ,LS2 7,Shouting,Out ofHours,Out ofHours
25-Apr-24,LS17 ,LS17 6,Loud Music,Out ofHours,Out ofHours
25-Apr-24,LS6 ,LS6,Shouting,Out ofHours,Out ofHours
26-Apr-24,LS8 ,LS8 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
26-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS17 ,LS17 6,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
26-Apr-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
26-Apr-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
26-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS6 ,LS6 4,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS16 ,LS16 5,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS8 ,LS8 3,DIY,Out ofHours,Out ofHours
26-Apr-24,BD11 ,BD11 1,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS14 ,LS14,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS14 ,LS14 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
26-Apr-24,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS13 ,LS13 4,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
26-Apr-24,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
26-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
27-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS11 ,LS11 7,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS12 ,LS12 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
27-Apr-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
27-Apr-24,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS8 ,LS8 2,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS20 ,LS20 9,Dog Barking,Out ofHours,Out ofHours
27-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
27-Apr-24,WF3 ,WF3 3,Dog Barking,Out ofHours,Out ofHours
27-Apr-24,LS12 ,LS12 2,Dog Barking,Out ofHours,Out ofHours
27-Apr-24,LS8 ,LS8 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
27-Apr-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS17 ,LS17 7,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS9 ,LS9 6,Shouting,Out ofHours,Out ofHours
27-Apr-24,LS14 ,LS14 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
27-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS16 ,LS16 7,DIY,Out ofHours,Out ofHours
27-Apr-24,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS17 ,LS17 7,Dog Barking,Out ofHours,Out ofHours
27-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS17 ,LS17 6,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS10 ,LS10 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS14 ,LS14 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
27-Apr-24,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS20 ,LS20 8,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS14 ,LS14 1,Dog Barking,Out ofHours,Out ofHours
27-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS14 ,LS14 6,DIY,Out ofHours,Out ofHours
27-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS15 ,LS15 7,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
27-Apr-24,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS13 ,LS13 1,Shouting,Out ofHours,Out ofHours
27-Apr-24,LS20 ,LS20 9,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS13 ,LS13 1,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS9 ,LS9 7,Building Site,Out ofHours,Out ofHours
27-Apr-24,LS23 ,LS23 7,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
27-Apr-24,LS14 ,LS14 5,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS6 ,LS6 2,Shouting,Out ofHours,Out ofHours
28-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS11 ,LS11 9,Shouting,Out ofHours,Out ofHours
28-Apr-24,LS6 ,LS6 2,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS11 ,LS11 7,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
28-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS17 ,LS17 7,Dog Barking,Out ofHours,Out ofHours
28-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS2 ,LS2,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS10 ,LS10 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
28-Apr-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
28-Apr-24,LS2 ,LS2,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS12 ,LS12,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
28-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS6,LS6,Loud Music,Out ofHours,Out ofHours
28-Apr-24,LS14,LS14 1,TV,Out ofHours,Out ofHours
28-Apr-24,LS9,LS9 6,Party,Out ofHours,Out ofHours
29-Apr-24,LS27,LS27 8,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
29-Apr-24,LS8,LS8 3,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS26,LS26 0,TV,Out ofHours,Out ofHours
29-Apr-24,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS10,LS10 3,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS21 ,LS21 1,Dog Barking,Out ofHours,Out ofHours
29-Apr-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS12 ,LS12,Party,Out ofHours,Out ofHours
29-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
29-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS28 ,LS28 5,Shouting,Out ofHours,Out ofHours
29-Apr-24,LS10 ,LS10 4,Shouting,Out ofHours,Out ofHours
29-Apr-24,LS20 ,LS20 9,Loud Music,Out ofHours,Out ofHours
29-Apr-24,LS25 ,LS25 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30-Apr-24,LS6 ,LS6,Alarm,Out ofHours,Out ofHours
30-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS10 ,LS10 4,Dog Barking,Out ofHours,Out ofHours
30-Apr-24,LS12 ,LS12 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS6 ,LS6 3,Party,Out ofHours,Out ofHours
30-Apr-24,LS15 ,LS15 0,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS25 ,LS25 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30-Apr-24,LS1 ,LS1 4,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS10 ,LS10 3,Dog Barking,Out ofHours,Out ofHours
30-Apr-24,LS9 ,LS9,Shouting,Out ofHours,Out ofHours
30-Apr-24,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
30-Apr-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
30-Apr-24,LS19 ,LS19 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30-Apr-24,LS8 ,LS8 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
01-May-24,LS19 ,LS19 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
01-May-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
01-May-24,LS19 ,LS19 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
01-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
01-May-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
01-May-24,LS6 ,LS6 3,DIY,Out ofHours,Out ofHours
01-May-24,WF3 ,WF3 1,Dog Barking,Out ofHours,Out ofHours
01-May-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
01-May-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
01-May-24,LS12 ,LS12 2,Loud Music,Out ofHours,Out ofHours
01-May-24,LS27,LS27 0,Loud Music,Out ofHours,Out ofHours
01-May-24,LS8 ,LS8 4,Loud Music,Out ofHours,Out ofHours
01-May-24,LS6,LS6,Loud Music,Out ofHours,Out ofHours
01-May-24,LS11,LS11 6,Loud Music,Out ofHours,Out ofHours
01-May-24,LS11,LS11 5,TV,Out ofHours,Out ofHours
01-May-24,LS6 ,LS6 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
01-May-24,LS10,LS10 3,Loud Music,Out ofHours,Out ofHours
01-May-24,LS10,LS10 4,Dog Barking,Out ofHours,Out ofHours
01-May-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
01-May-24,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
01-May-24,LS11,LS11 0,Shouting,Out ofHours,Out ofHours
02-May-24,LS2 ,LS2 9,Shouting,Out ofHours,Out ofHours
02-May-24,LS4,LS4 2,Party,Out ofHours,Out ofHours
02-May-24,LS9 ,LS9 7,Shouting,Out ofHours,Out ofHours
02-May-24,LS6,LS6,Shouting,Out ofHours,Out ofHours
02-May-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
02-May-24,LS9 ,LS9 6,Party,Out ofHours,Out ofHours
02-May-24,LS27,LS27 0,Loud Music,Out ofHours,Out ofHours
02-May-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
02-May-24,LS17 ,LS17 7,Dog Barking,Out ofHours,Out ofHours
02-May-24,LS9 ,LS9 6,TV,Out ofHours,Out ofHours
02-May-24,LS11 ,LS11 9,Loud Music,Out ofHours,Out ofHours
02-May-24,LS13 ,LS13 2,Dog Barking,Out ofHours,Out ofHours
02-May-24,LS8 ,LS8,Loud Music,Out ofHours,Out ofHours
02-May-24,LS10 ,LS10 2,Loud Music,Out ofHours,Out ofHours
02-May-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
03-May-24,LS16 ,LS16 5,Shouting,Out ofHours,Out ofHours
03-May-24,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
03-May-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
03-May-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
03-May-24,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
03-May-24,LS11 ,LS11 6,Shouting,Out ofHours,Out ofHours
03-May-24,LS14 ,LS14 2,Loud Music,Out ofHours,Out ofHours
03-May-24,LS8 ,LS8 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
03-May-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
03-May-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
03-May-24,LS3 ,LS3 1,Shouting,Out ofHours,Out ofHours
03-May-24,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
03-May-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
03-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
03-May-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
03-May-24,LS16 ,LS16 5,Loud Music,Out ofHours,Out ofHours
03-May-24,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
03-May-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
03-May-24,LS7 ,LS7 2,DIY,Out ofHours,Out ofHours
03-May-24,LS18 ,LS18 5,Loud Music,Out ofHours,Out ofHours
03-May-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
03-May-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
03-May-24,LS13 ,LS13 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
03-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
03-May-24,LS15 ,LS15 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
03-May-24,LS18 ,LS18 5,Loud Music,Out ofHours,Out ofHours
03-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
04-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
04-May-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
04-May-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
04-May-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
04-May-24,LS15 ,LS15 7,Shouting,Out ofHours,Out ofHours
04-May-24,LS2 ,LS2 9,Shouting,Out ofHours,Out ofHours
04-May-24,LS6 ,LS6 2,Loud Music,Out ofHours,Out ofHours
04-May-24,LS7 ,LS7 4,Shouting,Out ofHours,Out ofHours
04-May-24,LS14 ,LS14 2,Shouting,Out ofHours,Out ofHours
04-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
04-May-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
04-May-24,LS10 ,LS10 3,Alarm,Out ofHours,Out ofHours
04-May-24,LS23 ,LS23,Loud Music,Out ofHours,Out ofHours
04-May-24,LS11 ,LS11 0,Loud Music,Out ofHours,Out ofHours
04-May-24,LS4 ,LS4 2,Loud Music,Out ofHours,Out ofHours
04-May-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
04-May-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
04-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
04-May-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
04-May-24,LS11 ,LS11 9,DIY,Out ofHours,Out ofHours
04-May-24,LS28 ,LS28,Loud Music,Out ofHours,Out ofHours
04-May-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
04-May-24,LS7 ,LS7 1,Shouting,Out ofHours,Out ofHours
04-May-24,LS8 ,LS8 5,Dog Barking,Out ofHours,Out ofHours
04-May-24,LS11 ,LS11 0,Loud Music,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
05-May-24,LS25 ,LS25 2,Loud Music,Out ofHours,Out ofHours
05-May-24,LS9 ,LS9 9,Party,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6 3,Shouting,Out ofHours,Out ofHours
05-May-24,LS9 ,LS9 9,Party,Out ofHours,Out ofHours
05-May-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
05-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS8 ,LS8 4,Loud Music,Out ofHours,Out ofHours
05-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
05-May-24,LS27 ,LS27 8,Loud Music,Out ofHours,Out ofHours
05-May-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS10 ,LS10 1,Loud Music,Out ofHours,Out ofHours
05-May-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS11 ,LS11 7,Loud Music,Out ofHours,Out ofHours
05-May-24,LS12 ,LS12,Loud Music,Out ofHours,Out ofHours
05-May-24,LS28 ,LS28 9,Loud Music,Out ofHours,Out ofHours
05-May-24,LS27,LS27,Loud Music,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6,Party,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS23 ,LS23 6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS28 ,LS28 5,Loud Music,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
05-May-24,LS9 ,LS9 6,Shouting,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6,Party,Out ofHours,Out ofHours
05-May-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
07-May-24,LS10,LS10 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-May-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
07-May-24,LS11 ,LS11 8,Shouting,Out ofHours,Out ofHours
07-May-24,LS16 ,LS16 7,Loud Music,Out ofHours,Out ofHours
07-May-24,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
07-May-24,LS11 ,LS11 8,Loud Music,Out ofHours,Out ofHours
07-May-24,LS10 ,LS10 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-May-24,LS8 ,LS8,Party,Out ofHours,Out ofHours
07-May-24,LS11 ,LS11 0,Loud Music,Out ofHours,Out ofHours
07-May-24,LS10 ,LS10 3,Shouting,Out ofHours,Out ofHours
07-May-24,LS12 ,LS12,Loud Music,Out ofHours,Out ofHours
07-May-24,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
07-May-24,LS12,LS12,Loud Music,Out ofHours,Out ofHours
07-May-24,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
07-May-24,LS11 ,LS11 7,Loud Music,Out ofHours,Out ofHours
07-May-24,LS13 ,LS13 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-May-24,LS14 ,LS14 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-May-24,LS28 ,LS28 9,Loud Music,Out ofHours,Out ofHours
07-May-24,LS14 ,LS14 2,Loud Music,Out ofHours,Out ofHours
08-May-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
08-May-24,LS6 ,LS6,Party,Out ofHours,Out ofHours
08-May-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
08-May-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
08-May-24,LS14 ,LS14,Party,Out ofHours,Out ofHours
08-May-24,LS6 ,LS6 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-May-24,LS26,LS26 0,TV,Out ofHours,Out ofHours
08-May-24,LS7,LS7 1,DIY,Out ofHours,Out ofHours
08-May-24,LS6 ,LS6,Party,Out ofHours,Out ofHours
08-May-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
08-May-24,LS10,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-May-24,LS6,LS6,Party,Out ofHours,Out ofHours
08-May-24,LS14 ,LS14 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-May-24,LS12 ,LS12,Shouting,Out ofHours,Out ofHours
08-May-24,LS7,LS7 1,DIY,Out ofHours,Out ofHours
08-May-24,LS26 ,LS26 6,Dog Barking,Out ofHours,Out ofHours
08-May-24,LS12 ,LS12,Loud Music,Out ofHours,Out ofHours
08-May-24,LS28 ,LS28 8,TV,Out ofHours,Out ofHours
08-May-24,LS23,LS23 7,Dog Barking,Out ofHours,Out ofHours
08-May-24,LS2 ,LS2 8,Loud Music,Out ofHours,Out ofHours
08-May-24,LS5,LS5 3,TV,Out ofHours,Out ofHours
08-May-24,LS14 ,LS14 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
09-May-24,LS12,LS12 1,Loud Music,Out ofHours,Out ofHours
09-May-24,LS6,LS6 3,Party,Out ofHours,Out ofHours
