Created,Caller Postcode,Accused,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
06-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
06-Apr-24,LS27 ,LS27 8,Dog Barking,Out ofHours,Out ofHours
06-Apr-24,LS10 ,LS10 3,Shouting,Out ofHours,Out ofHours
06-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
06-Apr-24,LS20 ,LS20 9,Loud Music,Out ofHours,Out ofHours
06-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
06-Apr-24,LS9,LS9,Loud Music,Out ofHours,Out ofHours
06-Apr-24,LS15 ,LS15 8,Loud Music,Out ofHours,Out ofHours
06-Apr-24,LS13 ,LS13 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-Apr-24,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS6 ,LS6 2,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS11 ,LS11 8,TV,Out ofHours,Out ofHours
07-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS6 ,LS6,Party,Out ofHours,Out ofHours
07-Apr-24,LS12,LS12,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS7 ,LS7 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-Apr-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS13 ,LS13,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS9 ,LS9 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS12 ,LS12 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-Apr-24,LS11 ,LS11 8,TV,Out ofHours,Out ofHours
07-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS7 ,LS7 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
07-Apr-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
07-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
08-Apr-24,LS17 ,LS17 5,Shouting,Out ofHours,Out ofHours
08-Apr-24,LS4 ,LS4 2,TV,Out ofHours,Out ofHours
08-Apr-24,LS11 ,LS11 8,Loud Music,Out ofHours,Out ofHours
08-Apr-24,LS10 ,LS10 3,Shouting,Out ofHours,Out ofHours
08-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
08-Apr-24,LS11 ,LS11 0,Shouting,Out ofHours,Out ofHours
08-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-Apr-24,BD11 ,BD11 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
08-Apr-24,LS15 ,LS15 0,Loud Music,Out ofHours,Out ofHours
08-Apr-24,LS15 ,LS15 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-Apr-24,LS14 ,LS14 6,Shouting,Out ofHours,Out ofHours
08-Apr-24,LS7 ,LS7 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
08-Apr-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
09-Apr-24,LS7 ,LS7 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
09-Apr-24,LS16 ,LS16 5,Dog Barking,Out ofHours,Out ofHours
09-Apr-24,LS9 ,LS9 6,Shouting,Out ofHours,Out ofHours
09-Apr-24,LS6 ,LS6 3,Loud Music,Out ofHours,Out ofHours
09-Apr-24,LS14 ,LS14 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
09-Apr-24,LS12 ,LS12 1,Alarm,Out ofHours,Out ofHours
09-Apr-24,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
09-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
09-Apr-24,LS11 ,LS11 8,TV,Out ofHours,Out ofHours
09-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
09-Apr-24,LS16 ,LS16 7,Shouting,Out ofHours,Out ofHours
09-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
09-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS6 ,LS6 2,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS9 ,LS9 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
10-Apr-24,LS6 ,LS6,Alarm,Out ofHours,Out ofHours
10-Apr-24,LS19 ,LS19 7,Shouting,Out ofHours,Out ofHours
10-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS9 ,LS9 9,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS16 ,LS16 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
10-Apr-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
10-Apr-24,LS22 ,LS22 6,TV,Out ofHours,Out ofHours
11-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS5 ,LS5 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
11-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS13 ,LS13 3,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS14 ,LS14 1,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS10 ,LS10 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
11-Apr-24,LS11 ,LS11 5,Dog Barking,Out ofHours,Out ofHours
11-Apr-24,LS16 ,LS16 5,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS8 ,LS8 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
11-Apr-24,LS10 ,LS10 4,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
11-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS10 ,LS10 4,Building Site,Out ofHours,Out ofHours
11-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS6 ,LS6 3,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS11 ,LS11 6,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS10 ,LS10 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
11-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
11-Apr-24,LS26 ,LS26 0,TV,Out ofHours,Out ofHours
11-Apr-24,LS17 ,LS17 6,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS16 ,LS16 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
12-Apr-24,LS9 ,LS9 9,Alarm,Out ofHours,Out ofHours
12-Apr-24,LS7 ,LS7 4,TV,Out ofHours,Out ofHours
12-Apr-24,LS9 ,LS9 8,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
12-Apr-24,LS26 ,LS26 0,TV,Out ofHours,Out ofHours
12-Apr-24,LS8 ,LS8 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
12-Apr-24,LS23 ,LS23 6,Dog Barking,Out ofHours,Out ofHours
12-Apr-24,LS10 ,LS10 4,Dog Barking,Out ofHours,Out ofHours
12-Apr-24,LS15 ,LS15 0,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS25 ,LS25 3,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS27 ,LS27 7,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
12-Apr-24,WF3 ,WF3 1,Dog Barking,Out ofHours,Out ofHours
12-Apr-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS15 ,LS15 0,Shouting,Out ofHours,Out ofHours
12-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS12 ,LS12 5,Shouting,Out ofHours,Out ofHours
12-Apr-24,LS18 ,LS18 5,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS17 ,LS17 5,Loud Music,Out ofHours,Out ofHours
12-Apr-24,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS8 ,LS8 1,TV,Out ofHours,Out ofHours
13-Apr-24,LS15 ,LS15 0,Alarm,Out ofHours,Out ofHours
13-Apr-24,LS10 ,LS10 4,Party,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 6,TV,Out ofHours,Out ofHours
13-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS16 ,LS16,Shouting,Out ofHours,Out ofHours
13-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS12 ,LS12 1,Shouting,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS16 ,LS16 6,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS13 ,LS13 2,Party,Out ofHours,Out ofHours
13-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
13-Apr-24,LS16 ,LS16 8,DIY,Out ofHours,Out ofHours
13-Apr-24,LS9,LS9 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
13-Apr-24,LS7,LS7 2,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 9,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS6 ,LS6 1,Alarm,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 8,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS10 ,LS10 1,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 9,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS14 ,LS14 5,TV,Out ofHours,Out ofHours
13-Apr-24,LS10 ,LS10 4,Dog Barking,Out ofHours,Out ofHours
13-Apr-24,LS26 ,LS26,Dog Barking,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
13-Apr-24,LS28 ,LS28 8,Dog Barking,Out ofHours,Out ofHours
13-Apr-24,LS7 ,LS7 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
13-Apr-24,LS28 ,LS28 8,Dog Barking,Out ofHours,Out ofHours
13-Apr-24,LS11 ,LS11 9,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
13-Apr-24,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
13-Apr-24,LS6 ,LS6 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
13-Apr-24,LS16 ,LS16 7,Party,Out ofHours,Out ofHours
13-Apr-24,LS10 ,LS10 4,Dog Barking,Out ofHours,Out ofHours
13-Apr-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
13-Apr-24,LS12 ,LS12 5,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS6 ,LS6 4,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 7,Party,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 6,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS4 ,LS4 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
14-Apr-24,LS2 ,LS2 9,Party,Out ofHours,Out ofHours
14-Apr-24,LS11 ,LS11 9,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS2 ,LS2 9,Party,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
14-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 9,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 8,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 9,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
14-Apr-24,LS14,LS14,Dog Barking,Out ofHours,Out ofHours
14-Apr-24,LS9,LS9 9,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
14-Apr-24,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS27,LS27 8,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
14-Apr-24,LS8 ,LS8 5,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS12 ,LS12 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
14-Apr-24,LS12,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
14-Apr-24,LS6,LS6 1,Shouting,Out ofHours,Out ofHours
14-Apr-24,LS9 ,LS9 7,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
15-Apr-24,LS13 ,LS13 3,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS6,LS6 1,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS15 ,LS15 7,Party,Out ofHours,Out ofHours
15-Apr-24,LS9 ,LS9 9,Shouting,Out ofHours,Out ofHours
15-Apr-24,LS2 ,LS2 9,Alarm,Out ofHours,Out ofHours
15-Apr-24,LS14,LS14 6,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS6,LS6,Alarm,Out ofHours,Out ofHours
15-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS12,LS12 3,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS7,LS7 1,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS11,LS11 8,Loud Music,Out ofHours,Out ofHours
15-Apr-24,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
15-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
15-Apr-24,LS28 ,LS28 8,Dog Barking,Out ofHours,Out ofHours
15-Apr-24,LS7 ,LS7 4,TV,Out ofHours,Out ofHours
15-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS8 ,LS8 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
15-Apr-24,LS28 ,LS28 8,Dog Barking,Out ofHours,Out ofHours
15-Apr-24,LS8 ,LS8 3,Loud Music,Out ofHours,Out ofHours
15-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
16-Apr-24,LS13 ,LS13 4,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS26 ,LS26 0,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS9 ,LS9 7,Shouting,Out ofHours,Out ofHours
16-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS11 ,LS11 8,TV,Out ofHours,Out ofHours
16-Apr-24,LS14 ,LS14 6,Shouting,Out ofHours,Out ofHours
16-Apr-24,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
16-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
16-Apr-24,LS17 ,LS17 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
16-Apr-24,LS8 ,LS8 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
16-Apr-24,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
16-Apr-24,LS16 ,LS16 7,Party,Out ofHours,Out ofHours
16-Apr-24,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS8 ,LS8 3,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS16 ,LS16 5,Loud Music,Out ofHours,Out ofHours
16-Apr-24,LS13 ,LS13 3,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS12 ,LS12 2,Shouting,Out ofHours,Out ofHours
17-Apr-24,LS8 ,LS8 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
17-Apr-24,LS22 ,LS22 6,TV,Out ofHours,Out ofHours
17-Apr-24,LS16 ,LS16 5,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS14 ,LS14 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
17-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS12 ,LS12 3,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
17-Apr-24,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
17-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS8 ,LS8 3,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS16 ,LS16 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
17-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
17-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
17-Apr-24,LS6 ,LS6 3,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS10 ,LS10 4,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS10 ,LS10 4,Dog Barking,Out ofHours,Out ofHours
18-Apr-24,LS12 ,LS12 2,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS25 ,LS25 7,Shouting,Out ofHours,Out ofHours
18-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
18-Apr-24,LS18 ,LS18 4,Dog Barking,Out ofHours,Out ofHours
18-Apr-24,LS8 ,LS8,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS9 ,LS9 0,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
18-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
18-Apr-24,LS7 ,LS7 4,Shouting,Out ofHours,Out ofHours
18-Apr-24,LS12 ,LS12 5,Shouting,Out ofHours,Out ofHours
18-Apr-24,LS7 ,LS7 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
18-Apr-24,LS7 ,LS7 4,Shouting,Out ofHours,Out ofHours
18-Apr-24,LS7 ,LS7 4,Shouting,Out ofHours,Out ofHours
18-Apr-24,LS14 ,LS14,Building Site,Out ofHours,Out ofHours
18-Apr-24,LS11 ,LS11 9,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
19-Apr-24,LS10 ,LS10 4,DIY,Out ofHours,Out ofHours
19-Apr-24,LS11 ,LS11 0,Shouting,Out ofHours,Out ofHours
19-Apr-24,LS11 ,LS11 7,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS26 ,LS26 0,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS9 ,LS9,TV,Out ofHours,Out ofHours
19-Apr-24,LS10 ,LS10 4,Dog Barking,Out ofHours,Out ofHours
19-Apr-24,LS17 ,LS17 7,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS13 ,LS13 1,Dog Barking,Out ofHours,Out ofHours
19-Apr-24,LS7 ,LS7,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS7 ,LS7,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS16 ,LS16 5,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS11 ,LS11 9,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
19-Apr-24,LS13 ,LS13 1,Dog Barking,Out ofHours,Out ofHours
19-Apr-24,LS12 ,LS3 1,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS27 ,LS27 8,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
19-Apr-24,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
19-Apr-24,LS13 ,LS13 3,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS12 ,LS12,Party,Out ofHours,Out ofHours
20-Apr-24,LS12 ,LS12 2,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS9 ,LS9 7,TV,Out ofHours,Out ofHours
20-Apr-24,LS25 ,LS25 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
20-Apr-24,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
20-Apr-24,LS16 ,LS16 6,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS3 ,LS3 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
20-Apr-24,LS11 ,LS11 6,Shouting,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
20-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
20-Apr-24,LS8 ,LS8 5,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS28 ,LS28 9,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS28 ,LS28 8,Shouting,Out ofHours,Out ofHours
20-Apr-24,LS11 ,LS11,Party,Out ofHours,Out ofHours
20-Apr-24,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS4 ,LS4 2,Party,Out ofHours,Out ofHours
20-Apr-24,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS8 ,LS8 4,DIY,Out ofHours,Out ofHours
20-Apr-24,LS11 ,LS11 8,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS9 ,LS9 6,Party,Out ofHours,Out ofHours
20-Apr-24,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
20-Apr-24,LS11 ,LS11 8,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6 1,Party,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS9 ,LS9,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS12 ,LS3 1,Party,Out ofHours,Out ofHours
20-Apr-24,LS11 ,LS11,Loud Music,Out ofHours,Out ofHours
20-Apr-24,LS9 ,LS9 7,Party,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6,Party,Out ofHours,Out ofHours
20-Apr-24,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS9 ,LS9 6,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
21-Apr-24,LS13 ,LS13 3,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS16 ,LS16 5,Shouting,Out ofHours,Out ofHours
21-Apr-24,LS6 ,LS6 3,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS26 ,LS26 0,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS16 ,LS16 6,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS27 ,LS27 0,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS10 ,LS10 3,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS20 ,LS20,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS26 ,LS26 8,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS13 ,LS13,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
21-Apr-24,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS7 ,LS7 1,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
21-Apr-24,LS10 ,LS10 2,Party,Out ofHours,Out ofHours
21-Apr-24,LS10 ,LS10,Party,Out ofHours,Out ofHours
21-Apr-24,LS10 ,LS10 2,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS12 ,LS12 5,TV,Out ofHours,Out ofHours
21-Apr-24,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS16 ,LS16 6,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
21-Apr-24,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS10,LS10 3,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS12,LS12 2,Dog Barking,Out ofHours,Out ofHours
22-Apr-24,LS25,LS25 1,Shouting,Out ofHours,Out ofHours
22-Apr-24,LS16,LS16 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
22-Apr-24,LS13 ,LS13 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
22-Apr-24,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS14 ,LS14 6,Loud Music,Out ofHours,Out ofHours
22-Apr-24,LS14,LS14 6,Shouting,Out ofHours,Out ofHours
