Created,Caller ,Noise Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq Type
05/09/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
05/09/2021,LS12,LS12 5,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
05/09/2021,LS16,LS16 5,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
05/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
05/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS13,LS13 4,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS16,LS16 7,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS6,LS6 1,ALARM,Out ofHours,Out ofHours
05/09/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS8,LS8 5,ALARM,Out ofHours,Out ofHours
05/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS8,LS8 5,PARTY,Out ofHours,Out ofHours
05/09/2021,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS11,LS11 8,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS12,LS12 1,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS14,LS14 1,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS12,LS12 1,DOG BARKING,Out ofHours,Out ofHours
05/09/2021,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
05/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
05/09/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
05/09/2021,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
06/09/2021,LS13,LS13 4,SHOUTING,Out ofHours,Out ofHours
06/09/2021,LS13,LS13 1,SHOUTING,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
06/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
06/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,ALARM,Out ofHours,Out ofHours
06/09/2021,LS14,LS14 6,DOG BARKING,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS19,LS19 7,ALARM,Out ofHours,Out ofHours
06/09/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/09/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS7,LS7 4,BUILDING SITE,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS71,LS7 1,SHOUTING,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2021,LS8,LS8 5,SHOUTING,Out ofHours,Out ofHours
06/09/2021,LS12,LS12 3,SHOUTING,Out ofHours,Out ofHours
06/09/2021,LS6,LS6 1,TV,Out ofHours,Out ofHours
06/09/2021,LS1,LS1 7,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/09/2021,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS10,LS10 2,ALARM,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
07/09/2021,LS6,LS14 6,DOG BARKING,Out ofHours,Out ofHours
07/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
07/09/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS7,LS7 2,TV,Out ofHours,Out ofHours
07/09/2021,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
07/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS13,LS13 4,OTHER,Out ofHours,Out ofHours
08/09/2021,LS12,LS12 1,DOG BARKING,Out ofHours,Out ofHours
08/09/2021,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS7,LS7 4,PARTY,Out ofHours,Out ofHours
08/09/2021,LS12,LS12 3,OTHER,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS18,LS18 4,SHOUTING,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS11,LS11 6,DOG BARKING,Out ofHours,Out ofHours
08/09/2021,LS7,LS7 4,PARTY,Out ofHours,Out ofHours
08/09/2021,LS11,LS11 0,DOG BARKING,Out ofHours,Out ofHours
08/09/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
08/09/2021,LS7,LS7 2,TV,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS11,LS11 8,PARTY,Out ofHours,Out ofHours
08/09/2021,LS12,LS12 3,DIY,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/09/2021,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/09/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS28,LS28 6,MUSIC,Out ofHours,Out ofHours
08/09/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
08/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS11,LS11 8,SHOUTING,Out ofHours,Out ofHours
09/09/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
09/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
09/09/2021,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS9,LS9 7,DIY,Out ofHours,Out ofHours
09/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
09/09/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
09/09/2021,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS8,LS8 5,BUILDING SITE,Out ofHours,Out ofHours
09/09/2021,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
09/09/2021,LS11,LS11 8,OTHER,Out ofHours,Out ofHours
09/09/2021,LS18,LS18 4,MUSIC,Out ofHours,Out ofHours
09/09/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/09/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS2,LS2 7,SHOUTING,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/09/2021,LS14,LS14 2,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS3,LS3 5,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS5,LS5 3,PARTY,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS16,LS16 6,ALARM,Out ofHours,Out ofHours
10/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
10/09/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS18,LS18 5,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS7,LS7 4,PARTY,Out ofHours,Out ofHours
10/09/2021,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
10/09/2021,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
10/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
10/09/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS8,LS8 4,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
10/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/09/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
11/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
11/09/2021,BD3,BD3 7,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS12,LS12 5,PARTY,Out ofHours,Out ofHours
11/09/2021,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/09/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
11/09/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS17,LS17 7,DOG BARKING,Out ofHours,Out ofHours
11/09/2021,LS2,LS2 7,DIY,Out ofHours,Out ofHours
11/09/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS17,LS17 7,DOG BARKING,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS7,LS7 3,TV,Out ofHours,Out ofHours
11/09/2021,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS1,LS1 5,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS13,LS13 2,DIY,Out ofHours,Out ofHours
11/09/2021,LS7,LS7 3,PARTY,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
11/09/2021,BD11,BD11 1,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 4,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
11/09/2021,LS12,LS12 5,SHOUTING,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 9,PARTY,Out ofHours,Out ofHours
11/09/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
11/09/2021,LS28,LS28 7,ALARM,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 9,PARTY,Out ofHours,Out ofHours
11/09/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS6,LS6 4,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS7,LS7 3,PARTY,Out ofHours,Out ofHours
11/09/2021,LS19,LS19 7,ALARM,Out ofHours,Out ofHours
11/09/2021,LS25,LS25 7,PARTY,Out ofHours,Out ofHours
11/09/2021,LS28,LS28 8,PARTY,Out ofHours,Out ofHours
11/09/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 0,PARTY,Out ofHours,Out ofHours
11/09/2021,LS10,LS10 3,PARTY,Out ofHours,Out ofHours
11/09/2021,LS8,LS8 1,PARTY,Out ofHours,Out ofHours
11/09/2021,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS7,LS7 2,SHOUTING,Out ofHours,Out ofHours
11/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
11/09/2021,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
11/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
11/09/2021,LS2,LS2 7,DIY,Out ofHours,Out ofHours
11/09/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
12/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS28,LS28 8,PARTY,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS26,LS26 0,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS7,LS7 3,PARTY,Out ofHours,Out ofHours
12/09/2021,LS21,LS21 1,ALARM,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS28,LS28 5,PARTY,Out ofHours,Out ofHours
12/09/2021,LS19,LS19 7,SHOUTING,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
12/09/2021,LS13,LS13 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/09/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS1,LS1 7,MUSIC,Out ofHours,Out ofHours
12/09/2021,OLS9,LS9 9,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS10,LS10 1,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
12/09/2021,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
12/09/2021,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
12/09/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS13,LS13 3,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS19,LS19 7,ALARM,Out ofHours,Out ofHours
12/09/2021,LS2,LS2 9,ALARM,Out ofHours,Out ofHours
12/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
12/09/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/09/2021,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/09/2021,LS28,LS28 7,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
12/09/2021,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
12/09/2021,LS10,LS10 2,DOG BARKING,Out ofHours,Out ofHours
12/09/2021,LS6,LS6 3,ALARM,Out ofHours,Out ofHours
13/09/2021,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS13,LS13 4,DIY,Out ofHours,Out ofHours
13/09/2021,LS14,LS14 5,DIY,Out ofHours,Out ofHours
13/09/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS26,LS26 0,BUILDING SITE,Out ofHours,Out ofHours
13/09/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/09/2021,LS8,LS8 3,TV,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 4,SHOUTING,Out ofHours,Out ofHours
13/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
13/09/2021,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
13/09/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
13/09/2021,LS11,LS11 6,DOG BARKING,Out ofHours,Out ofHours
13/09/2021,WF31,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/09/2021,LS1,LS1 5,DIY,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS8,LS8 3,TV,Out ofHours,Out ofHours
14/09/2021,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
14/09/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS10,LS10 1,OTHER,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
14/09/2021,LS18,LS18 4,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
14/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS21,LS21 2,ALARM,Out ofHours,Out ofHours
15/09/2021,LS18,LS18 4,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
15/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
15/09/2021,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
15/09/2021,LS15,LS15 0,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/09/2021,LS17,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
15/09/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS7,LS7 3,SHOUTING,Out ofHours,Out ofHours
15/09/2021,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
15/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
15/09/2021,LS9,LS6 1,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
15/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
15/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
15/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
16/09/2021,LS97,LS9 7,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS9,LS9 7,OTHER,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS26,LS26 0,DIY,Out ofHours,Out ofHours
16/09/2021,LS21,LS21 2,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS20,LS20 9,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS21,LS21 2,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
16/09/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
16/09/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
16/09/2021,LS8,LS8 3,TV,Out ofHours,Out ofHours
16/09/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
16/09/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
16/09/2021,LS16,LS16 7,PARTY,Out ofHours,Out ofHours
17/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
17/09/2021,LS16,LS16 7,PARTY,Out ofHours,Out ofHours
17/09/2021,LS3,LS3 1,BUILDING SITE,Out ofHours,Out ofHours
17/09/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
17/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
17/09/2021,LS28,LS28 7,TV,Out ofHours,Out ofHours
17/09/2021,LS18,LS18 4,SHOUTING,Out ofHours,Out ofHours
17/09/2021,LS26,LS26 0,DOG BARKING,Out ofHours,Out ofHours
17/09/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
17/09/2021,LS13,LS13 3,MUSIC,Out ofHours,Out ofHours
17/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
17/09/2021,LS17,LS17 7,ALARM,Out ofHours,Out ofHours
17/09/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
17/09/2021,LS27,LS27 0,SHOUTING,Out ofHours,Out ofHours
17/09/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
17/09/2021,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
17/09/2021,LS11,LS11 7,DOG BARKING,Out ofHours,Out ofHours
