Created,Caller ,Noise Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq Type
24/07/2021,LS6,LS6 3,OTHER,Out ofHours,Out ofHours
24/07/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
24/07/2021,LS10,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/07/2021,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 2,DOMESTIC ABUSE (CALL 999),Out ofHours,Out ofHours
24/07/2021,LS21,LS21 2,OTHER,Out ofHours,Out ofHours
24/07/2021,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS10,LS10 2,DIY,Out ofHours,Out ofHours
24/07/2021,LS15,LS15 4,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS12,LS12 4,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
24/07/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/07/2021,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 5,SHOUTING,Out ofHours,Out ofHours
24/07/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
24/07/2021,LS16,LS6 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
24/07/2021,BD4,BD4 0,PARTY,Out ofHours,Out ofHours
24/07/2021,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS12,LS12 4,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS28,LS28 9,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS28,LS28 9,PARTY,Out ofHours,Out ofHours
24/07/2021,LS14,LS14 2,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS12,LS12 5,SHOUTING,Out ofHours,Out ofHours
24/07/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
24/07/2021,LS15,LS15 0,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
24/07/2021,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
24/07/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
25/07/2021,LS28,LS28 8,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 7,ALARM,Out ofHours,Out ofHours
25/07/2021,LS28,LS28 8,SHOUTING,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS14,LS14 3,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS7,LS7 1,PARTY,Out ofHours,Out ofHours
25/07/2021,LS10,LS10 1,SHOUTING,Out ofHours,Out ofHours
25/07/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS15,LS15 0,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS14,LS14 6,PARTY,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
25/07/2021,BD11,BD11 1,ALARM,Out ofHours,Out ofHours
25/07/2021,LS17,LS17 5,SHOUTING,Out ofHours,Out ofHours
25/07/2021,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS19,LS19 7,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS21,LS21 1,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 7,DIY,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
25/07/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
25/07/2021,LS12,LS12 3,DOG BARKING,Out ofHours,Out ofHours
25/07/2021,LS12,LS12 1,OTHER,Out ofHours,Out ofHours
26/07/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS5,LS5 3,SHOUTING,Out ofHours,Out ofHours
26/07/2021,LS11,LS11 9,SHOUTING,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS13,LS13 1,OTHER,Out ofHours,Out ofHours
26/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS13,LS13 3,PARTY,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/07/2021,LS17,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
26/07/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
26/07/2021,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS16,LS16 6,BUILDING SITE,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS20,LS20 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
26/07/2021,LS26,LS26 0,TV,Out ofHours,Out ofHours
26/07/2021,LS21,LS21 2,ALARM,Out ofHours,Out ofHours
26/07/2021,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS16,LS16 7,OTHER,Out ofHours,Out ofHours
26/07/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
26/07/2021,LS8,LS8 5,OTHER,Out ofHours,Out ofHours
27/07/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS4,LS4 3,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS7,LS7 2,OTHER,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
27/07/2021,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS17,LS17 6,SHOUTING,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
27/07/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
27/07/2021,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
27/07/2021,LS1,LS1 4,BUILDING SITE,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
28/07/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
28/07/2021,LS9,LS9 7,TV,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/07/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/07/2021,WF3,WF3 2,SHOUTING,Out ofHours,Out ofHours
28/07/2021,LS18,LS18 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS8,LS8 3,OTHER,Out ofHours,Out ofHours
28/07/2021,LS17,LS17 8,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS19,LS19 6,BUILDING SITE,Out ofHours,Out ofHours
28/07/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS28,LS28 7,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS9,LS9 7,TV,Out ofHours,Out ofHours
28/07/2021,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
28/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
28/07/2021,LS11,LS11 7,SHOUTING,Out ofHours,Out ofHours
28/07/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS9,LS9 7,PARTY,Out ofHours,Out ofHours
29/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS4,LS4 2,ALARM,Out ofHours,Out ofHours
29/07/2021,LS9,LS9 7,PARTY,Out ofHours,Out ofHours
29/07/2021,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS13,LS13 3,DIY,Out ofHours,Out ofHours
29/07/2021,LS11,LS11 5,BUILDING SITE,Out ofHours,Out ofHours
29/07/2021,LS6,LS6 4,ALARM,Out ofHours,Out ofHours
29/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
29/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
29/07/2021,LS6,LS2 9,ALARM,Out ofHours,Out ofHours
29/07/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/07/2021,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
29/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS2,LS2 9,ALARM,Out ofHours,Out ofHours
30/07/2021,LS2,LS2 7,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 4,PARTY,Out ofHours,Out ofHours
30/07/2021,LS15,LS15 8,PARTY,Out ofHours,Out ofHours
30/07/2021,LS7,LS7 3,ALARM,Out ofHours,Out ofHours
30/07/2021,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS12,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/07/2021,WF3,WF3 3,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
30/07/2021,LS21,LS21 2,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS2,LS2 3,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/07/2021,LS1,LS1 4,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
30/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS1,LS1 7,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS16,LS16 5,OTHER,Out ofHours,Out ofHours
31/07/2021,LS1,LS1 6,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS2,LS2 7,PARTY,Out ofHours,Out ofHours
31/07/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS1,LS1 7,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS18,LS18 4,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS10,LS10 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS18,LS18 5,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS7,LS7 2,DOG BARKING,Out ofHours,Out ofHours
31/07/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS17,LS17 5,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS28,LS28 5,PARTY,Out ofHours,Out ofHours
31/07/2021,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS21,LS21 3,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS2,LS2 7,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS7,LS7 4,TV,Out ofHours,Out ofHours
31/07/2021,WF10,WF10 2,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS3,LS3 1,PARTY,Out ofHours,Out ofHours
31/07/2021,LS3,LS3 1,PARTY,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
31/07/2021,LS17,LS17 6,PARTY,Out ofHours,Out ofHours
31/07/2021,LS7,LS7 3,PARTY,Out ofHours,Out ofHours
31/07/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS7,LS7 2,PARTY,Out ofHours,Out ofHours
31/07/2021,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS21,LS21 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS25,LS25 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS11,LS11 9,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS14,LS14 6,PARTY,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/07/2021,LS15,LS15 4,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS18,LS18 4,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
31/07/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/08/2021,LS12,LS12 3,PARTY,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/08/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
01/08/2021,LS12,LS12 4,SHOUTING,Out ofHours,Out ofHours
01/08/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 3,PARTY,Out ofHours,Out ofHours
01/08/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 4,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 4,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS11,LS11 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/08/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS7,LS7 2,DOG BARKING,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 3,OTHER,Out ofHours,Out ofHours
01/08/2021,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
01/08/2021,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS17,LS17 7,PARTY,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS8,LS8 2,DIY,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
01/08/2021,LS9,LS9 8,PARTY,Out ofHours,Out ofHours
01/08/2021,LS7,LS7 2,PARTY,Out ofHours,Out ofHours
01/08/2021,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS12,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/08/2021,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
01/08/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS8,LS8 4,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS11,LS11 9,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS7,LS7 2,DOG BARKING,Out ofHours,Out ofHours
02/08/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS12,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/08/2021,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/08/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS17,LS17 7,PARTY,Out ofHours,Out ofHours
02/08/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
02/08/2021,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
02/08/2021,LS82,LS8 2,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
02/08/2021,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
03/08/2021,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
03/08/2021,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
03/08/2021,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
03/08/2021,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
03/08/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/08/2021,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
