Created1,CallerPostcode,AccusedPostcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
02/02/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
02/02/2023,LS8 3,LS8 3,TV,Out ofHours,Out ofHours
02/02/2023,LS16 6,LS16 6,ALARM,Out ofHours,Out ofHours
02/02/2023,LS13 4,LS13 4,DIY,Out ofHours,Out ofHours
03/02/2023,LS8 5,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS6 3,,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/02/2023,LS8 3,LS8 3,TV,Out ofHours,Out ofHours
03/02/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS18 5,,OTHER,Out ofHours,Out ofHours
03/02/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS27 9,LS27 9,OTHER,Out ofHours,Out ofHours
03/02/2023,LS6 1,,SHOUTING,Out ofHours,Out ofHours
03/02/2023,LS6 3,,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
03/02/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS6 3,,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS7 2,LS7 2,TV,Out ofHours,Out ofHours
03/02/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS2 8,LS2 8,LOUD MUSIC,Out ofHours,Out ofHours
03/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
03/02/2023,LS12 1,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/02/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS6 3,,PARTY,Out ofHours,Out ofHours
04/02/2023,LS6 1,,SHOUTING,Out ofHours,Out ofHours
04/02/2023,LS9 6,,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS12 5,LS12 5,OTHER,Out ofHours,Out ofHours
04/02/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
04/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
04/02/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS12 3,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS11 5,LS11 5,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS13 2,,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS26 0,LS26 0,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS1 6,LS1 6,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS8 2,LS8 2,DIY,Out ofHours,Out ofHours
04/02/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/02/2023,LS8 5,,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS19 7,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS12 4,,DOG BARKING,Out ofHours,Out ofHours
04/02/2023,LS10 1,LS10 1,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS11 6,,LOUD MUSIC,Out ofHours,Out ofHours
04/02/2023,LS29 6,,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS7 2,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS12 3,LS12 3,DOG BARKING,Out ofHours,Out ofHours
05/02/2023,LS8 5,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/02/2023,LS3 1,LS3 1,SHOUTING,Out ofHours,Out ofHours
05/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS13 3,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS14 6,LS14 6,DOG BARKING,Out ofHours,Out ofHours
05/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
05/02/2023,LS19 7,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS8 2,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS13 1,,SHOUTING,Out ofHours,Out ofHours
05/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS12 4,,DOG BARKING,Out ofHours,Out ofHours
05/02/2023,LS12 4,LS12 4,DOG BARKING,Out ofHours,Out ofHours
05/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS9 6,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/02/2023,LS10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS8 5,,ALARM,Out ofHours,Out ofHours
05/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS9 6,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/02/2023,LS1 4,LS1 4,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS18 5,LS18 5,OTHER,Out ofHours,Out ofHours
05/02/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
05/02/2023,LS8 5,LS8 5,ALARM,Out ofHours,Out ofHours
06/02/2023,LS8 5,LS8 5,SHOUTING,Out ofHours,Out ofHours
06/02/2023,LS11 5,,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS27 9,LS27 9,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS6 2,,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS10 4,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/02/2023,LS27 9,LS27 9,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/02/2023,LS5 3,,OTHER,Out ofHours,Out ofHours
06/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/02/2023,LS8 5,LS8 5,ALARM,Out ofHours,Out ofHours
06/02/2023,LS4 2,LS4 2,SHOUTING,Out ofHours,Out ofHours
06/02/2023,LS4 2,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
06/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS27 9,LS27 9,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
07/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS9 6,,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS2 9,LS2 9,TV,Out ofHours,Out ofHours
07/02/2023,LS10 3,LS10 3,DOG BARKING,Out ofHours,Out ofHours
07/02/2023,LS12 4,LS12 4,OTHER,Out ofHours,Out ofHours
07/02/2023,LS13 4,LS13 4,DIY,Out ofHours,Out ofHours
07/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS16 7,LS16 7,DOG BARKING,Out ofHours,Out ofHours
07/02/2023,LS16 7,LS16 7,DOG BARKING,Out ofHours,Out ofHours
07/02/2023,LS16 5,LS16 5,SHOUTING,Out ofHours,Out ofHours
07/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
07/02/2023,LS20 9,LS20 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/02/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/02/2023,LS6 1,LS6 1,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
07/02/2023,LS6 3,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/02/2023,LS5 3,,BUILDING SITE,Out ofHours,Out ofHours
07/02/2023,LS8 1,LS8 1,SHOUTING,Out ofHours,Out ofHours
07/02/2023,LS4 2,,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS9 6,,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS8 5,LS8 5,ALARM,Out ofHours,Out ofHours
08/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS6 4,LS6 4,SHOUTING,Out ofHours,Out ofHours
08/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS19 7,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS7 4,LS7 4,OTHER,Out ofHours,Out ofHours
08/02/2023,LS8 4,LS8 4,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS9 0,LS9 0,DOG BARKING,Out ofHours,Out ofHours
08/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/02/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS13 4,LS13 4,OTHER,Out ofHours,Out ofHours
08/02/2023,LS12 5,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/02/2023,LS8 3,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/02/2023,LS9 7,LS9 7,SHOUTING,Out ofHours,Out ofHours
08/02/2023,LS9 7,LS9 7,SHOUTING,Out ofHours,Out ofHours
08/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
08/02/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
08/02/2023,LS6 2,,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS6 3,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/02/2023,LS12 3,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS9 6,,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS14 6,LS14 6,DIY,Out ofHours,Out ofHours
09/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS8 1,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS8 5,,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS20 9,LS20 9,SHOUTING,Out ofHours,Out ofHours
09/02/2023,LS12 5,LS12 5,SHOUTING,Out ofHours,Out ofHours
09/02/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
09/02/2023,LS6 3,,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 3,LS6 3,TV,Out ofHours,Out ofHours
10/02/2023,LS12 2,,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS17 7,,DOG BARKING,Out ofHours,Out ofHours
10/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS2 8,LS2 8,BUILDING SITE,Out ofHours,Out ofHours
10/02/2023,LS12 4,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS19 7,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS14 6,LS14 6,DIY,Out ofHours,Out ofHours
10/02/2023,LS12 1,LS12 1,SHOUTING,Out ofHours,Out ofHours
10/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS10 1,LS10 1,PARTY,Out ofHours,Out ofHours
10/02/2023,LS12 4,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS16 8,LS16 8,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS14 5,LS14 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS20 9,LS20 9,SHOUTING,Out ofHours,Out ofHours
10/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
10/02/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
11/02/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS22 5,LS22 5,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS12 5,LS12 5,DOG BARKING,Out ofHours,Out ofHours
11/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS26 8,LS26 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS16 6,LS16 6,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS14 6,LS14 6,DIY,Out ofHours,Out ofHours
11/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS8 2,LS8 2,DIY,Out ofHours,Out ofHours
11/02/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS13 4,LS13 4,OTHER,Out ofHours,Out ofHours
11/02/2023,LS14 1,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2023,LS10 3,LS10 3,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2023,LS15 0,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS4 2,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS13 3,LS13 3,PARTY,Out ofHours,Out ofHours
11/02/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2023,LS16 8,LS16 8,DIY,Out ofHours,Out ofHours
11/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
11/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS4 2,LS4 2,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS12 3,LS12 3,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS9 9,LS9 9,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS9 6,LS9 6,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS20 9,LS20 9,PARTY,Out ofHours,Out ofHours
11/02/2023,LS17 5,LS17 5,SHOUTING,Out ofHours,Out ofHours
11/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
11/02/2023,LS13 4,LS13 4,SHOUTING,Out ofHours,Out ofHours
12/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS6 4,LS6 4,PARTY,Out ofHours,Out ofHours
12/02/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS12 3,LS12 3,DOG BARKING,Out ofHours,Out ofHours
12/02/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
12/02/2023,LS4 2,LS4 2,PARTY,Out ofHours,Out ofHours
12/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS5 3,,DIY,Out ofHours,Out ofHours
12/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,WF3 2,WF3 2,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/02/2023,LS16 5,LS16 5,OTHER,Out ofHours,Out ofHours
12/02/2023,WF3 2,WF3 2,SHOUTING,Out ofHours,Out ofHours
12/02/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS11 5,LS11 5,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS7 1,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS17 7,LS17 7,DOG BARKING,Out ofHours,Out ofHours
12/02/2023,LS13 3,LS13 3,DOG BARKING,Out ofHours,Out ofHours
12/02/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS12 5,LS12 5,SHOUTING,Out ofHours,Out ofHours
12/02/2023,LS18 4,LS18 4,LOUD MUSIC,Out ofHours,Out ofHours
12/02/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS20 9,LS20 9,SHOUTING,Out ofHours,Out ofHours
13/02/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS11 7,LS11 7,SHOUTING,Out ofHours,Out ofHours
13/02/2023,LS28 6,LS13 4,OTHER,Out ofHours,Out ofHours
13/02/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS13 3,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS8 4,LS8 4,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS10 3,LS10 3,DOG BARKING,Out ofHours,Out ofHours
13/02/2023,LS13 3,LS13 3,DOG BARKING,Out ofHours,Out ofHours
13/02/2023,LS7 2,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS7 1,LS7 1,PARTY,Out ofHours,Out ofHours
13/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
13/02/2023,LS7 3,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/02/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/02/2023,LS22 6,LS22 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/02/2023,,LS8 1,SHOUTING,Out ofHours,Out ofHours
14/02/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/02/2023,LS4 2,LS4 2,SHOUTING,Out ofHours,Out ofHours
14/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS12 3,LS12 3,DIY,Out ofHours,Out ofHours
14/02/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS10 2,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS16 7,LS16 7,DOG BARKING,Out ofHours,Out ofHours
14/02/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS12 3,LS12 3,PARTY,Out ofHours,Out ofHours
14/02/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
14/02/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/02/2023,LS6 2,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/02/2023,LS12 3,LS12 3,DOG BARKING,Out ofHours,Out ofHours
14/02/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2023,LS1 7,,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2023,LS2 9,LS2 9,SHOUTING,Out ofHours,Out ofHours
