Created1,CallerPostcode,AccusedPostcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
01/05/2023,LS11 7,LS11 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/05/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
01/05/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
01/05/2023,LS26 0,LS26 0,PARTY,Out ofHours,Out ofHours
01/05/2023,LS27 8,LS27 8,SHOUTING,Out ofHours,Out ofHours
01/05/2023,LS12 4,LS12 4,DOG BARKING,Out ofHours,Out ofHours
01/05/2023,LS12 5,LS12 5,TV,Out ofHours,Out ofHours
01/05/2023,LS9 6,LS9 6,SHOUTING,Out ofHours,Out ofHours
01/05/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
01/05/2023,LS10 4,LS10 4,OTHER,Out ofHours,Out ofHours
01/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
01/05/2023,LS7 2,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
01/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
02/05/2023,LS12 2,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/05/2023,LS2 9,LS2 9,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS8 3,LS8 3,DOG BARKING,Out ofHours,Out ofHours
02/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS8 3,LS8 3,TV,Out ofHours,Out ofHours
02/05/2023,LS6 1,,SHOUTING,Out ofHours,Out ofHours
02/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS6 2,LS6 2,TV,Out ofHours,Out ofHours
02/05/2023,LS20 9,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS8 4,LS8 4,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS6 2,LS6 2,TV,Out ofHours,Out ofHours
02/05/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS23 6,LS23 6,OTHER,Out ofHours,Out ofHours
02/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS2 8,,OTHER,Out ofHours,Out ofHours
02/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS7 1,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
02/05/2023,LS16 5,LS16 5,SHOUTING,Out ofHours,Out ofHours
02/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS19 7,LS19 7,SHOUTING,Out ofHours,Out ofHours
03/05/2023,LS12 5,LS12 5,DOG BARKING,Out ofHours,Out ofHours
03/05/2023,LS12 1,LS12 1,OTHER,Out ofHours,Out ofHours
03/05/2023,WF3 3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS6 3,,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS6 3,,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS15 0,,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,WF3 3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS11 8,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS6 2,LS6 2,TV,Out ofHours,Out ofHours
03/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
03/05/2023,LS12 1,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/05/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/05/2023,LS7 4,LS7 4,SHOUTING,Out ofHours,Out ofHours
03/05/2023,LS6 3,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/05/2023,LS6 3,LS6 3,SHOUTING,Out ofHours,Out ofHours
03/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
03/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
03/05/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS12 2,LS12 2,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
04/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS6 2,,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS6 2,LS6 2,TV,Out ofHours,Out ofHours
04/05/2023,LS14 6,LS14 6,TV,Out ofHours,Out ofHours
04/05/2023,LS2 9,,SHOUTING,Out ofHours,Out ofHours
04/05/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
04/05/2023,LS7 2,LS7 2,SHOUTING,Out ofHours,Out ofHours
04/05/2023,LS1 1,,OTHER,Out ofHours,Out ofHours
04/05/2023,LS8 1,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS12 4,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS7 2,LS7 2,SHOUTING,Out ofHours,Out ofHours
05/05/2023,LS10 1,LS10 1,SHOUTING,Out ofHours,Out ofHours
05/05/2023,LS1 6,LS1 6,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS7 2,LS7 2,PARTY,Out ofHours,Out ofHours
05/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS1 4,,OTHER,Out ofHours,Out ofHours
05/05/2023,LS20 9,LS20 8,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
05/05/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2023,,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS6 2,LS6 2,PARTY,Out ofHours,Out ofHours
05/05/2023,LS20 9,,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS20 9,LS20 9,SHOUTING,Out ofHours,Out ofHours
05/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS14 6,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/05/2023,LS25 7,LS25 7,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS11 0,LS11 0,ALARM,Out ofHours,Out ofHours
05/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS9 0,LS9 0,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS6 2,,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS2 7,LS2 7,LOUD MUSIC,Out ofHours,Out ofHours
05/05/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
06/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/05/2023,LS6 2,LS6 2,PARTY,Out ofHours,Out ofHours
06/05/2023,LS12 2,LS12 2,OTHER,Out ofHours,Out ofHours
06/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
06/05/2023,LS9 7,,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS1 4,LS1 4,BUILDING SITE,Out ofHours,Out ofHours
06/05/2023,WF3 3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS7 3,,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS7 3,,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS27 7,LS27 7,DOG BARKING,Out ofHours,Out ofHours
06/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS9 0,LS9 0,OTHER,Out ofHours,Out ofHours
06/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS9 6,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/05/2023,LS9 0,LS9 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/05/2023,LS14 6,LS14 6,TV,Out ofHours,Out ofHours
06/05/2023,LS25 1,LS25 1,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS9 0,LS9 0,OTHER,Out ofHours,Out ofHours
06/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS4 2,,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS25 1,LS25 1,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS12 5,LS12 5,DOG BARKING,Out ofHours,Out ofHours
06/05/2023,LS12 5,LS12 5,DOG BARKING,Out ofHours,Out ofHours
06/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS18 5,LS18 5,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
06/05/2023,LS28 9,LS28 9,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS17 6,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS20 9,LS20 9,PARTY,Out ofHours,Out ofHours
06/05/2023,WF3 3,,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
06/05/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
07/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS7 4,LS7 4,PARTY,Out ofHours,Out ofHours
07/05/2023,LS11 6,,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
07/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
07/05/2023,LS13 2,,PARTY,Out ofHours,Out ofHours
07/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS7 2,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS8 1,LS8 1,DOG BARKING,Out ofHours,Out ofHours
07/05/2023,LS17 6,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS10 2,,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
07/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
07/05/2023,LS10 3,,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
07/05/2023,LS20 9,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS21 2,LS21 2,PARTY,Out ofHours,Out ofHours
07/05/2023,LS25 2,LS25 2,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/05/2023,LS7 4,,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/05/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
07/05/2023,LS5 3,LS5 3,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS8 4,LS8 4,PARTY,Out ofHours,Out ofHours
07/05/2023,LS26 0,LS26 0,PARTY,Out ofHours,Out ofHours
07/05/2023,LS17 6,,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,WF3 3,WF3 3,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
07/05/2023,LS17 7,LS17 7,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
07/05/2023,LS12 5,LS12 5,TV,Out ofHours,Out ofHours
07/05/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS7 4,LS7 4,PARTY,Out ofHours,Out ofHours
08/05/2023,LS10 3,,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS8 4,LS8 4,PARTY,Out ofHours,Out ofHours
08/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS7 3,,PARTY,Out ofHours,Out ofHours
08/05/2023,LS4 2,,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS26 0,LS26 0,DOG BARKING,Out ofHours,Out ofHours
08/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
08/05/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS7 3,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS15 0,LS15 0,PARTY,Out ofHours,Out ofHours
08/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
08/05/2023,LS7 3,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS9 8,LS9 8,SHOUTING,Out ofHours,Out ofHours
08/05/2023,LS14 5,LS14 5,SHOUTING,Out ofHours,Out ofHours
08/05/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
08/05/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/05/2023,LS2 7,LS2 7,SHOUTING,Out ofHours,Out ofHours
08/05/2023,LS8 2,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
08/05/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS6 3,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/05/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS7 2,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS12 5,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS10 1,,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS10 4,LS10 4,DOG BARKING,Out ofHours,Out ofHours
09/05/2023,LS6 3,,ALARM,Out ofHours,Out ofHours
09/05/2023,LS6 4,LS6 4,DOG BARKING,Out ofHours,Out ofHours
09/05/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/05/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS6 3,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS12 4,LS12 4,DOG BARKING,Out ofHours,Out ofHours
09/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
09/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS8 2,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS4 2,LS4 2,OTHER,Out ofHours,Out ofHours
10/05/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS6 3,LS6 3,ALARM,Out ofHours,Out ofHours
10/05/2023,WF3 3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/05/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS2 7,LS2 7,PARTY,Out ofHours,Out ofHours
10/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
10/05/2023,LS12 4,,DOG BARKING,Out ofHours,Out ofHours
10/05/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
10/05/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS10 3,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS7 1,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/05/2023,LS4 2,LS4 2,PARTY,Out ofHours,Out ofHours
11/05/2023,LS7 2,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS17 6,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/05/2023,LS25 2,LS25 2,ALARM,Out ofHours,Out ofHours
11/05/2023,LS4 2,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS9 7,,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS15 0,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS12 1,,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
11/05/2023,LS6 2,,TV,Out ofHours,Out ofHours
11/05/2023,LS21 1,,DOG BARKING,Out ofHours,Out ofHours
11/05/2023,LS6 1,,SHOUTING,Out ofHours,Out ofHours
11/05/2023,LS12 4,LS12 4,DOG BARKING,Out ofHours,Out ofHours
11/05/2023,LS6 1,LS6 1,TV,Out ofHours,Out ofHours
12/05/2023,LS17 6,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS2 7,LS2 7,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
12/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS4 2,LS4 2,DIY,Out ofHours,Out ofHours
12/05/2023,LS6 2,LS6 2,SHOUTING,Out ofHours,Out ofHours
12/05/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
12/05/2023,LS19 7,LS19 7,SHOUTING,Out ofHours,Out ofHours
12/05/2023,LS19 7,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS9 9,,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS12 5,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS11 6,,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/05/2023,LS1 4,LS11 5,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS12 3,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS14 2,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS16 5,LS16 5,SHOUTING,Out ofHours,Out ofHours
12/05/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS2 9,LS2 9,TV,Out ofHours,Out ofHours
12/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS11 6,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
12/05/2023,LS2 7,,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS16 7,LS16 7,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 2,LS6 2,SHOUTING,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS26 0,LS26 0,TV,Out ofHours,Out ofHours
13/05/2023,LS12 3,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS16 5,,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,,LS6 3,BUILDING SITE,Out ofHours,Out ofHours
13/05/2023,LS6 2,LS6 2,PARTY,Out ofHours,Out ofHours
13/05/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/05/2023,LS12 3,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS9 8,LS9 8,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,WF3 1,WF3 1,DIY,Out ofHours,Out ofHours
13/05/2023,LS13 1,LS13 1,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS23 6,LS23 6,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS26 0,LS26 0,DOG BARKING,Out ofHours,Out ofHours
13/05/2023,LS15 7,LS15 7,ALARM,Out ofHours,Out ofHours
13/05/2023,LS26 0,LS26 0,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS11 0,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 3,,PARTY,Out ofHours,Out ofHours
13/05/2023,LS7 3,,SHOUTING,Out ofHours,Out ofHours
13/05/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
13/05/2023,LS11 6,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS12 3,LS12 3,PARTY,Out ofHours,Out ofHours
13/05/2023,LS25 1,LS25 1,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS19 6,LS19 6,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
13/05/2023,LS28 6,LS28 6,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS1 2,,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS7 4,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS11 6,,LOUD MUSIC,Out ofHours,Out ofHours
13/05/2023,LS12 3,LS12 3,PARTY,Out ofHours,Out ofHours
13/05/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
