Created,post code,Noise type,Sr_Num,Enq_Type
15/03/2017 00:26,LS8 3,MUSIC,OutofHours,OutofHours
14/03/2017 23:39,LS9 7,SHOUTING,OutofHours,OutofHours
14/03/2017 23:07,LS1 5,MUSIC,OutofHours,OutofHours
14/03/2017 22:50,LS9 7,MUSIC,OutofHours,OutofHours
14/03/2017 21:56,LS9 6,MUSIC,OutofHours,OutofHours
14/03/2017 21:45,LS17 6,ALARM,OutofHours,OutofHours
14/03/2017 21:30,LS9 8,SHOUTING,OutofHours,OutofHours
14/03/2017 20:41,LS12 1,DOG BARKING,OutofHours,OutofHours
14/03/2017 20:30,LS10 4,SHOUTING,OutofHours,OutofHours
14/03/2017 19:18,LS28 8,ALARM,OutofHours,OutofHours
14/03/2017 09:38,LS17 8,MUSIC,OutofHours,OutofHours
14/03/2017 07:33,LS14 1,,OutofHours,OutofHours
14/03/2017 06:47,LS16 5,MUSIC,OutofHours,OutofHours
14/03/2017 04:42,LS 27 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
14/03/2017 01:53,LS8 5,PARTY,OutofHours,OutofHours
14/03/2017 01:00,LS11 6,MUSIC,OutofHours,OutofHours
14/03/2017 00:42,LS10 4,MUSIC,OutofHours,OutofHours
13/03/2017 22:57,LS13 2,MUSIC,OutofHours,OutofHours
13/03/2017 21:26,LS11 7,MUSIC,OutofHours,OutofHours
13/03/2017 21:14,LS5 3,MUSIC,OutofHours,OutofHours
13/03/2017 19:52,LS11 8,MUSIC,OutofHours,OutofHours
13/03/2017 18:17,LS6 1,MUSIC,OutofHours,OutofHours
13/03/2017 18:12,LS17 6,OTHER,OutofHours,OutofHours
13/03/2017 03:18,LS7 4,ALARM,OutofHours,OutofHours
13/03/2017 00:15,LS8 3,MUSIC,OutofHours,OutofHours
12/03/2017 23:53,LS6 1,MUSIC,OutofHours,OutofHours
12/03/2017 23:35,LS9 7,MUSIC,OutofHours,OutofHours
12/03/2017 23:19,LS18 4,MUSIC,OutofHours,OutofHours
12/03/2017 23:05,LS8 5,OTHER,OutofHours,OutofHours
12/03/2017 22:32,LS14 1,MUSIC,OutofHours,OutofHours
12/03/2017 22:26,LS16 5,MUSIC,OutofHours,OutofHours
12/03/2017 21:26,LS8 5,MUSIC,OutofHours,OutofHours
12/03/2017 20:55,LS9 6,MUSIC,OutofHours,OutofHours
12/03/2017 20:13,LS26 0,MUSIC,OutofHours,OutofHours
12/03/2017 20:11,LS14 1,MUSIC,OutofHours,OutofHours
12/03/2017 19:58,LS12 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
12/03/2017 18:52,LS20 9,MUSIC,OutofHours,OutofHours
12/03/2017 18:09,LS7 4,MUSIC,OutofHours,OutofHours
12/03/2017 17:58,LS10 4,MUSIC,OutofHours,OutofHours
12/03/2017 10:55,LS6 3,MUSIC,OutofHours,OutofHours
12/03/2017 07:02,LS2 7,MUSIC,OutofHours,OutofHours
12/03/2017 06:43,LS9 6,MUSIC,OutofHours,OutofHours
12/03/2017 04:44,LS11 7,PARTY,OutofHours,OutofHours
12/03/2017 04:31,LS6 1,PARTY,OutofHours,OutofHours
12/03/2017 04:24,LS28 9,MUSIC,OutofHours,OutofHours
12/03/2017 04:14,LS9 7,PARTY,OutofHours,OutofHours
12/03/2017 03:16,LS2 7,PARTY,OutofHours,OutofHours
12/03/2017 02:01,LS16 7,PARTY,OutofHours,OutofHours
12/03/2017 01:37,LS14 6,PARTY,OutofHours,OutofHours
12/03/2017 01:23,LS9 8,PARTY,OutofHours,OutofHours
12/03/2017 01:20,LS8 5,MUSIC,OutofHours,OutofHours
12/03/2017 01:12,LS6 1,PARTY,OutofHours,OutofHours
12/03/2017 01:09,LS6 1,PARTY,OutofHours,OutofHours
12/03/2017 01:02,LS13 2,SHOUTING,OutofHours,OutofHours
12/03/2017 00:59,LS6 2,PARTY,OutofHours,OutofHours
12/03/2017 00:53,LS6 1,PARTY,OutofHours,OutofHours
12/03/2017 00:34,LS9 6,MUSIC,OutofHours,OutofHours
12/03/2017 00:31,LS9 7,MUSIC,OutofHours,OutofHours
12/03/2017 00:28,LS6 1,PARTY,OutofHours,OutofHours
12/03/2017 00:21,LS2 9,PARTY,OutofHours,OutofHours
12/03/2017 00:17,LS6 3,PARTY,OutofHours,OutofHours
12/03/2017 00:15,LS6 1,PARTY,OutofHours,OutofHours
12/03/2017 00:04,LS7 2,PARTY,OutofHours,OutofHours
12/03/2017 00:00,LS28 9,MUSIC,OutofHours,OutofHours
11/03/2017 23:50,LS28 6,MUSIC,OutofHours,OutofHours
11/03/2017 23:48,LS9 8,PARTY,OutofHours,OutofHours
11/03/2017 23:45,LS6 1,MUSIC,OutofHours,OutofHours
11/03/2017 23:36,LS25 7,MUSIC,OutofHours,OutofHours
11/03/2017 23:20,LS2 7,MUSIC,OutofHours,OutofHours
11/03/2017 23:02,LS25 4,MUSIC,OutofHours,OutofHours
11/03/2017 22:05,LS9 7,MUSIC,OutofHours,OutofHours
11/03/2017 21:47,LS14 6,MUSIC,OutofHours,OutofHours
11/03/2017 21:45,LS6 3,PARTY,OutofHours,OutofHours
11/03/2017 21:42,LS11 8,MUSIC,OutofHours,OutofHours
11/03/2017 21:30,LS12 5,MUSIC,OutofHours,OutofHours
11/03/2017 21:12,LS6 1,PARTY,OutofHours,OutofHours
11/03/2017 21:05,LS,PARTY,OutofHours,OutofHours
11/03/2017 20:47,LS15 0,SHOUTING,OutofHours,OutofHours
11/03/2017 20:33,LS12 1,MUSIC,OutofHours,OutofHours
11/03/2017 18:26,LS16 5,MUSIC,OutofHours,OutofHours
11/03/2017 16:56,LS13 4,MUSIC,OutofHours,OutofHours
11/03/2017 15:44,LS19 1,ALARM,OutofHours,OutofHours
11/03/2017 13:07,LS10 2,MUSIC,OutofHours,OutofHours
11/03/2017 12:01,LS18 5,MUSIC,OutofHours,OutofHours
11/03/2017 11:59,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11/03/2017 10:57,LS7 1,MUSIC,OutofHours,OutofHours
11/03/2017 10:29,WF3 1,MUSIC,OutofHours,OutofHours
11/03/2017 09:11,LS2 7,MUSIC,OutofHours,OutofHours
11/03/2017 08:45,LS17 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11/03/2017 08:30,LS19 6,ALARM,OutofHours,OutofHours
11/03/2017 07:40,LS2 7,MUSIC,OutofHours,OutofHours
11/03/2017 04:41,LS2 7,PARTY,OutofHours,OutofHours
11/03/2017 03:55,LS6 1,MUSIC,OutofHours,OutofHours
11/03/2017 03:23,LS6 1,PARTY,OutofHours,OutofHours
11/03/2017 03:00,LS6 1,MUSIC,OutofHours,OutofHours
11/03/2017 02:57,LS6 3,MUSIC,OutofHours,OutofHours
11/03/2017 02:55,LS6 1,PARTY,OutofHours,OutofHours
11/03/2017 02:11,LS6 1,PARTY,OutofHours,OutofHours
11/03/2017 01:55,LS6 1,MUSIC,OutofHours,OutofHours
11/03/2017 01:55,LS9 7,MUSIC,OutofHours,OutofHours
11/03/2017 01:44,LS11 7,MUSIC,OutofHours,OutofHours
11/03/2017 01:40,LS12 4,PARTY,OutofHours,OutofHours
11/03/2017 01:15,LS27 9,MUSIC,OutofHours,OutofHours
11/03/2017 00:54,LS27 9,MUSIC,OutofHours,OutofHours
11/03/2017 00:47,WF3 1,OTHER,OutofHours,OutofHours
11/03/2017 00:45,LS6 1,MUSIC,OutofHours,OutofHours
11/03/2017 00:41,LS13 4,MUSIC,OutofHours,OutofHours
11/03/2017 00:39,LS16 5,MUSIC,OutofHours,OutofHours
11/03/2017 00:38,LS21 3,MUSIC,OutofHours,OutofHours
11/03/2017 00:06,LS9 6,MUSIC,OutofHours,OutofHours
10/03/2017 23:55,LS2 9,PARTY,OutofHours,OutofHours
10/03/2017 23:47,LS11 7,MUSIC,OutofHours,OutofHours
10/03/2017 23:15,LS2 9,MUSIC,OutofHours,OutofHours
10/03/2017 23:11,LS13 2,MUSIC,OutofHours,OutofHours
10/03/2017 21:26,LS16 7,MUSIC,OutofHours,OutofHours
10/03/2017 21:22,LS13 2,SHOUTING,OutofHours,OutofHours
10/03/2017 19:57,LS17 6,OTHER,OutofHours,OutofHours
10/03/2017 19:24,LS6 3,MUSIC,OutofHours,OutofHours
10/03/2017 19:15,LS13 4,MUSIC,OutofHours,OutofHours
10/03/2017 18:29,LS13 4,ALARM,OutofHours,OutofHours
10/03/2017 18:16,LS13 4,MUSIC,OutofHours,OutofHours
10/03/2017 09:02,LS6 3J,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
10/03/2017 00:52,LS17 6,SHOUTING,OutofHours,OutofHours
10/03/2017 00:29,LS27 8,SHOUTING,OutofHours,OutofHours
10/03/2017 00:19,LS6 1,MUSIC,OutofHours,OutofHours
09/03/2017 23:59,LS6 3,MUSIC,OutofHours,OutofHours
09/03/2017 23:24,LS5 3,SHOUTING,OutofHours,OutofHours
09/03/2017 23:00,LS6 1,SHOUTING,OutofHours,OutofHours
09/03/2017 22:33,LS6 3,MUSIC,OutofHours,OutofHours
09/03/2017 22:20,LS16 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
09/03/2017 21:50,LS13 4,MUSIC,OutofHours,OutofHours
09/03/2017 21:47,LS8 1,MUSIC,OutofHours,OutofHours
09/03/2017 20:53,LS8 3,MUSIC,OutofHours,OutofHours
09/03/2017 20:16,LS4 2,PARTY,OutofHours,OutofHours
09/03/2017 19:00,LS10 2,DOG BARKING,OutofHours,OutofHours
09/03/2017 18:56,LS11 6,MUSIC,OutofHours,OutofHours
09/03/2017 18:42,LS17 6,OTHER,OutofHours,OutofHours
09/03/2017 18:15,LS13 4,MUSIC,OutofHours,OutofHours
09/03/2017 18:06,LS20 9,MUSIC,OutofHours,OutofHours
09/03/2017 03:17,LS6 1,MUSIC,OutofHours,OutofHours
09/03/2017 03:13,LS13 4,MUSIC,OutofHours,OutofHours
09/03/2017 01:55,LS13 4,MUSIC,OutofHours,OutofHours
09/03/2017 00:53,LS17 7,MUSIC,OutofHours,OutofHours
09/03/2017 00:45,LS6 3,MUSIC,OutofHours,OutofHours
09/03/2017 00:20,LS5 3,MUSIC,OutofHours,OutofHours
09/03/2017 00:07,LS16 5,MUSIC,OutofHours,OutofHours
09/03/2017 00:02,LS10 3,MUSIC,OutofHours,OutofHours
08/03/2017 23:40,LS9 7,MUSIC,OutofHours,OutofHours
08/03/2017 23:35,LS25 1,OTHER,OutofHours,OutofHours
08/03/2017 22:55,LS6 1,MUSIC,OutofHours,OutofHours
08/03/2017 22:50,LS4 2,MUSIC,OutofHours,OutofHours
08/03/2017 22:32,LS6 1,PARTY,OutofHours,OutofHours
08/03/2017 22:29,LS6 3,PARTY,OutofHours,OutofHours
08/03/2017 22:23,LS6 1,SHOUTING,OutofHours,OutofHours
08/03/2017 22:18,LS6 1,SHOUTING,OutofHours,OutofHours
08/03/2017 20:57,LS6 3,MUSIC,OutofHours,OutofHours
08/03/2017 20:56,LS28 5,MUSIC,OutofHours,OutofHours
08/03/2017 19:00,LS6 1,MUSIC,OutofHours,OutofHours
08/03/2017 18:54,LS4 2,ALARM,OutofHours,OutofHours
08/03/2017 18:50,LS8 1,MUSIC,OutofHours,OutofHours
08/03/2017 18:12,LS20 9,MUSIC,OutofHours,OutofHours
08/03/2017 09:09,LS3 1,MUSIC,OutofHours,OutofHours
08/03/2017 05:13,LS11 7,MUSIC,OutofHours,OutofHours
08/03/2017 05:07,LS27 9,MUSIC,OutofHours,OutofHours
08/03/2017 04:08,LS8 1,MUSIC,OutofHours,OutofHours
08/03/2017 03:31,LS8 5,MUSIC,OutofHours,OutofHours
08/03/2017 02:40,LS22 6,MUSIC,OutofHours,OutofHours
08/03/2017 00:16,WF3 1,OTHER,OutofHours,OutofHours
07/03/2017 22:12,LS6 3,MUSIC,OutofHours,OutofHours
07/03/2017 22:07,LS12 1,DOG BARKING,OutofHours,OutofHours
07/03/2017 22:00,LS28 5,MUSIC,OutofHours,OutofHours
07/03/2017 21:47,LS22 5,OTHER,OutofHours,OutofHours
07/03/2017 20:23,LS28 5,MUSIC,OutofHours,OutofHours
07/03/2017 19:52,LS25 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
07/03/2017 18:34,LS8 3,MUSIC,OutofHours,OutofHours
07/03/2017 18:07,LS28 5,MUSIC,OutofHours,OutofHours
07/03/2017 08:54,LS27 7,MUSIC,OutofHours,OutofHours
07/03/2017 08:34,LS27 7,MUSIC,OutofHours,OutofHours
07/03/2017 07:25,LS27 7,MUSIC,OutofHours,OutofHours
07/03/2017 02:53,LS1 3,ALARM,OutofHours,OutofHours
07/03/2017 02:05,LS2 7,MUSIC,OutofHours,OutofHours
07/03/2017 01:42,LS11 9,MUSIC,OutofHours,OutofHours
07/03/2017 01:39,LS4 2,MUSIC,OutofHours,OutofHours
07/03/2017 00:58,#VALUE!,,OutofHours,OutofHours
07/03/2017 00:54,LS16 5,MUSIC,OutofHours,OutofHours
07/03/2017 00:34,LS6 3,MUSIC,OutofHours,OutofHours
07/03/2017 00:20,WF3 1,OTHER,OutofHours,OutofHours
07/03/2017 00:14,LS4 2,MUSIC,OutofHours,OutofHours
07/03/2017 00:05,LS9 8,MUSIC,OutofHours,OutofHours
07/03/2017 00:01,LS10 4,TV,OutofHours,OutofHours
06/03/2017 23:33,LS15 0,MUSIC,OutofHours,OutofHours
06/03/2017 23:15,LS7 3,OTHER,OutofHours,OutofHours
06/03/2017 23:04,LS8 5,MUSIC,OutofHours,OutofHours
06/03/2017 22:29,LS8 1,MUSIC,OutofHours,OutofHours
06/03/2017 21:51,LS10 1,MUSIC,OutofHours,OutofHours
06/03/2017 21:29,LS13 3,MUSIC,OutofHours,OutofHours
06/03/2017 21:25,LS12 3,DOG BARKING,OutofHours,OutofHours
06/03/2017 20:46,LS8 1,MUSIC,OutofHours,OutofHours
06/03/2017 02:35,LS10 4,SHOUTING,OutofHours,OutofHours
06/03/2017 02:05,LS16 5,TV,OutofHours,OutofHours
06/03/2017 01:44,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
06/03/2017 01:09,LS14 6,MUSIC,OutofHours,OutofHours
06/03/2017 01:05,LS27 9,MUSIC,OutofHours,OutofHours
06/03/2017 00:51,LS6 1,SHOUTING,OutofHours,OutofHours
05/03/2017 23:44,LS4 2,MUSIC,OutofHours,OutofHours
05/03/2017 23:36,LS14 6,MUSIC,OutofHours,OutofHours
05/03/2017 23:32,LS9 7,MUSIC,OutofHours,OutofHours
05/03/2017 21:58,LS8 5,MUSIC,OutofHours,OutofHours
05/03/2017 18:30,LS11 7,MUSIC,OutofHours,OutofHours
05/03/2017 18:04,LS13 4,MUSIC,OutofHours,OutofHours
05/03/2017 12:51,LS62,PARTY,OutofHours,OutofHours
05/03/2017 09:47,LS101,OTHER,OutofHours,OutofHours
05/03/2017 07:53,LS6 2,MUSIC,OutofHours,OutofHours
05/03/2017 07:24,LS13 4,PARTY,OutofHours,OutofHours
05/03/2017 07:07,LS16 5,MUSIC,OutofHours,OutofHours
05/03/2017 05:31,LS6 1,MUSIC,OutofHours,OutofHours
05/03/2017 05:03,LS125,MUSIC,OutofHours,OutofHours
05/03/2017 03:24,LS6 1,PARTY,OutofHours,OutofHours
05/03/2017 03:09,LS3 1,MUSIC,OutofHours,OutofHours
05/03/2017 03:02,LS11 6,MUSIC,OutofHours,OutofHours
05/03/2017 02:56,LS11 0,SHOUTING,OutofHours,OutofHours
05/03/2017 02:40,LS6 1,PARTY,OutofHours,OutofHours
05/03/2017 02:36,LS6 1,MUSIC,OutofHours,OutofHours
05/03/2017 01:46,LS17 7,PARTY,OutofHours,OutofHours
05/03/2017 01:42,LS12 3,MUSIC,OutofHours,OutofHours
05/03/2017 01:32,LS6 4,MUSIC,OutofHours,OutofHours
05/03/2017 01:24,LS13 2,PARTY,OutofHours,OutofHours
05/03/2017 01:09,LS1 4,MUSIC,OutofHours,OutofHours
05/03/2017 01:05,LS12 5,MUSIC,OutofHours,OutofHours
05/03/2017 01:00,LS17 7,PARTY,OutofHours,OutofHours
05/03/2017 00:46,LS10 4,SHOUTING,OutofHours,OutofHours
05/03/2017 00:41,LS8 1,MUSIC,OutofHours,OutofHours
05/03/2017 00:35,LS6 2,PARTY,OutofHours,OutofHours
04/03/2017 23:58,LS8 1,PARTY,OutofHours,OutofHours
04/03/2017 23:54,LS1 4,MUSIC,OutofHours,OutofHours
04/03/2017 23:49,LS7 3,PARTY,OutofHours,OutofHours
04/03/2017 23:45,LS6 2,PARTY,OutofHours,OutofHours
04/03/2017 23:26,LS13 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
04/03/2017 23:16,LS8 4A,MUSIC,OutofHours,OutofHours
04/03/2017 23:01,LS12 2,MUSIC,OutofHours,OutofHours
04/03/2017 22:54,LS18 4,MUSIC,OutofHours,OutofHours
04/03/2017 22:44,LS10 4,MUSIC,OutofHours,OutofHours
04/03/2017 22:28,LS6 1,PARTY,OutofHours,OutofHours
04/03/2017 22:19,LS14 6,MUSIC,OutofHours,OutofHours
04/03/2017 21:55,LS14 1,MUSIC,OutofHours,OutofHours
04/03/2017 21:31,LS11 6,MUSIC,OutofHours,OutofHours
04/03/2017 20:16,LS15 7,DOG BARKING,OutofHours,OutofHours
04/03/2017 20:01,LS14 6,MUSIC,OutofHours,OutofHours
04/03/2017 19:25,WF3 2,DOG BARKING,OutofHours,OutofHours
04/03/2017 17:11,LS28 5,MUSIC,OutofHours,OutofHours
04/03/2017 17:05,LS12 2,MUSIC,OutofHours,OutofHours
04/03/2017 16:51,LS11 8,MUSIC,OutofHours,OutofHours
04/03/2017 13:37,LS13 2,MUSIC,OutofHours,OutofHours
04/03/2017 11:43,LS27 7,ALARM,OutofHours,OutofHours
04/03/2017 08:51,LS16 5,MUSIC,OutofHours,OutofHours
04/03/2017 08:31,#VALUE!,PARTY,OutofHours,OutofHours
04/03/2017 04:24,LS29,PARTY,OutofHours,OutofHours
04/03/2017 03:52,LS31,PARTY,OutofHours,OutofHours
04/03/2017 03:47,LS61,PARTY,OutofHours,OutofHours
04/03/2017 03:36,LS6 1,MUSIC,OutofHours,OutofHours
04/03/2017 03:13,LS14 5,MUSIC,OutofHours,OutofHours
04/03/2017 03:07,LS27 8,MUSIC,OutofHours,OutofHours
04/03/2017 03:03,LS9 0,SHOUTING,OutofHours,OutofHours
04/03/2017 01:34,LS9 0,MUSIC,OutofHours,OutofHours
04/03/2017 01:29,LS6 1,MUSIC,OutofHours,OutofHours
04/03/2017 01:25,LS6 2,MUSIC,OutofHours,OutofHours
04/03/2017 01:14,LS26 0,MUSIC,OutofHours,OutofHours
04/03/2017 01:10,LS9 0,MUSIC,OutofHours,OutofHours
04/03/2017 01:06,LS9 0,SHOUTING,OutofHours,OutofHours
04/03/2017 00:42,LS7 4,PARTY,OutofHours,OutofHours
04/03/2017 00:38,LS6 1,PARTY,OutofHours,OutofHours
04/03/2017 00:34,LS6 2,PARTY,OutofHours,OutofHours
04/03/2017 00:30,WF3 1,OTHER,OutofHours,OutofHours
04/03/2017 00:25,WF3 1,SHOUTING,OutofHours,OutofHours
04/03/2017 00:19,LS7 3,SHOUTING,OutofHours,OutofHours
03/03/2017 23:43,LS13 4,MUSIC,OutofHours,OutofHours
03/03/2017 23:38,LS6 1,PARTY,OutofHours,OutofHours
03/03/2017 23:33,LS9 6,SHOUTING,OutofHours,OutofHours
03/03/2017 23:14,LS22 7,MUSIC,OutofHours,OutofHours
03/03/2017 22:56,LS26 8,MUSIC,OutofHours,OutofHours
03/03/2017 22:30,LS5 3,MUSIC,OutofHours,OutofHours
03/03/2017 20:02,LS6 3,MUSIC,OutofHours,OutofHours
03/03/2017 19:28,LS12 5N,PARTY,OutofHours,OutofHours
03/03/2017 18:19,LS15 0,MUSIC,OutofHours,OutofHours
03/03/2017 18:11,LS9 7,MUSIC,OutofHours,OutofHours
03/03/2017 04:45,LS22 5,SHOUTING,OutofHours,OutofHours
03/03/2017 04:39,LS6 1,MUSIC,OutofHours,OutofHours
03/03/2017 03:57,LS11 9,MUSIC,OutofHours,OutofHours
03/03/2017 03:41,LS13 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
03/03/2017 02:45,LS6 4,MUSIC,OutofHours,OutofHours
03/03/2017 01:22,LS14 6,MUSIC,OutofHours,OutofHours
03/03/2017 01:11,LS13 2,MUSIC,OutofHours,OutofHours
03/03/2017 00:22,WF3 1,OTHER,OutofHours,OutofHours
02/03/2017 23:09,LS17 6,MUSIC,OutofHours,OutofHours
02/03/2017 23:01,LS4 2,MUSIC,OutofHours,OutofHours
02/03/2017 22:25,LS12 5,MUSIC,OutofHours,OutofHours
02/03/2017 21:03,LS16 5,,OutofHours,OutofHours
02/03/2017 20:01,WF3 2E,DOG BARKING,OutofHours,OutofHours
02/03/2017 18:55,LS27 9,MUSIC,OutofHours,OutofHours
02/03/2017 00:49,LS10 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
02/03/2017 00:46,LS4 2,MUSIC,OutofHours,OutofHours
02/03/2017 00:39,WF3 1,OTHER,OutofHours,OutofHours
02/03/2017 00:09,LS9 7,MUSIC,OutofHours,OutofHours
01/03/2017 23:48,LS9 6,DOG BARKING,OutofHours,OutofHours
01/03/2017 23:43,LS8 2,DOG BARKING,OutofHours,OutofHours
01/03/2017 23:30,#VALUE!,,OutofHours,OutofHours
01/03/2017 23:26,LS6 2,MUSIC,OutofHours,OutofHours
01/03/2017 22:11,LS10,MUSIC,OutofHours,OutofHours
01/03/2017 21:40,LS28 5,MUSIC,OutofHours,OutofHours
01/03/2017 21:14,LS16 7,SHOUTING,OutofHours,OutofHours
01/03/2017 21:10,LS9 7,MUSIC,OutofHours,OutofHours
01/03/2017 16:16,LS6 2,ALARM,OutofHours,OutofHours
01/03/2017 06:31,LS6 1,MUSIC,OutofHours,OutofHours
01/03/2017 03:57,LS14 5,MUSIC,OutofHours,OutofHours
01/03/2017 00:07,LS14 2,MUSIC,OutofHours,OutofHours
01/03/2017 00:00,LS17 5,OTHER,OutofHours,OutofHours
28/02/2017 23:32,LS6 1,MUSIC,OutofHours,OutofHours
28/02/2017 23:28,LS26 0,MUSIC,OutofHours,OutofHours
28/02/2017 23:25,LS8 3,DOG BARKING,OutofHours,OutofHours
28/02/2017 23:21,LS13 4,MUSIC,OutofHours,OutofHours
28/02/2017 22:38,LS28 5,MUSIC,OutofHours,OutofHours
28/02/2017 21:55,LS13 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
28/02/2017 18:24,Ls13 4,ALARM,OutofHours,OutofHours
28/02/2017 18:03,LS13 4,MUSIC,OutofHours,OutofHours
28/02/2017 08:43,LS175,MUSIC,OutofHours,OutofHours
28/02/2017 03:05,LS14 6,MUSIC,OutofHours,OutofHours
28/02/2017 01:32,LS11 8,DOG BARKING,OutofHours,OutofHours
28/02/2017 00:48,LS11 6,MUSIC,OutofHours,OutofHours
28/02/2017 00:24,LS11 6,MUSIC,OutofHours,OutofHours
28/02/2017 00:13,LS8 7,MUSIC,OutofHours,OutofHours
28/02/2017 00:10,LS,MUSIC,OutofHours,OutofHours
27/02/2017 23:38,LS10 4,MUSIC,OutofHours,OutofHours
27/02/2017 23:26,LS14 5,MUSIC,OutofHours,OutofHours
27/02/2017 23:06,LS11 5,DOG BARKING,OutofHours,OutofHours
27/02/2017 22:49,L,PARTY,OutofHours,OutofHours
27/02/2017 21:59,LS13 4,MUSIC,OutofHours,OutofHours
27/02/2017 21:41,LS6 2,ALARM,OutofHours,OutofHours
27/02/2017 21:34,WF5 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
27/02/2017 20:29,LS13 4,MUSIC,OutofHours,OutofHours
27/02/2017 20:25,LS9 0,SHOUTING,OutofHours,OutofHours
27/02/2017 20:07,LS11 9,DIY,OutofHours,OutofHours
27/02/2017 20:01,LS28 5,MUSIC,OutofHours,OutofHours
27/02/2017 19:41,LS28 5,MUSIC,OutofHours,OutofHours
27/02/2017 19:26,LS7 2,MUSIC,OutofHours,OutofHours
27/02/2017 18:13,LS10 2,MUSIC,OutofHours,OutofHours
27/02/2017 06:44,LS26 5,MUSIC,OutofHours,OutofHours
27/02/2017 02:11,LS17 6,TV,OutofHours,OutofHours
27/02/2017 01:26,LS10 3,MUSIC,OutofHours,OutofHours
27/02/2017 00:21,#VALUE!,PARTY,OutofHours,OutofHours
26/02/2017 22:21,LS6 1,MUSIC,OutofHours,OutofHours
26/02/2017 22:18,LS8 4,DOG BARKING,OutofHours,OutofHours
26/02/2017 21:35,LS8 3,MUSIC,OutofHours,OutofHours
26/02/2017 20:07,LS15 0,OTHER,OutofHours,OutofHours
26/02/2017 18:55,LS14 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
26/02/2017 18:53,LS17 6,ALARM,OutofHours,OutofHours
26/02/2017 18:48,LS18 4,MUSIC,OutofHours,OutofHours
26/02/2017 18:34,LS10 4,ALARM,OutofHours,OutofHours
26/02/2017 18:09,LS8 3,DOG BARKING,OutofHours,OutofHours
26/02/2017 17:45,LS7 4,MUSIC,OutofHours,OutofHours
26/02/2017 17:17,LS13 2,MUSIC,OutofHours,OutofHours
26/02/2017 17:07,LS8 3,MUSIC,OutofHours,OutofHours
26/02/2017 13:50,LS26 0,MUSIC,OutofHours,OutofHours
26/02/2017 11:57,LS11 9,MUSIC,OutofHours,OutofHours
26/02/2017 08:23,LS11 6,MUSIC,OutofHours,OutofHours
26/02/2017 07:48,LS16 5,MUSIC,OutofHours,OutofHours
26/02/2017 05:24,LS1 3,MUSIC,OutofHours,OutofHours
26/02/2017 05:01,LS9 7,MUSIC,OutofHours,OutofHours
26/02/2017 04:36,LS6 1,MUSIC,OutofHours,OutofHours
26/02/2017 04:18,LS17 4,MUSIC,OutofHours,OutofHours
26/02/2017 03:59,LS6 1,MUSIC,OutofHours,OutofHours
26/02/2017 03:23,LS6 1,MUSIC,OutofHours,OutofHours
26/02/2017 03:07,LS6 3,SHOUTING,OutofHours,OutofHours
26/02/2017 02:57,LS12 6,MUSIC,OutofHours,OutofHours
26/02/2017 02:48,LS28 5,SHOUTING,OutofHours,OutofHours
26/02/2017 02:22,LS9 6,MUSIC,OutofHours,OutofHours
26/02/2017 02:01,LS12 3,MUSIC,OutofHours,OutofHours
26/02/2017 01:57,LS6 3,MUSIC,OutofHours,OutofHours
26/02/2017 01:39,LS12 1,MUSIC,OutofHours,OutofHours
26/02/2017 00:53,LS9 7,MUSIC,OutofHours,OutofHours
26/02/2017 00:35,LS6 1,MUSIC,OutofHours,OutofHours
26/02/2017 00:29,LS14 6,MUSIC,OutofHours,OutofHours
26/02/2017 00:25,LS6 1,MUSIC,OutofHours,OutofHours
26/02/2017 00:22,LS1 4,MUSIC,OutofHours,OutofHours
26/02/2017 00:17,#VALUE!,DOG BARKING,OutofHours,OutofHours
26/02/2017 00:05,LS4 2,MUSIC,OutofHours,OutofHours
26/02/2017 00:01,LS11 5,MUSIC,OutofHours,OutofHours
25/02/2017 23:52,LS26 0,PARTY,OutofHours,OutofHours
25/02/2017 23:47,LS13 1,PARTY,OutofHours,OutofHours
25/02/2017 23:42,LS7 3,MUSIC,OutofHours,OutofHours
25/02/2017 23:32,#VALUE!,DOG BARKING,OutofHours,OutofHours
25/02/2017 23:23,LS7 2,MUSIC,OutofHours,OutofHours
25/02/2017 23:16,LS6 3,MUSIC,OutofHours,OutofHours
25/02/2017 23:12,LS9 6,MUSIC,OutofHours,OutofHours
25/02/2017 22:57,LS7 4,MUSIC,OutofHours,OutofHours
