Created,post code,Noise type,Sr_Num,Enq_Type
25/02/2017 22:14,LS25 3,MUSIC,OutofHours,OutofHours
25/02/2017 22:05,LS28 5,MUSIC,OutofHours,OutofHours
25/02/2017 21:54,LS9 7,MUSIC,OutofHours,OutofHours
25/02/2017 21:50,LS11 8,MUSIC,OutofHours,OutofHours
25/02/2017 21:44,LS11 7,PARTY,OutofHours,OutofHours
25/02/2017 21:08,LS17 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
25/02/2017 18:33,LS1 4,MUSIC,OutofHours,OutofHours
25/02/2017 15:57,LS13 2,MUSIC,OutofHours,OutofHours
25/02/2017 15:23,LS8 3,MUSIC,OutofHours,OutofHours
25/02/2017 07:52,LS16 5,MUSIC,OutofHours,OutofHours
25/02/2017 06:12,LS4 2,PARTY,OutofHours,OutofHours
25/02/2017 05:10,LS6 1,MUSIC,OutofHours,OutofHours
25/02/2017 05:00,LS62,MUSIC,OutofHours,OutofHours
25/02/2017 02:25,LS11 8,MUSIC,OutofHours,OutofHours
25/02/2017 02:14,LS6 1,MUSIC,OutofHours,OutofHours
25/02/2017 02:03,LS6 3,MUSIC,OutofHours,OutofHours
25/02/2017 01:54,L,MUSIC,OutofHours,OutofHours
25/02/2017 01:50,#VALUE!,,OutofHours,OutofHours
25/02/2017 01:43,LS8 2,MUSIC,OutofHours,OutofHours
25/02/2017 01:31,LS6 1,MUSIC,OutofHours,OutofHours
25/02/2017 01:27,LS3 1,MUSIC,OutofHours,OutofHours
25/02/2017 01:15,#VALUE!,,OutofHours,OutofHours
25/02/2017 01:07,LS16 5,MUSIC,OutofHours,OutofHours
25/02/2017 00:57,LS28 5,MUSIC,OutofHours,OutofHours
25/02/2017 00:31,LS13 1,SHOUTING,OutofHours,OutofHours
25/02/2017 00:11,LS9 7,MUSIC,OutofHours,OutofHours
25/02/2017 00:07,LS6 1,MUSIC,OutofHours,OutofHours
24/02/2017 23:58,LS6 1,MUSIC,OutofHours,OutofHours
24/02/2017 23:52,LS9 8,MUSIC,OutofHours,OutofHours
24/02/2017 23:32,LS8 3,MUSIC,OutofHours,OutofHours
24/02/2017 23:24,LS6 1,MUSIC,OutofHours,OutofHours
24/02/2017 23:18,LS11 0,MUSIC,OutofHours,OutofHours
24/02/2017 23:14,LS4 2,MUSIC,OutofHours,OutofHours
24/02/2017 22:29,LS16 6,MUSIC,OutofHours,OutofHours
24/02/2017 22:04,LS11 6,DIY,OutofHours,OutofHours
24/02/2017 21:30,LS28 5,MUSIC,OutofHours,OutofHours
24/02/2017 21:26,LS10 3,DOG BARKING,OutofHours,OutofHours
24/02/2017 21:22,LS17 6,MUSIC,OutofHours,OutofHours
24/02/2017 20:27,LS8 3,MUSIC,OutofHours,OutofHours
24/02/2017 20:15,LS17 6,MUSIC,OutofHours,OutofHours
24/02/2017 19:53,LS9 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
24/02/2017 19:48,LS8 3,MUSIC,OutofHours,OutofHours
24/02/2017 19:30,LS13 2,MUSIC,OutofHours,OutofHours
24/02/2017 18:41,LS9 8,MUSIC,OutofHours,OutofHours
24/02/2017 05:58,LS11 0,MUSIC,OutofHours,OutofHours
24/02/2017 04:04,LS17 9,DOG BARKING,OutofHours,OutofHours
24/02/2017 02:38,WF3 1,OTHER,OutofHours,OutofHours
24/02/2017 02:28,#VALUE!,,OutofHours,OutofHours
24/02/2017 01:48,LS2 9,PARTY,OutofHours,OutofHours
24/02/2017 01:43,LS13 3,MUSIC,OutofHours,OutofHours
24/02/2017 01:13,LS9 7,MUSIC,OutofHours,OutofHours
23/02/2017 23:42,LS6 1,MUSIC,OutofHours,OutofHours
23/02/2017 23:37,LS6 1,MUSIC,OutofHours,OutofHours
23/02/2017 23:31,LS28 5,MUSIC,OutofHours,OutofHours
23/02/2017 21:57,LS7 1,MUSIC,OutofHours,OutofHours
23/02/2017 21:13,LS7 4,ALARM,OutofHours,OutofHours
23/02/2017 19:34,LS25 3,MUSIC,OutofHours,OutofHours
23/02/2017 19:15,LS11 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
23/02/2017 18:34,LS16 5,ALARM,OutofHours,OutofHours
23/02/2017 18:12,LS25 3,MUSIC,OutofHours,OutofHours
23/02/2017 18:06,LS14 6,MUSIC,OutofHours,OutofHours
23/02/2017 07:56,#VALUE!,,OutofHours,OutofHours
23/02/2017 07:22,LS16 5,MUSIC,OutofHours,OutofHours
23/02/2017 05:59,LS6 1,MUSIC,OutofHours,OutofHours
23/02/2017 03:50,LS6 1,ALARM,OutofHours,OutofHours
22/02/2017 23:56,LS6 3,SHOUTING,OutofHours,OutofHours
22/02/2017 23:50,LS6 1,ALARM,OutofHours,OutofHours
22/02/2017 22:28,WF3 1,PARTY,OutofHours,OutofHours
22/02/2017 22:20,LS15 7,DOG BARKING,OutofHours,OutofHours
22/02/2017 22:14,LS11 6,DIY,OutofHours,OutofHours
22/02/2017 22:11,LS25 3,MUSIC,OutofHours,OutofHours
22/02/2017 21:47,LS9 7,MUSIC,OutofHours,OutofHours
22/02/2017 21:37,LS9 7,MUSIC,OutofHours,OutofHours
22/02/2017 20:57,LS8 3,DOG BARKING,OutofHours,OutofHours
22/02/2017 20:53,WF3 1,PARTY,OutofHours,OutofHours
22/02/2017 20:31,LS6 1,MUSIC,OutofHours,OutofHours
22/02/2017 20:27,LS9 7,MUSIC,OutofHours,OutofHours
22/02/2017 19:23,LS6 1,MUSIC,OutofHours,OutofHours
22/02/2017 18:54,LS11 5,MUSIC,OutofHours,OutofHours
22/02/2017 05:22,LS10 4,SHOUTING,OutofHours,OutofHours
22/02/2017 04:58,LS22 5,ALARM,OutofHours,OutofHours
22/02/2017 04:46,LS6 1,PARTY,OutofHours,OutofHours
22/02/2017 02:58,LS10 4,SHOUTING,OutofHours,OutofHours
22/02/2017 00:50,LS6 1,PARTY,OutofHours,OutofHours
22/02/2017 00:23,LS11 6,MUSIC,OutofHours,OutofHours
22/02/2017 00:09,LS6 1,PARTY,OutofHours,OutofHours
22/02/2017 00:04,LS10 4,SHOUTING,OutofHours,OutofHours
21/02/2017 22:08,LS9 0,ALARM,OutofHours,OutofHours
21/02/2017 22:02,LS1 5,MUSIC,OutofHours,OutofHours
21/02/2017 20:48,LS7 4,PARTY,OutofHours,OutofHours
21/02/2017 19:10,LS25 3,MUSIC,OutofHours,OutofHours
21/02/2017 05:33,LS11 5,,OutofHours,OutofHours
21/02/2017 04:00,LS4 2,,OutofHours,OutofHours
21/02/2017 02:44,LS16 5,SHOUTING,OutofHours,OutofHours
21/02/2017 01:34,LS11 6,SHOUTING,OutofHours,OutofHours
21/02/2017 00:38,LS11 6,MUSIC,OutofHours,OutofHours
20/02/2017 23:15,LS7 4,MUSIC,OutofHours,OutofHours
20/02/2017 23:12,LS20 9,DOG BARKING,OutofHours,OutofHours
20/02/2017 23:10,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
20/02/2017 23:06,TERRA,MUSIC,OutofHours,OutofHours
20/02/2017 23:03,LS12 3,MUSIC,OutofHours,OutofHours
20/02/2017 22:52,LS9 7,SHOUTING,OutofHours,OutofHours
20/02/2017 22:46,Ls7 4,MUSIC,OutofHours,OutofHours
20/02/2017 22:17,LS28 5,MUSIC,OutofHours,OutofHours
20/02/2017 21:22,LS2 7,ALARM,OutofHours,OutofHours
20/02/2017 21:19,LS9 0,ALARM,OutofHours,OutofHours
20/02/2017 20:48,LS10 3,SHOUTING,OutofHours,OutofHours
20/02/2017 19:50,LS12 2,ALARM,OutofHours,OutofHours
20/02/2017 19:37,LS2 7,ALARM,OutofHours,OutofHours
20/02/2017 19:26,LS2 7,ALARM,OutofHours,OutofHours
20/02/2017 18:38,LS6 1,MUSIC,OutofHours,OutofHours
20/02/2017 18:13,LS8 1,MUSIC,OutofHours,OutofHours
20/02/2017 02:26,LS6 3,MUSIC,OutofHours,OutofHours
20/02/2017 02:22,LS11 5,ALARM,OutofHours,OutofHours
20/02/2017 01:53,LS17 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
20/02/2017 01:17,LS13 2,MUSIC,OutofHours,OutofHours
20/02/2017 01:02,LS13 2,MUSIC,OutofHours,OutofHours
20/02/2017 00:51,LS6 1,MUSIC,OutofHours,OutofHours
20/02/2017 00:47,LS6 3,TV,OutofHours,OutofHours
20/02/2017 00:27,LS6 1,PARTY,OutofHours,OutofHours
20/02/2017 00:23,LS6 1,MUSIC,OutofHours,OutofHours
19/02/2017 23:05,LS17 7,DOG BARKING,OutofHours,OutofHours
19/02/2017 23:00,LS28 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19/02/2017 22:49,LS11 6,OTHER,OutofHours,OutofHours
19/02/2017 22:30,LS8 3,TV,OutofHours,OutofHours
19/02/2017 22:26,LS1 5,MUSIC,OutofHours,OutofHours
19/02/2017 22:23,LS14 5,MUSIC,OutofHours,OutofHours
19/02/2017 21:51,LS2 7,ALARM,OutofHours,OutofHours
19/02/2017 19:47,LS9 7R,SHOUTING,OutofHours,OutofHours
19/02/2017 19:46,LS15 0H,MUSIC,OutofHours,OutofHours
19/02/2017 18:30,LS6 4E,SHOUTING,OutofHours,OutofHours
19/02/2017 15:33,LS13 2,SHOUTING,OutofHours,OutofHours
19/02/2017 13:39,LS13 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19/02/2017 10:59,LS14 6,MUSIC,OutofHours,OutofHours
19/02/2017 10:16,LS13 1,MUSIC,OutofHours,OutofHours
19/02/2017 09:19,LS6 3,OTHER,OutofHours,OutofHours
19/02/2017 08:44,LS9 9,MUSIC,OutofHours,OutofHours
19/02/2017 08:36,LS6 3,MUSIC,OutofHours,OutofHours
19/02/2017 06:11,LS6 3,,OutofHours,OutofHours
19/02/2017 05:34,LS6 1,PARTY,OutofHours,OutofHours
19/02/2017 05:10,LS18 4,,OutofHours,OutofHours
19/02/2017 04:22,LS8 1,,OutofHours,OutofHours
19/02/2017 04:03,LS 9 9,,OutofHours,OutofHours
19/02/2017 03:35,LS12 2,PARTY,OutofHours,OutofHours
19/02/2017 03:05,LS6 3,MUSIC,OutofHours,OutofHours
19/02/2017 02:49,LS17 8,MUSIC,OutofHours,OutofHours
19/02/2017 02:42,LS6 3,MUSIC,OutofHours,OutofHours
19/02/2017 02:38,LS6 3,PARTY,OutofHours,OutofHours
19/02/2017 01:50,LS6 1,MUSIC,OutofHours,OutofHours
19/02/2017 01:45,LS6 2,MUSIC,OutofHours,OutofHours
19/02/2017 01:32,LS7 3,PARTY,OutofHours,OutofHours
19/02/2017 01:14,LS6 3,MUSIC,OutofHours,OutofHours
19/02/2017 01:10,LS9 6,MUSIC,OutofHours,OutofHours
19/02/2017 01:01,LS25 7,MUSIC,OutofHours,OutofHours
19/02/2017 00:55,LS6 3,PARTY,OutofHours,OutofHours
19/02/2017 00:48,LS25 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
19/02/2017 00:43,LS8 1,PARTY,OutofHours,OutofHours
19/02/2017 00:37,LS6 3,MUSIC,OutofHours,OutofHours
19/02/2017 00:26,LS6 2,MUSIC,OutofHours,OutofHours
19/02/2017 00:18,LS27 8,MUSIC,OutofHours,OutofHours
19/02/2017 00:12,LS6 1,MUSIC,OutofHours,OutofHours
19/02/2017 00:05,LS6 1,MUSIC,OutofHours,OutofHours
19/02/2017 00:00,LS6 3,MUSIC,OutofHours,OutofHours
18/02/2017 23:53,LS15 0,MUSIC,OutofHours,OutofHours
18/02/2017 23:40,LS12 4,SHOUTING,OutofHours,OutofHours
18/02/2017 23:31,LS9 6,MUSIC,OutofHours,OutofHours
18/02/2017 23:24,LS7 3,MUSIC,OutofHours,OutofHours
18/02/2017 23:11,LS13 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
18/02/2017 23:04,LS27 8,MUSIC,OutofHours,OutofHours
18/02/2017 22:50,LS12 2,MUSIC,OutofHours,OutofHours
18/02/2017 22:42,LS6 3,MUSIC,OutofHours,OutofHours
18/02/2017 22:37,LS11 6,MUSIC,OutofHours,OutofHours
18/02/2017 22:21,LS9 7,MUSIC,OutofHours,OutofHours
18/02/2017 21:58,LS6 1,MUSIC,OutofHours,OutofHours
18/02/2017 21:52,LS10 1,MUSIC,OutofHours,OutofHours
18/02/2017 21:48,LS17 6,MUSIC,OutofHours,OutofHours
18/02/2017 21:27,LS9 7,MUSIC,OutofHours,OutofHours
18/02/2017 20:47,LS14 6,MUSIC,OutofHours,OutofHours
18/02/2017 20:31,LS16 5,PARTY,OutofHours,OutofHours
18/02/2017 20:24,LS8 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
18/02/2017 19:56,LS6 3,MUSIC,OutofHours,OutofHours
18/02/2017 19:00,LS8 5,MUSIC,OutofHours,OutofHours
18/02/2017 18:01,LS18 5,MUSIC,OutofHours,OutofHours
18/02/2017 17:34,LS9 8,PARTY,OutofHours,OutofHours
18/02/2017 17:10,LS28 5,MUSIC,OutofHours,OutofHours
18/02/2017 16:11,LS11 0,DOG BARKING,OutofHours,OutofHours
18/02/2017 15:10,LS6 1,MUSIC,OutofHours,OutofHours
18/02/2017 14:55,LS13 1,MUSIC,OutofHours,OutofHours
18/02/2017 14:39,LS6 1,MUSIC,OutofHours,OutofHours
18/02/2017 12:20,LS14 5,MUSIC,OutofHours,OutofHours
18/02/2017 11:40,LS17 6,MUSIC,OutofHours,OutofHours
18/02/2017 09:35,LS13 2,MUSIC,OutofHours,OutofHours
18/02/2017 08:06,LS6 1,MUSIC,OutofHours,OutofHours
18/02/2017 05:58,LS4 2,,OutofHours,OutofHours
18/02/2017 02:55,LS6 1,MUSIC,OutofHours,OutofHours
18/02/2017 02:39,LS11 5,MUSIC,OutofHours,OutofHours
18/02/2017 02:24,LS16 5,PARTY,OutofHours,OutofHours
18/02/2017 02:21,LS12 5,DOG BARKING,OutofHours,OutofHours
18/02/2017 02:18,LS16 5,MUSIC,OutofHours,OutofHours
18/02/2017 02:15,LS12 3,PARTY,OutofHours,OutofHours
18/02/2017 02:02,LS12 2,MUSIC,OutofHours,OutofHours
18/02/2017 01:59,LS6 2,PARTY,OutofHours,OutofHours
18/02/2017 01:30,LS17 6,TV,OutofHours,OutofHours
18/02/2017 01:16,LS6 3,MUSIC,OutofHours,OutofHours
18/02/2017 01:07,LS12 2,MUSIC,OutofHours,OutofHours
18/02/2017 01:01,LS7 3,MUSIC,OutofHours,OutofHours
18/02/2017 00:54,LS27 9,PARTY,OutofHours,OutofHours
18/02/2017 00:51,LS26 0,MUSIC,OutofHours,OutofHours
18/02/2017 00:47,LS6 1,MUSIC,OutofHours,OutofHours
18/02/2017 00:43,LS6 1,PARTY,OutofHours,OutofHours
18/02/2017 00:39,LS9 9,MUSIC,OutofHours,OutofHours
18/02/2017 00:27,LS6 1,PARTY,OutofHours,OutofHours
18/02/2017 00:19,LS11 8,MUSIC,OutofHours,OutofHours
18/02/2017 00:14,LS9 7,MUSIC,OutofHours,OutofHours
18/02/2017 00:12,LS12 2,MUSIC,OutofHours,OutofHours
18/02/2017 00:06,LS9 9,MUSIC,OutofHours,OutofHours
18/02/2017 00:04,LS6 3,MUSIC,OutofHours,OutofHours
18/02/2017 00:00,LS8 3,MUSIC,OutofHours,OutofHours
17/02/2017 23:41,LS6 1,PARTY,OutofHours,OutofHours
17/02/2017 23:34,LS4 2,MUSIC,OutofHours,OutofHours
17/02/2017 23:16,LS6 3,MUSIC,OutofHours,OutofHours
17/02/2017 23:13,LS3 1,MUSIC,OutofHours,OutofHours
17/02/2017 22:16,LS9 7,MUSIC,OutofHours,OutofHours
17/02/2017 22:06,LS9 0,ALARM,OutofHours,OutofHours
17/02/2017 22:01,LS13 4,MUSIC,OutofHours,OutofHours
17/02/2017 21:43,LS28 5,MUSIC,OutofHours,OutofHours
17/02/2017 21:11,LS13 4,MUSIC,OutofHours,OutofHours
17/02/2017 21:05,LS9 0,SHOUTING,OutofHours,OutofHours
17/02/2017 20:43,LS14 6,MUSIC,OutofHours,OutofHours
17/02/2017 20:41,LS18 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
17/02/2017 20:38,LS9 9,MUSIC,OutofHours,OutofHours
17/02/2017 19:42,LS6 1,MUSIC,OutofHours,OutofHours
17/02/2017 19:31,LS26 9,BUILDING SITE,OutofHours,OutofHours
17/02/2017 18:34,LS14 5D,MUSIC,OutofHours,OutofHours
17/02/2017 03:29,LS1 5,DIY,OutofHours,OutofHours
17/02/2017 03:08,LS11 6,MUSIC,OutofHours,OutofHours
17/02/2017 02:55,LS26 8,SHOUTING,OutofHours,OutofHours
17/02/2017 02:31,Ls4 2,MUSIC,OutofHours,OutofHours
17/02/2017 00:39,LS9 6,MUSIC,OutofHours,OutofHours
17/02/2017 00:25,LS13 2,MUSIC,OutofHours,OutofHours
17/02/2017 00:19,LS8 5,MUSIC,OutofHours,OutofHours
16/02/2017 23:50,LS6 1,MUSIC,OutofHours,OutofHours
16/02/2017 23:16,LS3 1,PARTY,OutofHours,OutofHours
16/02/2017 23:00,LS6 3,MUSIC,OutofHours,OutofHours
16/02/2017 22:52,LS13 4,MUSIC,OutofHours,OutofHours
16/02/2017 22:23,LS6 3,MUSIC,OutofHours,OutofHours
16/02/2017 22:22,LS22 5,SHOUTING,OutofHours,OutofHours
16/02/2017 22:16,LS16 5,MUSIC,OutofHours,OutofHours
16/02/2017 21:34,LS1 4,SHOUTING,OutofHours,OutofHours
16/02/2017 21:21,LS11 6,MUSIC,OutofHours,OutofHours
16/02/2017 20:47,LS11 8,MUSIC,OutofHours,OutofHours
16/02/2017 19:39,LS10 4,MUSIC,OutofHours,OutofHours
16/02/2017 18:27,LS12 5,MUSIC,OutofHours,OutofHours
16/02/2017 03:49,LS252F,MUSIC,OutofHours,OutofHours
16/02/2017 03:26,LS6 2,PARTY,OutofHours,OutofHours
16/02/2017 02:20,LS12 3,TV,OutofHours,OutofHours
16/02/2017 02:14,LS6 3,MUSIC,OutofHours,OutofHours
16/02/2017 01:25,LS6 3,ALARM,OutofHours,OutofHours
16/02/2017 01:18,LS6 3,ALARM,OutofHours,OutofHours
16/02/2017 01:06,LS6 3,ALARM,OutofHours,OutofHours
16/02/2017 01:00,LS3 1,MUSIC,OutofHours,OutofHours
16/02/2017 00:44,LS3 1,MUSIC,OutofHours,OutofHours
16/02/2017 00:30,LS9 6,MUSIC,OutofHours,OutofHours
15/02/2017 23:06,LS16 6,MUSIC,OutofHours,OutofHours
15/02/2017 22:37,LS9 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
15/02/2017 22:16,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
15/02/2017 21:58,LS26 0,MUSIC,OutofHours,OutofHours
15/02/2017 21:58,LS6 3,MUSIC,OutofHours,OutofHours
15/02/2017 21:50,LS9 9,MUSIC,OutofHours,OutofHours
15/02/2017 21:37,LS7 2,MUSIC,OutofHours,OutofHours
15/02/2017 20:32,LS6 1,MUSIC,OutofHours,OutofHours
15/02/2017 19:14,LS6 1,MUSIC,OutofHours,OutofHours
15/02/2017 19:06,LS15 0,OTHER,OutofHours,OutofHours
15/02/2017 18:49,LS6 3,PARTY,OutofHours,OutofHours
15/02/2017 02:32,LS6 1,MUSIC,OutofHours,OutofHours
15/02/2017 02:20,LS13 1,MUSIC,OutofHours,OutofHours
15/02/2017 01:23,LS6 1,MUSIC,OutofHours,OutofHours
15/02/2017 01:06,LS6 1,MUSIC,OutofHours,OutofHours
15/02/2017 00:17,LS10 4,PARTY,OutofHours,OutofHours
14/02/2017 23:34,LS12 2,MUSIC,OutofHours,OutofHours
14/02/2017 23:28,LS9 6,MUSIC,OutofHours,OutofHours
14/02/2017 22:33,LS6 1,MUSIC,OutofHours,OutofHours
14/02/2017 22:17,WF3 1,MUSIC,OutofHours,OutofHours
14/02/2017 22:09,LS11 8,MUSIC,OutofHours,OutofHours
14/02/2017 21:45,LS11 7,SHOUTING,OutofHours,OutofHours
14/02/2017 21:23,LS14 5,MUSIC,OutofHours,OutofHours
14/02/2017 21:06,LS9 7,SHOUTING,OutofHours,OutofHours
14/02/2017 20:48,LS11 7,PARTY,OutofHours,OutofHours
14/02/2017 20:04,LS14 5,MUSIC,OutofHours,OutofHours
14/02/2017 19:37,LS6 2,MUSIC,OutofHours,OutofHours
14/02/2017 19:00,LS7 2,DOG BARKING,OutofHours,OutofHours
14/02/2017 18:24,LS6 4,SHOUTING,OutofHours,OutofHours
14/02/2017 02:28,LS9 6,MUSIC,OutofHours,OutofHours
14/02/2017 02:06,LS8 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
14/02/2017 00:14,LS28 5,MUSIC,OutofHours,OutofHours
13/02/2017 23:24,WF3 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
13/02/2017 23:14,LS8 5,PARTY,OutofHours,OutofHours
13/02/2017 22:51,LS6 3,ALARM,OutofHours,OutofHours
13/02/2017 22:32,LS8 5,MUSIC,OutofHours,OutofHours
13/02/2017 22:09,LS1 5,MUSIC,OutofHours,OutofHours
13/02/2017 20:58,LS9 6,MUSIC,OutofHours,OutofHours
13/02/2017 20:37,LS8 5,MUSIC,OutofHours,OutofHours
13/02/2017 20:12,LS7 2,DOG BARKING,OutofHours,OutofHours
13/02/2017 20:11,LS13 4,MUSIC,OutofHours,OutofHours
13/02/2017 20:08,LS8 5,MUSIC,OutofHours,OutofHours
13/02/2017 20:04,LS16 5,MUSIC,OutofHours,OutofHours
13/02/2017 19:43,LS25 1,DOG BARKING,OutofHours,OutofHours
13/02/2017 18:38,LS28 9,OTHER,OutofHours,OutofHours
13/02/2017 18:22,LS13 4,MUSIC,OutofHours,OutofHours
13/02/2017 13:48,LS6 1,MUSIC,OutofHours,OutofHours
13/02/2017 03:16,LS17 6,TV,OutofHours,OutofHours
13/02/2017 03:04,LS12 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
13/02/2017 02:00,LS19 6,ALARM,OutofHours,OutofHours
13/02/2017 01:09,LS9 7,MUSIC,OutofHours,OutofHours
12/02/2017 23:46,LS8 5,MUSIC,OutofHours,OutofHours
12/02/2017 22:44,LS9 6,MUSIC,OutofHours,OutofHours
12/02/2017 22:24,LS28 5,MUSIC,OutofHours,OutofHours
12/02/2017 22:17,LS26 0,MUSIC,OutofHours,OutofHours
12/02/2017 21:39,LS11 5,DOG BARKING,OutofHours,OutofHours
12/02/2017 20:48,LS26 0,MUSIC,OutofHours,OutofHours
12/02/2017 20:33,LS28 9,MUSIC,OutofHours,OutofHours
12/02/2017 20:21,LS12 4,MUSIC,OutofHours,OutofHours
12/02/2017 19:30,LS10 4,MUSIC,OutofHours,OutofHours
12/02/2017 16:32,LS10 4,ALARM,OutofHours,OutofHours
12/02/2017 16:27,LS13 1,OTHER,OutofHours,OutofHours
12/02/2017 14:04,LS17 6,MUSIC,OutofHours,OutofHours
12/02/2017 12:26,LS12 4,OTHER,OutofHours,OutofHours
12/02/2017 11:57,LS6 2,MUSIC,OutofHours,OutofHours
12/02/2017 10:28,LS6 1,MUSIC,OutofHours,OutofHours
12/02/2017 08:56,LS16 5,MUSIC,OutofHours,OutofHours
12/02/2017 05:37,LS6 1,PARTY,OutofHours,OutofHours
12/02/2017 05:02,LS9 6,MUSIC,OutofHours,OutofHours
12/02/2017 04:52,LS4 2,MUSIC,OutofHours,OutofHours
12/02/2017 03:34,LS6 1,PARTY,OutofHours,OutofHours
12/02/2017 03:19,LS6 1,PARTY,OutofHours,OutofHours
12/02/2017 03:14,LS11 8,PARTY,OutofHours,OutofHours
12/02/2017 02:55,LS16 7,MUSIC,OutofHours,OutofHours
12/02/2017 02:31,LS12 3,PARTY,OutofHours,OutofHours
12/02/2017 02:21,LS17 7,MUSIC,OutofHours,OutofHours
12/02/2017 02:17,LS6 1,MUSIC,OutofHours,OutofHours
12/02/2017 02:04,LS4 2,MUSIC,OutofHours,OutofHours
12/02/2017 01:57,LS4 2,MUSIC,OutofHours,OutofHours
12/02/2017 01:48,LS12 2,MUSIC,OutofHours,OutofHours
12/02/2017 01:19,LS6 1,MUSIC,OutofHours,OutofHours
12/02/2017 01:08,LS6 1,MUSIC,OutofHours,OutofHours
12/02/2017 01:02,LS12 3,PARTY,OutofHours,OutofHours
12/02/2017 00:41,LS6 3,MUSIC,OutofHours,OutofHours
12/02/2017 00:37,LS8 5,MUSIC,OutofHours,OutofHours
12/02/2017 00:33,LS6 3,MUSIC,OutofHours,OutofHours
12/02/2017 00:08,LS6 1,PARTY,OutofHours,OutofHours
12/02/2017 00:04,LS25 7,PARTY,OutofHours,OutofHours
11/02/2017 23:45,LS6 1,PARTY,OutofHours,OutofHours
11/02/2017 23:13,LS12 5,DOG BARKING,OutofHours,OutofHours
11/02/2017 23:09,LS12 3,PARTY,OutofHours,OutofHours
11/02/2017 22:26,LS10 3,MUSIC,OutofHours,OutofHours
11/02/2017 21:21,LS2 9,MUSIC,OutofHours,OutofHours
11/02/2017 21:10,LS17 8,PARTY,OutofHours,OutofHours
11/02/2017 20:47,LS4 2,PARTY,OutofHours,OutofHours
11/02/2017 20:44,LS9 7,SHOUTING,OutofHours,OutofHours
11/02/2017 20:42,LS14 1,MUSIC,OutofHours,OutofHours
11/02/2017 20:39,LS7 2,MUSIC,OutofHours,OutofHours
11/02/2017 20:22,LS13 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11/02/2017 20:15,LS12 4,MUSIC,OutofHours,OutofHours
11/02/2017 20:03,LS17 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11/02/2017 19:47,LS12 5,MUSIC,OutofHours,OutofHours
11/02/2017 19:34,LS25 1,DOG BARKING,OutofHours,OutofHours
11/02/2017 19:10,LS13 4,MUSIC,OutofHours,OutofHours
11/02/2017 18:59,LS26 9,BUILDING SITE,OutofHours,OutofHours
11/02/2017 18:54,LS28 5,MUSIC,OutofHours,OutofHours
11/02/2017 18:21,LS13 1,DOG BARKING,OutofHours,OutofHours
11/02/2017 17:27,LS28 5,MUSIC,OutofHours,OutofHours
11/02/2017 16:56,LS9 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours,OutofHours
11/02/2017 15:49,LS28 5,MUSIC,OutofHours,OutofHours
11/02/2017 11:06,LS12 1,MUSIC,OutofHours,OutofHours
11/02/2017 10:24,LS12 1,MUSIC,OutofHours,OutofHours
11/02/2017 06:46,LS6 2,PARTY,OutofHours,OutofHours
11/02/2017 06:46,LS6 3,MUSIC,OutofHours,OutofHours
11/02/2017 05:54,LS13 1,SHOUTING,OutofHours,OutofHours
11/02/2017 05:02,LS11 6,MUSIC,OutofHours,OutofHours
11/02/2017 04:31,LS12 1,MUSIC,OutofHours,OutofHours
11/02/2017 03:25,LS13 3,PARTY,OutofHours,OutofHours
11/02/2017 03:06,LS6 1,PARTY,OutofHours,OutofHours
11/02/2017 02:31,LS6 1,PARTY,OutofHours,OutofHours
11/02/2017 02:21,LS4 2,PARTY,OutofHours,OutofHours
11/02/2017 02:12,LS6 3,PARTY,OutofHours,OutofHours
11/02/2017 02:08,LS20 8,OTHER,OutofHours,OutofHours
11/02/2017 01:48,LS9 9,MUSIC,OutofHours,OutofHours
11/02/2017 01:18,LS4 2,MUSIC,OutofHours,OutofHours
11/02/2017 00:19,LS9 9,MUSIC,OutofHours,OutofHours
11/02/2017 00:17,LS4 2,PARTY,OutofHours,OutofHours
11/02/2017 00:09,LS4 2,MUSIC,OutofHours,OutofHours
11/02/2017 00:06,LS6 1,SHOUTING,OutofHours,OutofHours
10/02/2017 23:46,LS6 1,MUSIC,OutofHours,OutofHours
