Created,Caller,Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq_Type
01/12/2019,LS17,LS17 7,TV,OutofHours ,OutofHours 
30/11/2019,LS17,LS17 7,TV,OutofHours ,OutofHours 
30/11/2019,LS17,LS17 7,TV,OutofHours ,OutofHours 
29/11/2019,LS17,LS17 7,TV,OutofHours ,OutofHours 
28/03/2020,LS17,LS17 8,MUSIC,OutofHours ,OutofHours 
26/03/2020,LS17,LS17 8,ALARM,OutofHours ,OutofHours 
11/01/2020,LS17,LS17 8,MUSIC,OutofHours ,OutofHours 
11/01/2020,LS17,LS17 8,MUSIC,OutofHours ,OutofHours 
22/12/2019,LS17,LS17 8,SHOUTING,OutofHours ,OutofHours 
06/12/2019,LS17,LS17 9,PARTY,OutofHours ,OutofHours 
30/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
28/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
28/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
26/03/2020,LS18,LS18 4,TV,OutofHours ,OutofHours 
21/03/2020,LS18,LS18 4,SHOUTING,OutofHours ,OutofHours 
20/03/2020,LS18,LS18 4,SHOUTING,OutofHours ,OutofHours 
20/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
19/03/2020,LS18,LS18 4,TV,OutofHours ,OutofHours 
18/03/2020,LS18,LS18 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
14/03/2020,LS18,LS18 4,SHOUTING,OutofHours ,OutofHours 
13/03/2020,LS18,LS18 4,TV,OutofHours ,OutofHours 
11/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
09/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
06/03/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
27/02/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
22/02/2020,LS18,LS18 4,PARTY,OutofHours ,OutofHours 
21/02/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
19/02/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
18/02/2020,LS18,LS18 4,PARTY,OutofHours ,OutofHours 
18/02/2020,LS18,LS18 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
16/02/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
10/02/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
03/02/2020,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
31/01/2020,LS18,LS18 4,PARTY,OutofHours ,OutofHours 
08/01/2020,LS18,LS18 4,ALARM,OutofHours ,OutofHours 
07/12/2019,LS18,LS18 4,MUSIC,OutofHours ,OutofHours 
16/02/2020,LS18,LS18 5,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS18,LS18 5,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS18,LS18 5,MUSIC,OutofHours ,OutofHours 
12/01/2020,LS18,LS18 5,ALARM,OutofHours ,OutofHours 
14/12/2019,LS18,LS18 5,DOG BARKING,OutofHours ,OutofHours 
31/03/2020,LS19,LS19 7,OTHER,OutofHours ,OutofHours 
30/03/2020,LS19,LS19 7,OTHER,OutofHours ,OutofHours 
19/03/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
17/03/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
15/03/2020,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
13/03/2020,LS19,LS19 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
13/03/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
11/03/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
09/03/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
08/03/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
16/02/2020,LS19,LS19 7,OTHER,OutofHours ,OutofHours 
13/02/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
13/02/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
11/02/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
03/01/2020,LS19,LS19 7,OTHER,OutofHours ,OutofHours 
29/12/2019,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
29/12/2019,LS19,LS19 7,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
20/12/2019,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
17/12/2019,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
14/12/2019,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
08/12/2019,LS19,LS19 7,MUSIC,OutofHours ,OutofHours 
08/12/2019,LS19,LS19 7,PARTY,OutofHours ,OutofHours 
26/11/2019,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
25/11/2019,LS19,LS19 7,SHOUTING,OutofHours ,OutofHours 
22/12/2019,LS2,LS2 1,MUSIC,OutofHours ,OutofHours 
23/02/2020,LS2,LS2 7,MUSIC,OutofHours ,OutofHours 
11/02/2020,LS2,LS2 7,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS2,LS2 7,MUSIC,OutofHours ,OutofHours 
06/02/2020,LS2,LS2 7,MUSIC,OutofHours ,OutofHours 
29/01/2020,LS2,LS2 7,BUILDING SITE,OutofHours ,OutofHours 
05/01/2020,LS2,LS2 7,MUSIC,OutofHours ,OutofHours 
08/12/2019,LS2,LS2 7,ALARM,OutofHours ,OutofHours 
05/12/2019,LS2,LS2 7,MUSIC,OutofHours ,OutofHours 
29/11/2019,LS2,LS2 7,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
12/03/2020,LS2,LS2 8,ALARM,OutofHours ,OutofHours 
07/03/2020,LS2,LS2 8,BUILDING SITE,OutofHours ,OutofHours 
28/02/2020,LS2,LS2 8,PARTY,OutofHours ,OutofHours 
20/02/2020,LS2,LS2 8,PARTY,OutofHours ,OutofHours 
25/01/2020,LS2,LS2 8,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS2,LS2 8,PARTY,OutofHours ,OutofHours 
05/01/2020,LS2,LS2 8,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS2,LS2 8,PARTY,OutofHours ,OutofHours 
20/03/2020,LS2,LS2 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
18/03/2020,LS2,LS2 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
08/03/2020,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
29/02/2020,LS2,LS2 9,SHOUTING,OutofHours ,OutofHours 
28/02/2020,LS2,LS2 9,PARTY,OutofHours ,OutofHours 
23/02/2020,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
19/02/2020,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS2,LS2 9,PARTY,OutofHours ,OutofHours 
13/02/2020,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
03/02/2020,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
11/01/2020,LS2,LS2 9,PARTY,OutofHours ,OutofHours 
11/01/2020,LS2,LS2 9,PARTY,OutofHours ,OutofHours 
13/12/2019,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
11/12/2019,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
04/12/2019,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
30/11/2019,LS2,LS2 9,MUSIC,OutofHours ,OutofHours 
07/03/2020,LS20,LS20 9,SHOUTING,OutofHours ,OutofHours 
04/03/2020,LS20,LS20 9,DOG BARKING,OutofHours ,OutofHours 
19/02/2020,LS20,LS20 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
07/02/2020,LS20,LS20 9,SHOUTING,OutofHours ,OutofHours 
07/02/2020,LS20,LS20 9,DOG BARKING,OutofHours ,OutofHours 
01/02/2020,LS20,LS20 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
25/01/2020,LS21,LS21 1,MUSIC,OutofHours ,OutofHours 
12/01/2020,LS21,LS21 1,SHOUTING,OutofHours ,OutofHours 
12/01/2020,LS21,LS21 1,SHOUTING,OutofHours ,OutofHours 
14/02/2020,LS21,LS21 2,SHOUTING,OutofHours ,OutofHours 
10/02/2020,LS21,LS21 2,MUSIC,OutofHours ,OutofHours 
06/02/2020,LS21,LS21 2,MUSIC,OutofHours ,OutofHours 
06/02/2020,LS21,LS21 2,MUSIC,OutofHours ,OutofHours 
05/02/2020,LS21,LS21 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
02/02/2020,LS21,LS21 2,MUSIC,OutofHours ,OutofHours 
29/11/2019,LS21,LS21 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
28/02/2020,LS21,LS21 3,DOG BARKING,OutofHours ,OutofHours 
01/03/2020,LS21,LS21 1,PARTY,OutofHours ,OutofHours 
22/03/2020,LS22,LS22 6,SHOUTING,OutofHours ,OutofHours 
06/02/2020,LS22,LS22 6,MUSIC,OutofHours ,OutofHours 
24/02/2020,LS22,LS22 7,ALARM,OutofHours ,OutofHours 
25/03/2020,LS23,LS23 6,MUSIC,OutofHours ,OutofHours 
16/03/2020,LS23,LS23 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
14/03/2020,LS23,LS23 6,DOG BARKING,OutofHours ,OutofHours 
08/02/2020,LS23,LS23 6,DOG BARKING,OutofHours ,OutofHours 
31/01/2020,LS23,LS23 6,DOG BARKING,OutofHours ,OutofHours 
20/01/2020,LS23,LS23 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
17/01/2020,LS23,LS23 6,DOG BARKING,OutofHours ,OutofHours 
29/12/2019,LS23,LS23 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
23/12/2019,LS23,LS23 6,MUSIC,OutofHours ,OutofHours 
14/12/2019,LS23,LS23 6,DOG BARKING,OutofHours ,OutofHours 
14/12/2019,LS23,LS23 6,DOG BARKING,OutofHours ,OutofHours 
09/01/2020,LS25,LS25 1,BUILDING SITE,OutofHours ,OutofHours 
15/02/2020,LS25,LS25 4,MUSIC,OutofHours ,OutofHours 
22/02/2020,LS25,LS25 7,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS25,LS25 7,PARTY,OutofHours ,OutofHours 
20/03/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
19/03/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
16/03/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
15/03/2020,LS26,LS26 0,SHOUTING,OutofHours ,OutofHours 
14/03/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
14/03/2020,LS26,LS26 0,SHOUTING,OutofHours ,OutofHours 
08/03/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
08/03/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
27/02/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
22/02/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
21/02/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
13/02/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
13/02/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
11/02/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
11/02/2020,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
08/02/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS26,LS26 0,SHOUTING,OutofHours ,OutofHours 
21/01/2020,LS26,LS26 0,OTHER,OutofHours ,OutofHours 
19/01/2020,LS26,LS26 0,OTHER,OutofHours ,OutofHours 
28/12/2019,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
21/12/2019,LS26,LS26 0,SHOUTING,OutofHours ,OutofHours 
28/11/2019,LS26,LS26 0,MUSIC,OutofHours ,OutofHours 
29/02/2020,LS26,LS26 8,DOG BARKING,OutofHours ,OutofHours 
23/02/2020,LS26,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
02/02/2020,LS26,LS26 8,MUSIC,OutofHours ,OutofHours 
29/01/2020,LS26,LS26 8,MUSIC,OutofHours ,OutofHours 
29/01/2020,LS26,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
26/01/2020,LS26,LS26 8,DOG BARKING,OutofHours ,OutofHours 
21/01/2020,LS26,LS26 8,DOG BARKING,OutofHours ,OutofHours 
11/01/2020,LS26,LS26 8,PARTY,OutofHours ,OutofHours 
08/01/2020,LS26,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
23/12/2019,LS26,LS26 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
01/12/2019,LS26,LS26 8,MUSIC,OutofHours ,OutofHours 
01/12/2019,LS26,LS26 8,MUSIC,OutofHours ,OutofHours 
17/03/2020,LS26,LS26 9,MUSIC,OutofHours ,OutofHours 
20/01/2020,LS26,LS26 9,DOG BARKING,OutofHours ,OutofHours 
29/12/2019,LS26,LS26 9,MUSIC,OutofHours ,OutofHours 
26/03/2020,LS27,LS27 0,MUSIC,OutofHours ,OutofHours 
28/02/2020,LS27,LS27 0,MUSIC,OutofHours ,OutofHours 
28/01/2020,LS27,LS27 0,MUSIC,OutofHours ,OutofHours 
03/12/2019,LS27,LS27 0,ALARM,OutofHours ,OutofHours 
29/11/2019,LS27,LS27 0,MUSIC,OutofHours ,OutofHours 
15/03/2020,LS27,LS27 7,PARTY,OutofHours ,OutofHours 
06/03/2020,LS27,LS27 7,SHOUTING,OutofHours ,OutofHours 
04/03/2020,LS27,LS27 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
03/03/2020,LS27,LS27 7,MUSIC,OutofHours ,OutofHours 
29/02/2020,LS27,LS27 7,MUSIC,OutofHours ,OutofHours 
29/02/2020,LS27,LS27 7,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS27,LS27 7,DOG BARKING,OutofHours ,OutofHours 
12/01/2020,LS27,LS27 7,MUSIC,OutofHours ,OutofHours 
17/12/2019,LS27,LS27 7,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
28/03/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
23/03/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
20/03/2020,LS27,LS27 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
08/03/2020,LS27,LS27 8,DOG BARKING,OutofHours ,OutofHours 
07/03/2020,LS27,LS27 8,DOG BARKING,OutofHours ,OutofHours 
04/03/2020,LS27,LS27 8,DOG BARKING,OutofHours ,OutofHours 
26/02/2020,LS27,LS27 8,ALARM,OutofHours ,OutofHours 
26/02/2020,LS27,LS27 8,ALARM,OutofHours ,OutofHours 
24/02/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
22/02/2020,LS27,LS27 8,SHOUTING,OutofHours ,OutofHours 
15/02/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
14/02/2020,LS27,LS27 8,OTHER,OutofHours ,OutofHours 
11/02/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
11/02/2020,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
09/01/2020,LS27,LS27 8,DOG BARKING,OutofHours ,OutofHours 
29/12/2019,LS27,LS27 8,DOG BARKING,OutofHours ,OutofHours 
12/12/2019,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
08/12/2019,LS27,LS27 8,SHOUTING,OutofHours ,OutofHours 
07/12/2019,LS27,LS27 8,SHOUTING,OutofHours ,OutofHours 
07/12/2019,LS27,LS27 8,SHOUTING,OutofHours ,OutofHours 
26/11/2019,LS27,LS27 8,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS27,LS27 9,SHOUTING,OutofHours ,OutofHours 
29/03/2020,LS27,LS27 9,OTHER,OutofHours ,OutofHours 
22/03/2020,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
15/03/2020,LS27,LS27 9,TV,OutofHours ,OutofHours 
14/03/2020,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
18/02/2020,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
17/02/2020,LS27,LS27 9,OTHER,OutofHours ,OutofHours 
15/02/2020,LS27,LS27 9,OTHER,OutofHours ,OutofHours 
13/02/2020,LS27,LS27 9,OTHER,OutofHours ,OutofHours 
12/02/2020,LS27,LS27 9,OTHER,OutofHours ,OutofHours 
11/02/2020,LS27,LS27 9,,OutofHours ,OutofHours 
10/02/2020,LS27,LS27 9,OTHER,OutofHours ,OutofHours 
25/01/2020,LS27,LS27 9,ALARM,OutofHours ,OutofHours 
19/01/2020,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
18/01/2020,LS27,LS27 9,SHOUTING,OutofHours ,OutofHours 
13/01/2020,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
10/01/2020,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
29/12/2019,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
10/12/2019,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
08/12/2019,LS27,LS27 9,MUSIC,OutofHours ,OutofHours 
24/03/2020,LS279Q,LS279Q ,SHOUTING,OutofHours ,OutofHours 
30/03/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
27/03/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
07/03/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
06/03/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
06/03/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
06/03/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
29/02/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
07/02/2020,LS28,LS28 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
05/02/2020,LS28,LS28 5,DOG BARKING,OutofHours ,OutofHours 
04/01/2020,LS28,LS28 5,MUSIC,OutofHours ,OutofHours 
30/03/2020,LS28,LS28 6,MUSIC,OutofHours ,OutofHours 
25/03/2020,LS28,LS28 6,ALARM,OutofHours ,OutofHours 
25/03/2020,LS28,LS28 6,MUSIC,OutofHours ,OutofHours 
06/03/2020,LS28,LS28 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
19/03/2020,LS28,LS28 7,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
26/02/2020,LS28,LS28 7,MUSIC,OutofHours ,OutofHours 
18/02/2020,LS28,LS28 7,MUSIC,OutofHours ,OutofHours 
10/01/2020,LS28,LS28 7,SHOUTING,OutofHours ,OutofHours 
14/12/2019,LS28,LS28 7,DIY,OutofHours ,OutofHours 
28/03/2020,LS28,LS28 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
22/02/2020,LS28,LS28 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
20/02/2020,LS28,LS28 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
06/02/2020,LS28,LS28 8,SHOUTING,OutofHours ,OutofHours 
04/02/2020,LS28,LS28 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
03/02/2020,LS28,LS28 8,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
11/01/2020,LS28,LS28 8,MUSIC,OutofHours ,OutofHours 
11/12/2019,LS28,LS28 8,SHOUTING,OutofHours ,OutofHours 
16/02/2020,LS28,LS28 9,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS28,LS28 9,MUSIC,OutofHours ,OutofHours 
21/12/2019,LS28,LS28 9,MUSIC,OutofHours ,OutofHours 
20/12/2019,LS28,LS28 9,SHOUTING,OutofHours ,OutofHours 
11/12/2019,LS28,LS28 9,MUSIC,OutofHours ,OutofHours 
11/12/2019,LS28,LS28 9,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
11/12/2019,LS28,LS28 9,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
18/03/2020,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
17/03/2020,LS3,LS3 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
17/03/2020,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
17/03/2020,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
12/03/2020,LS3,LS3 1,OTHER,OutofHours ,OutofHours 
11/02/2020,LS3,LS3 1,OTHER,OutofHours ,OutofHours 
11/02/2020,LS3,LS3 1,OTHER,OutofHours ,OutofHours 
07/02/2020,LS3,LS3 1,SHOUTING,OutofHours ,OutofHours 
29/01/2020,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
10/12/2019,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
05/12/2019,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
01/12/2019,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
30/11/2019,LS3,LS3 1,PARTY,OutofHours ,OutofHours 
30/11/2019,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
27/11/2019,LS3,LS3 1,MUSIC,OutofHours ,OutofHours 
29/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
29/03/2020,LS4,LS4 2,SHOUTING,OutofHours ,OutofHours 
26/03/2020,LS4,LS4 2,SHOUTING,OutofHours ,OutofHours 
25/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
22/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
20/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
14/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
06/03/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
01/03/2020,LS4,LS4 2,PARTY,OutofHours ,OutofHours 
29/02/2020,LS4,LS4 2,PARTY,OutofHours ,OutofHours 
28/02/2020,LS4,LS4 2,PARTY,OutofHours ,OutofHours 
16/02/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
16/02/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
16/02/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
14/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
12/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
11/01/2020,LS4,LS4 2,PARTY,OutofHours ,OutofHours 
09/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
08/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
22/12/2019,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
21/12/2019,LS4,LS4 2,PARTY,OutofHours ,OutofHours 
20/12/2019,LS4,LS4 2,OTHER,OutofHours ,OutofHours 
16/12/2019,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
16/12/2019,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
09/12/2019,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
01/12/2019,LS4,LS4 2,ALARM,OutofHours ,OutofHours 
01/12/2019,LS4,LS4 2,MUSIC,OutofHours ,OutofHours 
18/03/2020,LS5,LS5 3,MUSIC,OutofHours ,OutofHours 
16/03/2020,LS5,LS5 3,MUSIC,OutofHours ,OutofHours 
23/02/2020,LS5,LS5 3,PARTY,OutofHours ,OutofHours 
23/02/2020,LS5,LS5 3,PARTY,OutofHours ,OutofHours 
15/02/2020,LS5,LS5 3,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS5,LS5 3,PARTY,OutofHours ,OutofHours 
02/02/2020,LS5,LS5 3,PARTY,OutofHours ,OutofHours 
29/01/2020,LS5,LS5 3,MUSIC,OutofHours ,OutofHours 
21/12/2019,LS5,LS5 3,ALARM,OutofHours ,OutofHours 
20/12/2019,LS5,LS5 3,OTHER,OutofHours ,OutofHours 
19/12/2019,LS5,LS5 3,OTHER,OutofHours ,OutofHours 
09/12/2019,LS5,LS5 3,MUSIC,OutofHours ,OutofHours 
06/12/2019,Ls5,Ls5 3,MUSIC,OutofHours ,OutofHours 
28/11/2019,LS5,LS5 3,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS6,LS6 ,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
27/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
27/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
26/03/2020,LS6,LS6 1,PARTY,OutofHours ,OutofHours 
26/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
25/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
25/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
23/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
22/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS6,LS6 1,SHOUTING,OutofHours ,OutofHours 
21/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS6,LS6 1,SHOUTING,OutofHours ,OutofHours 
20/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
20/03/2020,LS6,LS6 1,PARTY,OutofHours ,OutofHours 
20/03/2020,LS6,LS6 1,SHOUTING,OutofHours ,OutofHours 
20/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
20/03/2020,LS6,LS6 1,SHOUTING,OutofHours ,OutofHours 
19/03/2020,LS6,LS6 1,PARTY,OutofHours ,OutofHours 
18/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
18/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
17/03/2020,LS6,LS6 1,MUSIC,OutofHours ,OutofHours 
