Created,Caller,Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq_Type
13/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
13/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
12/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
07/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
07/12/2019,LS7,LS7 1,SHOUTING,OutofHours ,OutofHours 
05/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
04/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
04/12/2019,LS7,LS7 1,SHOUTING,OutofHours ,OutofHours 
04/12/2019,LS7,LS7 1,SHOUTING,OutofHours ,OutofHours 
01/12/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
30/11/2019,LS7,LS7 1,SHOUTING,OutofHours ,OutofHours 
30/11/2019,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
29/03/2020,LS7,LS7 2,DOG BARKING,OutofHours ,OutofHours 
17/03/2020,LS7,LS7 2,PARTY,OutofHours ,OutofHours 
17/03/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
15/03/2020,LS7,LS7 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
12/03/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
11/03/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
10/03/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
07/03/2020,LS7,LS7 2,PARTY,OutofHours ,OutofHours 
07/03/2020,LS7,LS7 2,PARTY,OutofHours ,OutofHours 
04/03/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
23/02/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
22/02/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
21/02/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
21/01/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
09/01/2020,LS7,LS7 2,,OutofHours ,OutofHours 
09/01/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
29/12/2019,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
24/12/2019,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
23/12/2019,LS7,LS7 2,DOG BARKING,OutofHours ,OutofHours 
14/12/2019,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
11/12/2019,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
02/12/2019,LS7,LS7 2,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS7,LS7 3,DIY,OutofHours ,OutofHours 
12/03/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
07/03/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
26/02/2020,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
26/02/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
25/02/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
24/02/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
11/02/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
11/02/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS7,LS7 3,DOG BARKING,OutofHours ,OutofHours 
08/02/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
01/02/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
30/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
30/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
28/01/2020,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
28/01/2020,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
23/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
22/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
16/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
14/01/2020,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
14/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
13/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
12/01/2020,LS7,LS7 3,PARTY,OutofHours ,OutofHours 
10/01/2020,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
09/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
06/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
06/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
02/01/2020,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
29/12/2019,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
29/12/2019,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
28/12/2019,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
28/12/2019,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
28/12/2019,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
24/12/2019,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
24/12/2019,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
15/12/2019,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
14/12/2019,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
13/12/2019,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
12/12/2019,LS7,LS7 3,MUSIC,OutofHours ,OutofHours 
09/12/2019,LS7,LS7 3,SHOUTING,OutofHours ,OutofHours 
21/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
20/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
16/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
16/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
14/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
12/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
10/03/2020,LS7,LS7 4,DIY,OutofHours ,OutofHours 
08/03/2020,LS7,LS7 4,DIY,OutofHours ,OutofHours 
05/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
04/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
01/03/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
28/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
23/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
19/02/2020,LS7,LS7 4,SHOUTING,OutofHours ,OutofHours 
19/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
18/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
16/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
15/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
10/02/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
04/02/2020,LS7,LS7 4,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
29/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
21/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
17/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
17/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
08/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
08/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
05/01/2020,LS7,LS7 4,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
05/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
29/12/2019,LS7,LS7 4,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
23/12/2019,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
23/12/2019,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
12/12/2019,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
06/12/2019,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
25/11/2019,LS7,LS7 4,MUSIC,OutofHours ,OutofHours 
03/03/2020,LS7 ,LS7 4,MUSIC,OutofHours ,OutofHours 
25/03/2020,LS8,LS8 1,SHOUTING,OutofHours ,OutofHours 
24/03/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
12/03/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
11/03/2020,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
09/03/2020,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
09/03/2020,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
01/03/2020,LS8,LS8 1,PARTY,OutofHours ,OutofHours 
29/02/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
27/02/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
17/02/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
09/02/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
06/02/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
22/01/2020,LS8,LS8 1,SHOUTING,OutofHours ,OutofHours 
21/01/2020,LS8,LS8 1,SHOUTING,OutofHours ,OutofHours 
18/01/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
16/01/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
13/01/2020,LS8,LS8 1,SHOUTING,OutofHours ,OutofHours 
05/01/2020,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
30/12/2019,LS8,LS8 1,TV,OutofHours ,OutofHours 
30/12/2019,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
12/12/2019,LS8,LS8 1,SHOUTING,OutofHours ,OutofHours 
11/12/2019,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
10/12/2019,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
09/12/2019,LS8,LS8 1,SHOUTING,OutofHours ,OutofHours 
30/11/2019,LS8,LS8 1,MUSIC,OutofHours ,OutofHours 
28/03/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
27/03/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
25/03/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
16/03/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
07/03/2020,LS8,LS8 2,PARTY,OutofHours ,OutofHours 
20/02/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
08/02/2020,LS8,LS8 2,ALARM,OutofHours ,OutofHours 
06/02/2020,LS8,LS8 2,DIY,OutofHours ,OutofHours 
06/02/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
06/02/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
02/02/2020,LS8,LS8 2,SHOUTING,OutofHours ,OutofHours 
29/01/2020,Ls8,Ls8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
27/01/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
12/01/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
12/01/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
12/01/2020,LS8,LS8 2,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS8,LS8 2,DOG BARKING,OutofHours ,OutofHours 
06/01/2020,LS8,LS8 2,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
26/03/2020,LS8,LS8 3,OTHER,OutofHours ,OutofHours 
22/03/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS8,LS8 3,DOG BARKING,OutofHours ,OutofHours 
21/03/2020,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
20/03/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
19/03/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
18/03/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
27/02/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
26/02/2020,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
18/02/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
12/02/2020,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
04/02/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
03/02/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
01/02/2020,LS8,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
30/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
23/01/2020,LS8,LS8 3,DOG BARKING,OutofHours ,OutofHours 
20/01/2020,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
18/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
17/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
13/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
12/01/2020,LS8,LS8 3,PARTY,OutofHours ,OutofHours 
05/01/2020,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
05/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
02/01/2020,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
30/12/2019,LS8,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
24/12/2019,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
24/12/2019,LS8,LS8 3,PARTY,OutofHours ,OutofHours 
22/12/2019,LS8,LS8 3,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
20/12/2019,LS8,LS8 3,DOG BARKING,OutofHours ,OutofHours 
13/12/2019,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
02/12/2019,LS8,LS8 3,PARTY,OutofHours ,OutofHours 
01/12/2019,LS8,LS8 3,MUSIC,OutofHours ,OutofHours 
01/12/2019,LS8,LS8 3,PARTY,OutofHours ,OutofHours 
30/11/2019,LS8,LS8 3,DIY,OutofHours ,OutofHours 
30/11/2019,LS8,LS8 3,DIY,OutofHours ,OutofHours 
27/11/2019,LS8,LS8 3,SHOUTING,OutofHours ,OutofHours 
27/11/2019,LS8,LS8 3,DOG BARKING,OutofHours ,OutofHours 
24/02/2020,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
23/02/2020,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
29/01/2020,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
22/01/2020,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
19/01/2020,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
16/01/2020,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
23/12/2019,LS8,LS8 4,MUSIC,OutofHours ,OutofHours 
28/03/2020,LS8,LS8 5,PARTY,OutofHours ,OutofHours 
27/03/2020,LS8,LS8 5,PARTY,OutofHours ,OutofHours 
26/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
20/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
19/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
19/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
17/03/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
14/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
04/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
03/03/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
28/02/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
21/02/2020,LS8,LS8 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
13/02/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
06/02/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
31/01/2020,Ls8,Ls8 5,PARTY,OutofHours ,OutofHours 
25/01/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
19/01/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
16/01/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
11/01/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
08/01/2020,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
06/01/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
05/01/2020,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
03/01/2020,LS8,LS8 5,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
31/12/2019,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
31/12/2019,LS8,LS8 5,SHOUTING,OutofHours ,OutofHours 
30/12/2019,LS8,LS8 5,OTHER,OutofHours ,OutofHours 
28/12/2019,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
27/12/2019,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
20/12/2019,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
18/12/2019,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
13/12/2019,LS8,LS8 5,DIY,OutofHours ,OutofHours 
12/12/2019,LS8,LS8 5,MUSIC,OutofHours ,OutofHours 
06/12/2019,LS8,LS8 5,OTHER,OutofHours ,OutofHours 
03/01/2020,LS8 ,LS8 5,SHOUTING,OutofHours ,OutofHours 
30/03/2020,LS9,LS9 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
04/02/2020,LS9,LS9 0,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS9,LS9 0,MUSIC,OutofHours ,OutofHours 
25/01/2020,LS9,LS9 0,MUSIC,OutofHours ,OutofHours 
30/12/2019,LS9,LS9 0,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
16/12/2019,LS9,LS9 0,MUSIC,OutofHours ,OutofHours 
07/12/2019,LS9,LS9 0,MUSIC,OutofHours ,OutofHours 
07/12/2019,LS9,LS9 0,PARTY,OutofHours ,OutofHours 
01/12/2019,LS9,LS9 0,MUSIC,OutofHours ,OutofHours 
31/03/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
30/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
29/03/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
27/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
26/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
21/03/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
19/03/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
19/03/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
18/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
18/03/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
16/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
15/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
15/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
14/03/2020,LS9,LS9 6,PARTY,OutofHours ,OutofHours 
12/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
10/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
10/03/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
10/03/2020,LS9,LS9 6,PARTY,OutofHours ,OutofHours 
10/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
09/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
09/03/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
08/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
07/03/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
06/03/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
05/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
05/03/2020,LS9,LS9 6,,OutofHours ,OutofHours 
04/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
04/03/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
03/03/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
02/03/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
29/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
28/02/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
27/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
27/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
26/02/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
25/02/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
24/02/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
22/02/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
21/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
16/02/2020,LS9,LS9 6,PARTY,OutofHours ,OutofHours 
14/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
12/02/2020,LS9,LS9 6,ALARM,OutofHours ,OutofHours 
11/02/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
09/02/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
08/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
08/02/2020,LS9,LS9 6,TV,OutofHours ,OutofHours 
06/02/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
06/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
05/02/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
01/02/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
01/02/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
31/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
31/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
29/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
29/01/2020,LS9,LS9 6,DOG BARKING,OutofHours ,OutofHours 
28/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
27/01/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
27/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
27/01/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
27/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
26/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
26/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
25/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
24/01/2020,LS9,LS9 6,DIY,OutofHours ,OutofHours 
24/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
24/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
22/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
21/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
18/01/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
15/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
13/01/2020,LS9,LS9 6,DOG BARKING,OutofHours ,OutofHours 
13/01/2020,LS9,LS9 6,DOG BARKING,OutofHours ,OutofHours 
09/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
07/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
06/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
04/01/2020,LS9,LS9 6,DOG BARKING,OutofHours ,OutofHours 
03/01/2020,LS9,LS9 6,SHOUTING,OutofHours ,OutofHours 
03/01/2020,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
30/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
29/12/2019,LS9,LS9 6,OTHER,OutofHours ,OutofHours 
28/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
28/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
24/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
24/12/2019,LS9,LS9 6,DOG BARKING,OutofHours ,OutofHours 
23/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
22/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
21/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
21/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
19/12/2019,LS9,LS9 6,MUSIC,OutofHours ,OutofHours 
19/12/2019,LS9,LS9 6,ALARM,OutofHours ,OutofHours 
