Date,Occurrence,Postcode,Sr_Num,Enq_Type,,,
30/09/2013,Music,LS25 7,OutofHours,OutofHours,,,
30/09/2013,Music,LS6 4,OutofHours,OutofHours,,,
01/10/2013,DIY,LS25 2,OutofHours,OutofHours,,,
01/10/2013,Music,LS11 8,OutofHours,OutofHours,,,
01/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
01/10/2013,Music,LS16 7,OutofHours,OutofHours,,,
01/10/2013,Music,LS17 5,OutofHours,OutofHours,,,
01/10/2013,Music,LS5 3,OutofHours,OutofHours,,,
01/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
01/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
01/10/2013,Party,LS5 3,OutofHours,OutofHours,,,
01/10/2013,Party,LS8 3,OutofHours,OutofHours,,,
01/10/2013,TV,LS13 2,OutofHours,OutofHours,,,
02/10/2013,Other,LS16 7,OutofHours,OutofHours,,,
02/10/2013,Other,LS26 9,OutofHours,OutofHours,,,
02/10/2013,Music,LS11 8,OutofHours,OutofHours,,,
02/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
02/10/2013,Music,LS14 6,OutofHours,OutofHours,,,
02/10/2013,Music,LS17 5,OutofHours,OutofHours,,,
02/10/2013,Party,LS17 5,OutofHours,OutofHours,,,
03/10/2013,Barking Dog,LS10 4,OutofHours,OutofHours,,,
03/10/2013,DIY,LS12 5,OutofHours,OutofHours,,,
03/10/2013,Other,LS23 6,OutofHours,OutofHours,,,
03/10/2013,Music,LS11 0,OutofHours,OutofHours,,,
03/10/2013,Music,LS11 6,OutofHours,OutofHours,,,
03/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
03/10/2013,Music,LS21 3,OutofHours,OutofHours,,,
03/10/2013,Music,LS3 1,OutofHours,OutofHours,,,
03/10/2013,Music,LS7 2,OutofHours,OutofHours,,,
03/10/2013,Music,LS7 2,OutofHours,OutofHours,,,
03/10/2013,Party,LS12 1,OutofHours,OutofHours,,,
03/10/2013,Party,LS16 5,OutofHours,OutofHours,,,
03/10/2013,Party,LS4 2,OutofHours,OutofHours,,,
03/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
04/10/2013,Alarm,HX6 3,OutofHours,OutofHours,,,
04/10/2013,Barking Dog,LS18 5,OutofHours,OutofHours,,,
04/10/2013,Other,LS10 3,OutofHours,OutofHours,,,
04/10/2013,Other,LS11 8,OutofHours,OutofHours,,,
04/10/2013,Music,BD11 1,OutofHours,OutofHours,,,
04/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
04/10/2013,Music,LS13 3,OutofHours,OutofHours,,,
04/10/2013,Music,LS4 2,OutofHours,OutofHours,,,
04/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
04/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
04/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
04/10/2013,Music,LS8 2,OutofHours,OutofHours,,,
04/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
04/10/2013,Music,LS8 4,OutofHours,OutofHours,,,
04/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
04/10/2013,Music,LS9 8,OutofHours,OutofHours,,,
04/10/2013,Music,LS11 5,OutofHours,OutofHours,,,
04/10/2013,Music,LS4 2,OutofHours,OutofHours,,,
05/10/2013,Alarm,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Alarm,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Other,LS10 3,OutofHours,OutofHours,,,
05/10/2013,Other,LS10 3,OutofHours,OutofHours,,,
05/10/2013,Other,LS6 3,OutofHours,OutofHours,,,
05/10/2013,Music,LS10 3,OutofHours,OutofHours,,,
05/10/2013,Music,LS10 4,OutofHours,OutofHours,,,
05/10/2013,Music,LS10 4,OutofHours,OutofHours,,,
05/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
05/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
05/10/2013,Music,LS12 6,OutofHours,OutofHours,,,
05/10/2013,Music,LS14 6,OutofHours,OutofHours,,,
05/10/2013,Music,LS15 7,OutofHours,OutofHours,,,
05/10/2013,Music,LS19 7,OutofHours,OutofHours,,,
05/10/2013,Music,LS2 7,OutofHours,OutofHours,,,
05/10/2013,Music,LS2 9,OutofHours,OutofHours,,,
05/10/2013,Music,LS25 1,OutofHours,OutofHours,,,
05/10/2013,Music,LS27 8,OutofHours,OutofHours,,,
05/10/2013,Music,LS27 8,OutofHours,OutofHours,,,
05/10/2013,Music,LS28 9,OutofHours,OutofHours,,,
05/10/2013,Music,LS3 1,OutofHours,OutofHours,,,
05/10/2013,Music,LS3 1,OutofHours,OutofHours,,,
05/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
05/10/2013,Music,LS8 2,OutofHours,OutofHours,,,
05/10/2013,Music,LS8 2,OutofHours,OutofHours,,,
05/10/2013,Music,LS8 4,OutofHours,OutofHours,,,
05/10/2013,Music,LS8 4,OutofHours,OutofHours,,,
05/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
05/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
05/10/2013,Music,LS9 0,OutofHours,OutofHours,,,
05/10/2013,Party,LS10 4,OutofHours,OutofHours,,,
05/10/2013,Party,LS13 2,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 2,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 3,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 3,OutofHours,OutofHours,,,
05/10/2013,Party,LS6 3,OutofHours,OutofHours,,,
05/10/2013,Party,LS8 5,OutofHours,OutofHours,,,
06/10/2013,Alarm,LS17 6,OutofHours,OutofHours,,,
06/10/2013,Barking Dog,LS10 4,OutofHours,OutofHours,,,
06/10/2013,Other,LS10 3,OutofHours,OutofHours,,,
06/10/2013,Music,LS10 4,OutofHours,OutofHours,,,
06/10/2013,Music,LS10 4,OutofHours,OutofHours,,,
06/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS13 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS13 4,OutofHours,OutofHours,,,
06/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS14 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS14 6,OutofHours,OutofHours,,,
06/10/2013,Music,LS14 6,OutofHours,OutofHours,,,
06/10/2013,Music,LS15 8,OutofHours,OutofHours,,,
06/10/2013,Music,LS17 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS17 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS2 7,OutofHours,OutofHours,,,
06/10/2013,Music,LS4 2,OutofHours,OutofHours,,,
06/10/2013,Music,LS4 2,OutofHours,OutofHours,,,
06/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
06/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
06/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
06/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
06/10/2013,Music,LS9 9,OutofHours,OutofHours,,,
06/10/2013,Party,LS12 3,OutofHours,OutofHours,,,
06/10/2013,Party,LS28 6,OutofHours,OutofHours,,,
06/10/2013,Party,LS3 1,OutofHours,OutofHours,,,
06/10/2013,Party,LS4 2,OutofHours,OutofHours,,,
06/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
06/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
06/10/2013,Party,LS6 3,OutofHours,OutofHours,,,
06/10/2013,Party,LS8 5,OutofHours,OutofHours,,,
06/10/2013,TV,LS16 9,OutofHours,OutofHours,,,
07/10/2013,Alarm,LS16 7,OutofHours,OutofHours,,,
07/10/2013,Alarm,LS6 1,OutofHours,OutofHours,,,
07/10/2013,Music,LS11 9,OutofHours,OutofHours,,,
07/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
07/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
07/10/2013,Music,LS3 1,OutofHours,OutofHours,,,
07/10/2013,Music,LS5 3,OutofHours,OutofHours,,,
07/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
07/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
07/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
07/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
07/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
07/10/2013,Music,WF3 2,OutofHours,OutofHours,,,
08/10/2013,Other,LS23 6,OutofHours,OutofHours,,,
08/10/2013,Other,LS4 2,OutofHours,OutofHours,,,
08/10/2013,Music,LS10 4,OutofHours,OutofHours,,,
08/10/2013,Music,LS16 7,OutofHours,OutofHours,,,
08/10/2013,Music,LS3 1,OutofHours,OutofHours,,,
08/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
08/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
08/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
08/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
08/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
08/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
08/10/2013,Party,LS8 5,OutofHours,OutofHours,,,
08/10/2013,Other,LS8 3,OutofHours,OutofHours,,,
08/10/2013,TV,LS16 8,OutofHours,OutofHours,,,
09/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
09/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
09/10/2013,Music,LS17 5,OutofHours,OutofHours,,,
09/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
09/10/2013,Music,LS7 3,OutofHours,OutofHours,,,
09/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
09/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
09/10/2013,Party,LS16 8,OutofHours,OutofHours,,,
09/10/2013,Other,LS7 2,OutofHours,OutofHours,,,
09/10/2013,Other,LS9 6,OutofHours,OutofHours,,,
10/10/2013,Barking Dog,LS12 5,OutofHours,OutofHours,,,
10/10/2013,Barking Dog,LS14 6,OutofHours,OutofHours,,,
10/10/2013,Barking Dog,LS5 3,OutofHours,OutofHours,,,
10/10/2013,Other,LS11 7,OutofHours,OutofHours,,,
10/10/2013,Other,LS12 5,OutofHours,OutofHours,,,
10/10/2013,Music,LS1 4,OutofHours,OutofHours,,,
10/10/2013,Music,LS16 6,OutofHours,OutofHours,,,
10/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
10/10/2013,Music,LS7 3,OutofHours,OutofHours,,,
10/10/2013,Party,LS2 9,OutofHours,OutofHours,,,
10/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
11/10/2013,Alarm,LS28 6,OutofHours,OutofHours,,,
11/10/2013,Other,LS27 8,OutofHours,OutofHours,,,
11/10/2013,Music,LS16 7,OutofHours,OutofHours,,,
11/10/2013,Music,LS19 7,OutofHours,OutofHours,,,
11/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
11/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
11/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
11/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
11/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
11/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
11/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
11/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
11/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
11/10/2013,Party,LS4 2,OutofHours,OutofHours,,,
12/10/2013,Alarm,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Other,LS23 6,OutofHours,OutofHours,,,
12/10/2013,Other,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Music,LS1 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS10 4,OutofHours,OutofHours,,,
12/10/2013,Music,LS11 7,OutofHours,OutofHours,,,
12/10/2013,Music,LS12 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS13 2,OutofHours,OutofHours,,,
12/10/2013,Music,LS13 4,OutofHours,OutofHours,,,
12/10/2013,Music,LS13 4,OutofHours,OutofHours,,,
12/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
12/10/2013,Music,LS16 5,OutofHours,OutofHours,,,
12/10/2013,Music,LS17 5,OutofHours,OutofHours,,,
12/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
12/10/2013,Music,LS26 8,OutofHours,OutofHours,,,
12/10/2013,Music,LS28 8,OutofHours,OutofHours,,,
12/10/2013,Music,LS5 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS5 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
12/10/2013,Music,LS8 5,OutofHours,OutofHours,,,
12/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
12/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
12/10/2013,Music,LS9 9,OutofHours,OutofHours,,,
12/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
12/10/2013,Party,LS10 1,OutofHours,OutofHours,,,
12/10/2013,Party,LS13 2,OutofHours,OutofHours,,,
12/10/2013,Party,LS2 9,OutofHours,OutofHours,,,
12/10/2013,Party,LS4 2,OutofHours,OutofHours,,,
12/10/2013,Party,LS4 2,OutofHours,OutofHours,,,
12/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
12/10/2013,Party,LS8 3,OutofHours,OutofHours,,,
12/10/2013,Other,LS9 0,OutofHours,OutofHours,,,
12/10/2013,TV,LS16 8,OutofHours,OutofHours,,,
12/10/2013,Other,LS13 4,OutofHours,OutofHours,,,
13/10/2013,Other,LS9 7,OutofHours,OutofHours,,,
13/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
13/10/2013,Other,LS10 3,OutofHours,OutofHours,,,
13/10/2013,Other,LS16 5,OutofHours,OutofHours,,,
13/10/2013,Music,LS11 9,OutofHours,OutofHours,,,
13/10/2013,Music,LS16 6,OutofHours,OutofHours,,,
13/10/2013,Music,LS17 6,OutofHours,OutofHours,,,
13/10/2013,Music,LS2 7,OutofHours,OutofHours,,,
13/10/2013,Music,LS2 7,OutofHours,OutofHours,,,
13/10/2013,Music,LS2 7,OutofHours,OutofHours,,,
13/10/2013,Music,LS2 9,OutofHours,OutofHours,,,
13/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
13/10/2013,Music,LS27 8,OutofHours,OutofHours,,,
13/10/2013,Music,LS27 8,OutofHours,OutofHours,,,
13/10/2013,Music,LS27 8,OutofHours,OutofHours,,,
13/10/2013,Music,LS27 9,OutofHours,OutofHours,,,
13/10/2013,Music,LS28 9,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 2,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
13/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
13/10/2013,Music,LS7 4,OutofHours,OutofHours,,,
13/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
13/10/2013,Music,LS9 8,OutofHours,OutofHours,,,
13/10/2013,Party,LS21 3,OutofHours,OutofHours,,,
13/10/2013,Party,LS26 0,OutofHours,OutofHours,,,
13/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
13/10/2013,Party,LS8 2,OutofHours,OutofHours,,,
13/10/2013,Other,LS10 4,OutofHours,OutofHours,,,
13/10/2013,TV,LS7 1,OutofHours,OutofHours,,,
13/10/2013,Other,LS28 9,OutofHours,OutofHours,,,
14/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
14/10/2013,Other,LS8 5,OutofHours,OutofHours,,,
14/10/2013,Other,LS10 4,OutofHours,OutofHours,,,
14/10/2013,Music,LS4 2,OutofHours,OutofHours,,,
14/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
14/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
14/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
14/10/2013,Music,LS9 9,OutofHours,OutofHours,,,
14/10/2013,TV,LS11 0,OutofHours,OutofHours,,,
14/10/2013,Other,LS9 7,OutofHours,OutofHours,,,
14/10/2013,Other,LS9 7,OutofHours,OutofHours,,,
14/10/2013,Other,LS9 7,OutofHours,OutofHours,,,
15/10/2013,DIY,LS9 6,OutofHours,OutofHours,,,
15/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
15/10/2013,Music,LS6 4,OutofHours,OutofHours,,,
15/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
15/10/2013,Party,LS9 6,OutofHours,OutofHours,,,
15/10/2013,Other,LS11 5,OutofHours,OutofHours,,,
15/10/2013,TV,LS16 6,OutofHours,OutofHours,,,
15/10/2013,Other,LS9 7,OutofHours,OutofHours,,,
16/10/2013,Barking Dog,LS27 0,OutofHours,OutofHours,,,
16/10/2013,Other,LS10 3,OutofHours,OutofHours,,,
16/10/2013,Other,LS9 6,OutofHours,OutofHours,,,
16/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
16/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
16/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
16/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
16/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
16/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
16/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
16/10/2013,Music,LS9 8,OutofHours,OutofHours,,,
16/10/2013,Party,LS12 3,OutofHours,OutofHours,,,
16/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
16/10/2013,TV,LS9 7,OutofHours,OutofHours,,,
17/10/2013,Alarm,LS10 4,OutofHours,OutofHours,,,
17/10/2013,Alarm,LS6 3,OutofHours,OutofHours,,,
17/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
17/10/2013,Music,LS10 3,OutofHours,OutofHours,,,
17/10/2013,Music,LS11 5,OutofHours,OutofHours,,,
17/10/2013,Music,LS11 5,OutofHours,OutofHours,,,
17/10/2013,Music,LS11 6,OutofHours,OutofHours,,,
17/10/2013,Music,LS12 2,OutofHours,OutofHours,,,
17/10/2013,Music,LS13 4,OutofHours,OutofHours,,,
17/10/2013,Music,LS16 5,OutofHours,OutofHours,,,
17/10/2013,Music,LS21 3,OutofHours,OutofHours,,,
17/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
17/10/2013,Music,LS3 1,OutofHours,OutofHours,,,
17/10/2013,Music,LS5 3,OutofHours,OutofHours,,,
17/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
17/10/2013,Music,LS6 2,OutofHours,OutofHours,,,
17/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
17/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
17/10/2013,Music,WF3 2,OutofHours,OutofHours,,,
17/10/2013,Party,LS16 5,OutofHours,OutofHours,,,
17/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
17/10/2013,Party,LS6 2,OutofHours,OutofHours,,,
17/10/2013,Party,LS9 9,OutofHours,OutofHours,,,
18/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
18/10/2013,DIY,LS11 6,OutofHours,OutofHours,,,
18/10/2013,Other,LS11 5,OutofHours,OutofHours,,,
18/10/2013,Music,LS11 6,OutofHours,OutofHours,,,
18/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
18/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
18/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
18/10/2013,Music,LS2 7,OutofHours,OutofHours,,,
18/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
18/10/2013,Music,LS28 7,OutofHours,OutofHours,,,
18/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
18/10/2013,Music,LS7 1,OutofHours,OutofHours,,,
18/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
18/10/2013,Music,LS8 1,OutofHours,OutofHours,,,
18/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
18/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
18/10/2013,Party,LS6 4,OutofHours,OutofHours,,,
18/10/2013,Party,LS9 6,OutofHours,OutofHours,,,
18/10/2013,Other,LS21 2,OutofHours,OutofHours,,,
19/10/2013,Alarm,LS11 6,OutofHours,OutofHours,,,
19/10/2013,Other,LS1 4,OutofHours,OutofHours,,,
19/10/2013,Other,LS13 3,OutofHours,OutofHours,,,
19/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
19/10/2013,DIY,LS13 4,OutofHours,OutofHours,,,
19/10/2013,Other,LS6 3,OutofHours,OutofHours,,,
19/10/2013,Other,LS26 8,OutofHours,OutofHours,,,
19/10/2013,Music,LS1 3,OutofHours,OutofHours,,,
19/10/2013,Music,LS1 5,OutofHours,OutofHours,,,
19/10/2013,Music,LS11 7,OutofHours,OutofHours,,,
19/10/2013,Music,LS11 9,OutofHours,OutofHours,,,
19/10/2013,Music,LS11 9,OutofHours,OutofHours,,,
19/10/2013,Music,LS12 2,OutofHours,OutofHours,,,
19/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
19/10/2013,Music,LS14 1,OutofHours,OutofHours,,,
19/10/2013,Music,LS14 5,OutofHours,OutofHours,,,
19/10/2013,Music,LS14 6,OutofHours,OutofHours,,,
19/10/2013,Music,LS2 9,OutofHours,OutofHours,,,
19/10/2013,Music,LS26 8,OutofHours,OutofHours,,,
19/10/2013,Music,LS27 8,OutofHours,OutofHours,,,
19/10/2013,Music,LS28 9,OutofHours,OutofHours,,,
19/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
19/10/2013,Music,LS8 2,OutofHours,OutofHours,,,
19/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
19/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
19/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
19/10/2013,Party,LS17 7,OutofHours,OutofHours,,,
19/10/2013,Party,LS17 7,OutofHours,OutofHours,,,
19/10/2013,Party,LS19 7,OutofHours,OutofHours,,,
19/10/2013,Party,LS26 0,OutofHours,OutofHours,,,
19/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
19/10/2013,Party,LS6 4,OutofHours,OutofHours,,,
19/10/2013,Party,LS9 8,OutofHours,OutofHours,,,
19/10/2013,Party,WF10 2,OutofHours,OutofHours,,,
19/10/2013,Other,LS11 5,OutofHours,OutofHours,,,
19/10/2013,Other,LS6 1,OutofHours,OutofHours,,,
20/10/2013,Alarm,LS6 3,OutofHours,OutofHours,,,
20/10/2013,Alarm,LS7 4,OutofHours,OutofHours,,,
20/10/2013,Alarm,WF3 3,OutofHours,OutofHours,,,
20/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
20/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
20/10/2013,Other,LS6 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS1 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS1 6,OutofHours,OutofHours,,,
20/10/2013,Music,LS11 9,OutofHours,OutofHours,,,
20/10/2013,Music,LS11 9,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 1,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 4,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
20/10/2013,Music,LS12 5,OutofHours,OutofHours,,,
20/10/2013,Music,LS17 6,OutofHours,OutofHours,,,
20/10/2013,Music,LS19 7,OutofHours,OutofHours,,,
20/10/2013,Music,LS26 0,OutofHours,OutofHours,,,
20/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
20/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
20/10/2013,Music,LS6 1,OutofHours,OutofHours,,,
20/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS6 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS7 1,OutofHours,OutofHours,,,
20/10/2013,Music,LS8 3,OutofHours,OutofHours,,,
20/10/2013,Music,LS9 6,OutofHours,OutofHours,,,
20/10/2013,Music,LS9 7,OutofHours,OutofHours,,,
20/10/2013,Music,LS9 9,OutofHours,OutofHours,,,
20/10/2013,Party,LS10 1,OutofHours,OutofHours,,,
20/10/2013,Party,LS12 5,OutofHours,OutofHours,,,
20/10/2013,Party,LS25 2,OutofHours,OutofHours,,,
20/10/2013,Party,LS28 6,OutofHours,OutofHours,,,
20/10/2013,Party,LS6 1,OutofHours,OutofHours,,,
20/10/2013,Party,LS6 3,OutofHours,OutofHours,,,
20/10/2013,Party,LS9 8,OutofHours,OutofHours,,,
21/10/2013,Other,LS13 4,OutofHours,OutofHours,,,
21/10/2013,Alarm,LS4 2,OutofHours,OutofHours,,,
21/10/2013,Alarm,LS4 2,OutofHours,OutofHours,,,
21/10/2013,DIY,LS11 5,OutofHours,OutofHours,,,
21/10/2013,DIY,LS26 0,OutofHours,OutofHours,,,
21/10/2013,Other,LS26 0,OutofHours,OutofHours,,,
21/10/2013,Other,LS6 1,OutofHours,OutofHours,,,
