Created1,Caller Postcode,Accused Postcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
02/09/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/09/2022,LS27 ,LS27 7,MUSIC,Out ofHours,Out ofHours
02/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
02/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
02/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
02/09/2022,WF10 ,WF10 2,MUSIC,Out ofHours,Out ofHours
02/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
02/09/2022,LS8 ,LS8 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/09/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
02/09/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
02/09/2022,BD4 ,BD4 8,DOG BARKING,Out ofHours,Out ofHours
02/09/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
02/09/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
02/09/2022,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
02/09/2022,LS12 ,LS12 1,ALARM,Out ofHours,Out ofHours
02/09/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
02/09/2022,LS27 ,LS27 0,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS12 ,LS12 1,ALARM,Out ofHours,Out ofHours
03/09/2022,LS12 ,LS12 1,ALARM,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS25 ,LS25 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/09/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS20 ,LS20 8,SHOUTING,Out ofHours,Out ofHours
03/09/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS9 ,LS9 6,ALARM,Out ofHours,Out ofHours
03/09/2022,LS25 ,LS25 4,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 2,SHOUTING,Out ofHours,Out ofHours
03/09/2022,LS27 ,LS27 7,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 2,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS28 ,LS28 9,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/09/2022,LS15 ,LS15 8,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS5 ,LS5 3,PARTY,Out ofHours,Out ofHours
03/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS8 ,LS8 5,PARTY,Out ofHours,Out ofHours
03/09/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS17 ,LS17 7,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS14 ,LS14 6,PARTY,Out ofHours,Out ofHours
03/09/2022,LS11 ,LS11 8,SHOUTING,Out ofHours,Out ofHours
03/09/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS17 ,LS17 6,PARTY,Out ofHours,Out ofHours
03/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
03/09/2022,LS9 ,LS9 7,PARTY,Out ofHours,Out ofHours
04/09/2022,LS9 ,LS9 8,PARTY,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS63,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
04/09/2022,WF3 ,WF3 3,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS17 ,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/09/2022,LS12 ,LS12 4,TV,Out ofHours,Out ofHours
04/09/2022,LS8 ,LS8 2,PARTY,Out ofHours,Out ofHours
04/09/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS27 ,LS27 0,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS8 ,LS8 2,SHOUTING,Out ofHours,Out ofHours
04/09/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS6 3,ALARM,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
04/09/2022,WF3 ,WF3 1,SHOUTING,Out ofHours,Out ofHours
04/09/2022,LS10 ,LS10 1,TV,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
04/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
04/09/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS17 ,LS17 6,DOG BARKING,Out ofHours,Out ofHours
04/09/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS28 ,LS28 6,MUSIC,Out ofHours,Out ofHours
04/09/2022,LS14 ,LS14 1,PARTY,Out ofHours,Out ofHours
04/09/2022,LS27 ,LS27 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 1,ALARM,Out ofHours,Out ofHours
05/09/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
05/09/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS15 ,LS15 7,ALARM,Out ofHours,Out ofHours
05/09/2022,LS17 ,LS17 5,SHOUTING,Out ofHours,Out ofHours
05/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS14 ,LS14 2,DIY,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS13 ,LS13 1,ALARM,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
05/09/2022,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
05/09/2022,LS5 ,LS5 3,ALARM,Out ofHours,Out ofHours
05/09/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 2,OTHER,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 1,TV,Out ofHours,Out ofHours
05/09/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 2,ALARM,Out ofHours,Out ofHours
05/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
05/09/2022,WF10 ,WF10 2,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS9 ,LS9 9,TV,Out ofHours,Out ofHours
06/09/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS14 ,LS14 5,TV,Out ofHours,Out ofHours
06/09/2022,LS9 ,LS9 6,TV,Out ofHours,Out ofHours
06/09/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS12 ,LS12 2,DOG BARKING,Out ofHours,Out ofHours
06/09/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS12 ,LS12 2,DOG BARKING,Out ofHours,Out ofHours
06/09/2022,LS10 ,LS10 3,PARTY,Out ofHours,Out ofHours
06/09/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS26 ,LS26 9,DOG BARKING,Out ofHours,Out ofHours
06/09/2022,LS9 ,LS9 6,TV,Out ofHours,Out ofHours
06/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
06/09/2022,LS8 ,LS8 4,TV,Out ofHours,Out ofHours
06/09/2022,LS10 ,LS10 1,OTHER,Out ofHours,Out ofHours
06/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/09/2022,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS17 ,LS17 6,TV,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS14 ,LS14 3,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS12 ,LS12 2,OTHER,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 4,ALARM,Out ofHours,Out ofHours
07/09/2022,LS14 ,LS14 2,DIY,Out ofHours,Out ofHours
07/09/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS10 ,LS10 1,TV,Out ofHours,Out ofHours
07/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/09/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS9 ,LS9 6,TV,Out ofHours,Out ofHours
07/09/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
07/09/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
07/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
07/09/2022,LS7 ,LS7 2,DOG BARKING,Out ofHours,Out ofHours
07/09/2022,LS10 ,LS10 1,OTHER,Out ofHours,Out ofHours
08/09/2022,LS12 ,LS12 2,OTHER,Out ofHours,Out ofHours
08/09/2022,LS12 ,LS12 2,DIY,Out ofHours,Out ofHours
08/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
08/09/2022,LS22 ,LS22 6,SHOUTING,Out ofHours,Out ofHours
08/09/2022,LS8 ,LS8 1,SHOUTING,Out ofHours,Out ofHours
08/09/2022,LS17 ,LS17 5,SHOUTING,Out ofHours,Out ofHours
08/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
08/09/2022,LS9 ,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/09/2022,LS10 ,LS10 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/09/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
08/09/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
08/09/2022,LS6 ,LS6 4,ALARM,Out ofHours,Out ofHours
08/09/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
08/09/2022,BD4 ,BD4 8,DOG BARKING,Out ofHours,Out ofHours
08/09/2022,LS9 ,LS9 9,DOG BARKING,Out ofHours,Out ofHours
08/09/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/09/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
08/09/2022,LS16 ,LS16 7,DOG BARKING,Out ofHours,Out ofHours
08/09/2022,LS1 ,LS1 4,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
08/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
08/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
08/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
09/09/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
09/09/2022,LS1 ,LS1 5,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/09/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS26 ,LS26 9,DOG BARKING,Out ofHours,Out ofHours
09/09/2022,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/09/2022,LS27 ,LS27 7,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS17 ,LS17 6,OTHER,Out ofHours,Out ofHours
09/09/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS12 ,LS12 2,DIY,Out ofHours,Out ofHours
09/09/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
09/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
09/09/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
09/09/2022,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS14 ,LS14 5,PARTY,Out ofHours,Out ofHours
10/09/2022,LS8 ,LS8 2,PARTY,Out ofHours,Out ofHours
10/09/2022,LS14 ,LS14 5,PARTY,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/09/2022,LS11 ,LS11 5,SHOUTING,Out ofHours,Out ofHours
10/09/2022,LS6,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/09/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS16 ,LS16 5,SHOUTING,Out ofHours,Out ofHours
10/09/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 8,ALARM,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS15 ,LS15 0,DOG BARKING,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 9,DOG BARKING,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS27 ,LS27 9,PARTY,Out ofHours,Out ofHours
10/09/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS20 ,LS20 8,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS12 ,LS12 4,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/09/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS13 ,LS13 3,DOG BARKING,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS4 ,LS4 2,DOG BARKING,Out ofHours,Out ofHours
10/09/2022,LS28 ,LS28 6,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS18 ,LS18 4,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS17 ,LS17 8,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS7 ,LS7 1,PARTY,Out ofHours,Out ofHours
11/09/2022,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS12 ,LS12 5,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS20 ,LS20 8,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
11/09/2022,LS6 ,LS6 2,SHOUTING,Out ofHours,Out ofHours
11/09/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
11/09/2022,WF10 ,WF10 2,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
11/09/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
11/09/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS14 ,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/09/2022,LS16 ,LS16 7,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS14 ,LS14 0,ALARM,Out ofHours,Out ofHours
11/09/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
11/09/2022,LS13 ,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/09/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS11 ,LS11 5,SHOUTING,Out ofHours,Out ofHours
11/09/2022,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS17 ,LS17 7,DOG BARKING,Out ofHours,Out ofHours
11/09/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS5 ,LS5 3,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS7 ,LS7 1,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS17 ,LS17 8,MUSIC,Out ofHours,Out ofHours
11/09/2022,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS8 ,LS8 3,TV,Out ofHours,Out ofHours
12/09/2022,LS12 ,LS12 1,ALARM,Out ofHours,Out ofHours
12/09/2022,LS26 ,LS26 0,DOG BARKING,Out ofHours,Out ofHours
12/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS10 ,LS10 4,DIY,Out ofHours,Out ofHours
12/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/09/2022,LS17 ,LS17 7,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS12 ,LS12 2,DIY,Out ofHours,Out ofHours
12/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS2 ,LS2 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/09/2022,LS16 ,LS16 7,DOG BARKING,Out ofHours,Out ofHours
12/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
12/09/2022,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/09/2022,LS13 ,LS13 2,TV,Out ofHours,Out ofHours
12/09/2022,LS10 ,LS10 3,DOG BARKING,Out ofHours,Out ofHours
13/09/2022,LS13 ,LS13 3,OTHER,Out ofHours,Out ofHours
13/09/2022,LS27 ,LS27 7,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
13/09/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS12 ,LS12 4,DOG BARKING,Out ofHours,Out ofHours
13/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS16 ,LS16 7,DOG BARKING,Out ofHours,Out ofHours
13/09/2022,LS21 ,LS21 3,ALARM,Out ofHours,Out ofHours
13/09/2022,LS13 ,LS13 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/09/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
13/09/2022,LS13 ,LS13 4,OTHER,Out ofHours,Out ofHours
13/09/2022,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
14/09/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/09/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
14/09/2022,LS8 ,LS8 2,SHOUTING,Out ofHours,Out ofHours
14/09/2022,LS11 ,LS11 5,PARTY,Out ofHours,Out ofHours
14/09/2022,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/09/2022,LS12 ,LS12 4,DOG BARKING,Out ofHours,Out ofHours
14/09/2022,LS12 ,LS12 4,DOG BARKING,Out ofHours,Out ofHours
14/09/2022,LS14 ,LS14 5,OTHER,Out ofHours,Out ofHours
14/09/2022,LS12 ,LS12 2,SHOUTING,Out ofHours,Out ofHours
14/09/2022,LS10 ,LS10 2,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
14/09/2022,LS8 ,LS8 1,OTHER,Out ofHours,Out ofHours
14/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
14/09/2022,LS27,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/09/2022,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/09/2022,LS10 ,LS10 2,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
14/09/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
14/09/2022,LS22 ,LS22 6,SHOUTING,Out ofHours,Out ofHours
14/09/2022,LS13 ,LS13 2,OTHER,Out ofHours,Out ofHours
14/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
14/09/2022,LS6 ,LS6 4,DOG BARKING,Out ofHours,Out ofHours
14/09/2022,LS11 ,LS11 5,PARTY,Out ofHours,Out ofHours
14/09/2022,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/09/2022,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
