Created,Caller Postcode,Accused Postcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
28/07/2024,LS9 ,LS9 0,Shouting,Out ofHours,Out ofHours
28/07/2024,LS16 ,LS16 6,Loud Music,Out ofHours,Out ofHours
28/07/2024,LS13 ,LS13 2,Loud Music,Out ofHours,Out ofHours
28/07/2024,LS14 ,LS14 5,TV,Out ofHours,Out ofHours
28/07/2024,LS13 ,LS13 1,Shouting,Out ofHours,Out ofHours
28/07/2024,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
28/07/2024,LS12 ,LS12 5,Loud Music,Out ofHours,Out ofHours
28/07/2024,LS10 ,LS10 3,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
28/07/2024,LS11 ,LS11 5,Shouting,Out ofHours,Out ofHours
28/07/2024,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
28/07/2024,LS14 ,LS14 5,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS12 ,LS12 2,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
29/07/2024,LS16 ,LS16 5,Party,Out ofHours,Out ofHours
29/07/2024,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS20 ,LS20 9,Shouting,Out ofHours,Out ofHours
29/07/2024,LS7 ,LS7 2,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS14 ,LS14 6,Shouting,Out ofHours,Out ofHours
29/07/2024,LS12 ,LS12 1,Loud Music,Out ofHours,Out ofHours
29/07/2024,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
29/07/2024,LS11 ,LS11 8,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
29/07/2024,LS9 ,LS9 6,Shouting,Out ofHours,Out ofHours
29/07/2024,LS16 ,LS16,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS7 ,LS7 1,Shouting,Out ofHours,Out ofHours
29/07/2024,LS12 ,LS12 5,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
29/07/2024,LS28 ,LS28 8,Dog Barking,Out ofHours,Out ofHours
29/07/2024,LS18 ,LS18 4,Shouting,Out ofHours,Out ofHours
29/07/2024,LS13 ,LS13 2,TV,Out ofHours,Out ofHours
29/07/2024,LS9 ,LS9 0,Shouting,Out ofHours,Out ofHours
29/07/2024,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS9 ,LS9 6,Shouting,Out ofHours,Out ofHours
29/07/2024,LS28 ,LS28 5,Dog Barking,Out ofHours,Out ofHours
29/07/2024,LS14,LS141,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS6 ,LS6 3,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS7 ,LS7 4,Party,Out ofHours,Out ofHours
29/07/2024,LS7 ,LS7 4,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS15 ,LS15 0,Loud Music,Out ofHours,Out ofHours
29/07/2024,LS14 ,LS14,Party,Out ofHours,Out ofHours
30/07/2024,LS9 ,LS9 O,Shouting,Out ofHours,Out ofHours
30/07/2024,LS15 ,LS15 0,Loud Music,Out ofHours,Out ofHours
30/07/2024,LS7 ,LS7 4,Shouting,Out ofHours,Out ofHours
30/07/2024,LS6 ,LS6 1,Shouting,Out ofHours,Out ofHours
30/07/2024,LS9 ,LS9 8,Alarm,Out ofHours,Out ofHours
30/07/2024,LS9 ,LS9 8,Alarm,Out ofHours,Out ofHours
30/07/2024,LS9 ,LS9 8,Alarm,Out ofHours,Out ofHours
30/07/2024,LS11 ,LS11 0,Shouting,Out ofHours,Out ofHours
30/07/2024,LS8 ,LS8 4,Party,Out ofHours,Out ofHours
30/07/2024,LS14 ,LS24 1,Banging On Walls/Ceiling/Floor,Out ofHours,Out ofHours
30/07/2024,LS16 ,LS16 5,Shouting,Out ofHours,Out ofHours
30/07/2024,LS28 ,LS28 6,Dog Barking,Out ofHours,Out ofHours
30/07/2024,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
30/07/2024,LS11 ,LS11 5,Shouting,Out ofHours,Out ofHours
30/07/2024,LS5 ,LS5 3,Party,Out ofHours,Out ofHours
30/07/2024,LS12 ,LS12 1,DIY,Out ofHours,Out ofHours
31/07/2024,LS8 ,LS8 3,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS13 ,LS13 3,Party,Out ofHours,Out ofHours
31/07/2024,WF3 ,WF3 2,Loud Music,Out ofHours,Out ofHours
31/07/2024,WF3 ,WF3 2,Shouting,Out ofHours,Out ofHours
31/07/2024,LS16 ,LS16 5,Shouting,Out ofHours,Out ofHours
31/07/2024,LS26 ,LS26 9,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS11 ,LS11 8,Dog Barking,Out ofHours,Out ofHours
31/07/2024,LS6 ,LS6 2,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS18 ,LS18 5,DIY,Out ofHours,Out ofHours
31/07/2024,LS13 ,LS13 4,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS14 ,LS14 5,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS9 ,LS9 6,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS6 ,LS6 2,Shouting,Out ofHours,Out ofHours
31/07/2024,LS8 ,LS8 1,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS14 ,LS14 5,TV,Out ofHours,Out ofHours
31/07/2024,LS28 ,LS28 ,Dog Barking,Out ofHours,Out ofHours
31/07/2024,WF10 ,WF10 2,Dog Barking,Out ofHours,Out ofHours
31/07/2024,BD11 ,BD11 1,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS6 ,LS6,Loud Music,Out ofHours,Out ofHours
31/07/2024,WF10 ,WF,Dog Barking,Out ofHours,Out ofHours
31/07/2024,LS13 ,LS13 2,Dog Barking,Out ofHours,Out ofHours
31/07/2024,LS8 ,LS8 ,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS11 ,LS11 6,Shouting,Out ofHours,Out ofHours
31/07/2024,LS6 ,LS6 1,Loud Music,Out ofHours,Out ofHours
31/07/2024,BD11 ,BD11 1,Loud Music,Out ofHours,Out ofHours
31/07/2024,LS11 ,LS11 5,Shouting,Out ofHours,Out ofHours
31/07/2024,LS6 ,LS6 3,Shouting,Out ofHours,Out ofHours
31/07/2024,LS9 ,LS9 7,Loud Music,Out ofHours,Out ofHours
